"FSCS Key","Library Name","Locale","Service Area Population","Total Circulation","Percentage of Children's Material Circulation","Electronic Material Circulation","Print Material Circulation","Other Physical Item Circulation","Central Library","Branch Library","Bookmobiles","Internet Computers","Computer Uses","Wireless Sessions","Total Library Programs","Children's Programs","Young Adult Programs","Adult Programs","Total Program Attendance","Children's Program Attendance","Adult Program Attendance","General Interest Program Attendance","General Interest Programs","Local Revenue ($)","State Revenue ($)","Federal Revenue ($)","Other Revenue ($)","Total Revenue ($)","Hours/Year","Physical Visits","Reference Transactions","Registered Users","Inter-library Loans to Other Library","Inter-library Loans from Other Library"
"IL0393","OAKWOOD PUBLIC LIBRARY DISTRICT","Rural",5572,11705,29,1599,10106,79,1,0,0,9,204,0,92,55,1,36,1809,1170,623,0,0,208600,9066,0,231,217897,2496,10120,75,791,9950,10279
"IL0394","ODELL PUBLIC LIBRARY DISTRICT","Rural",1386,7996,26,853,7143,3,1,0,0,4,250,95,29,21,0,7,462,283,138,41,1,114526,9611,0,3476,127613,1508,3464,202,265,1846,1928
"IL0395","O'FALLON PUBLIC LIBRARY","Suburban",32289,288290,38,43845,244445,7371,1,0,0,23,12180,41412,352,233,34,85,8032,7087,710,0,0,1256500,61607,1036,81252,1400395,3155,108752,42614,8940,18290,53367
"IL0396","OGDEN ROSE PUBLIC LIBRARY","Rural",729,1835,25,25,1810,0,1,0,0,2,1200,1000,2,1,0,0,56,30,0,26,1,37907,1195,0,963,40065,675,1500,800,138,914,617
"IL0397","OGLESBY PUBLIC LIBRARY DISTRICT","Town",4217,12640,21,2053,10587,46,1,0,0,8,10514,7659,0,0,0,0,0,0,0,0,0,117474,55745,3775,5804,182798,2224,10514,10,567,377,3504
"IL0398","OHIO PUBLIC LIBRARY DISTRICT","Rural",912,3040,22,393,2647,0,1,0,0,6,162,62,19,16,1,1,72,70,0,2,1,82131,5586,0,470,88187,1300,1290,409,574,5,575
"IL0400","OLNEY PUBLIC LIBRARY","Town",8701,71272,25,11999,59273,180,1,0,0,5,6974,4008,76,36,24,10,4032,3100,0,332,6,225597,55390,2880,55234,339101,2600,52145,488,2553,6481,17099
"IL0401","ONARGA COMMUNITY PUBLIC LIBRARY DISTRICT","Town",1942,3936,24,23,3913,0,1,0,0,8,200,440,16,16,0,0,285,285,0,0,0,92633,18632,0,2950,114215,1830,2339,312,245,1827,827
"IL0404","OREGON PUBLIC LIBRARY DISTRICT","Town",6108,28218,15,4003,24215,332,1,0,0,9,1421,5500,218,63,10,139,3169,969,1646,485,6,357893,30741,0,37071,425705,2436,10000,3000,1450,2888,5669
"IL0405","ORLAND PARK PUBLIC LIBRARY","Suburban",58703,466350,33,94041,372309,13288,1,0,0,52,11979,24901,447,141,51,246,7207,3563,1767,1524,9,6498865,108546,500,62971,6670882,3606,202533,65349,19546,1600,10185
"IL0406","OSWEGO PUBLIC LIBRARY DISTRICT","Suburban",70508,802939,55,80485,722454,10830,1,1,0,59,9913,12475,466,262,121,83,9710,8501,853,0,0,4436188,248639,13307,59728,4757862,6912,200452,35516,34828,635,561
"IL0407","REDDICK PUBLIC LIBRARY DISTRICT","Town",23958,110897,32,16137,94760,1271,1,0,0,36,7384,4877,347,147,49,113,3795,1862,838,756,38,1336072,231869,0,16489,1584430,3250,47363,8251,5263,8012,17954
"IL0408","PALATINE PUBLIC LIBRARY DISTRICT","Suburban",89395,1234655,55,234678,999977,20936,1,2,0,138,25652,352643,819,393,45,317,18419,10031,7475,64,64,9426575,327681,1274,134836,9890366,7954,262092,163544,39806,50860,65667
"IL0409","PALESTINE PUBLIC LIBRARY DISTRICT","Rural",2193,10655,16,1990,8665,0,1,0,0,13,6786,1095,242,73,74,95,2686,1397,721,0,0,78046,11688,8764,51707,150205,1766,15106,2600,2199,3819,1282
"IL0410","PALOS HEIGHTS PUBLIC LIBRARY","Suburban",12068,113935,35,32011,81924,121,1,0,0,13,1653,4168,327,28,0,298,7091,539,6551,1,1,1636055,26891,1393,72613,1736952,3316,57652,13571,5146,11288,14558
"IL0411","PALOS PARK PUBLIC LIBRARY","Suburban",4899,43104,22,11265,31839,164,1,0,0,5,1273,5042,199,60,35,100,2442,789,1117,254,4,484207,21871,0,23503,529581,2964,24960,2340,2377,3452,6305
"IL0412","CARNEGIE-SCHUYLER LIBRARY","Town",5199,16264,26,0,16264,375,1,0,0,5,520,208,1,1,0,0,16,16,0,0,0,93425,61543,0,53777,208745,1560,3900,1872,665,2362,4023
"IL0413","PARIS CARNEGIE PUBLIC LIBRARY","Town",8291,28753,14,6304,22449,457,1,0,0,4,2180,4525,31,11,6,13,299,137,92,65,1,126679,61525,948,21504,210656,2288,6500,1997,1057,5041,7097
"IL0414","PARK FOREST PUBLIC LIBRARY","Suburban",21687,62521,25,11521,51000,32,1,0,0,26,9277,1606,104,28,3,72,1569,493,1007,37,1,1902294,39913,0,184384,2126591,2417,34464,9145,3366,8509,10762
"IL0415","PARK RIDGE PUBLIC LIBRARY","Suburban",39656,477988,51,78987,399001,9668,1,0,0,9,5095,272455,472,211,83,178,6864,2997,3614,0,0,1963768,113604,0,35044,2112416,2322,123383,37076,16849,18179,21963
"IL0416","PATOKA PUBLIC LIBRARY","Rural",525,1089,23,373,716,0,1,0,0,3,95,0,0,0,0,0,0,0,0,0,0,7747,861,0,6900,15508,690,733,5,64,286,538
"IL0417","PAW PAW PUBLIC LIBRARY DISTRICT","Rural",830,3445,52,712,2733,0,1,0,0,3,126,1825,62,48,2,10,528,352,146,21,2,36165,2244,0,455,38864,1456,2974,208,343,0,406
"IL0418","PAWNEE PUBLIC LIBRARY","Town",2678,9537,26,1800,7737,0,1,0,0,6,350,900,9,7,2,0,580,525,0,0,0,147087,4040,0,1699,152826,2340,4300,65,2969,0,170
"IL0419","PAXTON CARNEGIE LIBRARY","Town",4450,27029,26,1705,25324,30,1,0,0,4,403,352,33,28,0,2,275,168,35,72,3,110110,16597,0,3769,130476,2080,6099,68,612,10014,12787
"IL0420","PEARL CITY PUBLIC LIBRARY DISTRICT","Rural",2432,5143,43,302,4841,1,1,0,0,6,3068,468,18,3,0,3,173,43,13,117,12,90732,6682,0,566,97980,1929,4940,312,383,1610,1382
"IL0421","PECATONICA PUBLIC LIBRARY DISTRICT","Rural",5512,38614,42,8844,29770,322,1,0,0,10,8650,9630,48,24,8,0,1472,1320,0,112,16,214713,24812,0,2566,242091,2704,18253,3965,1864,6259,3322
"IL0422","PEKIN PUBLIC LIBRARY","Suburban",31731,182278,36,21406,160872,210,1,0,0,30,13085,0,529,298,19,0,5298,3017,0,2154,212,1143304,223263,1890,92849,1461306,3172,65873,10996,9731,12829,12686
"IL0423","PEORIA PUBLIC LIBRARY","City",113150,706668,35,109079,597589,366,1,4,1,112,24082,10639,658,307,84,267,11035,6572,3227,0,0,6481083,649734,0,52427,7183244,11756,189297,23614,14724,76686,73635
"IL0424","PEORIA HEIGHTS PUBLIC LIBRARY","Suburban",5908,38371,45,1022,37349,294,1,0,0,12,8196,4863,327,236,79,12,3639,3119,137,0,0,540650,131735,0,6296,678681,2455,19404,1300,1254,5046,3683
"IL0425","PEOTONE PUBLIC LIBRARY DISTRICT","Town",16851,47737,33,12629,35108,389,1,0,0,8,1404,4896,295,153,13,120,4148,1320,1986,626,9,619741,49623,0,10456,679820,2860,26742,4695,3596,155,7066
"IL0427","PETERSBURG PUBLIC LIBRARY","Town",2258,28233,40,3203,25030,9,1,0,0,5,300,1200,128,126,0,2,1438,1430,8,0,0,92683,16730,15217,19048,143678,1938,8878,1300,375,2759,6744
"IL0428","PHILO PUBLIC LIBRARY DISTRICT","Rural",1906,13253,41,1811,11442,208,1,0,0,2,98,0,266,174,0,0,3030,2610,0,420,92,94604,2882,0,12102,109588,1512,6448,77,393,38,24
"IL0429","PINCKNEYVILLE PUBLIC LIBRARY","Town",5066,6478,15,751,5727,0,1,0,0,8,993,1023,26,23,1,0,245,234,0,9,2,45967,10619,15663,2330,74579,1508,6783,988,195,800,1607
"IL0430","PIPER CITY PUBLIC LIBRARY DISTRICT","Rural",1021,2551,20,390,2161,0,1,0,0,2,147,1492,25,9,0,16,152,59,93,0,0,44888,1695,0,2995,49578,1450,2051,156,181,237,347
"IL0431","PITTSFIELD PUBLIC LIBRARY","Town",4206,32372,16,1640,30732,0,1,0,0,7,902,918,14,6,1,2,655,147,108,381,5,129000,25102,0,17325,171427,2158,21268,936,823,3077,1410
"IL0432","PLAINFIELD PUBLIC LIBRARY DISTRICT","Suburban",79055,522936,47,90646,432290,1922,1,0,0,90,7726,38226,2041,956,190,417,38387,26888,2532,6054,478,4010248,197426,18623,388024,4614321,3248,90611,29130,30600,33413,74826
"IL0434","PLANO COMMUNITY LIBRARY DISTRICT","Suburban",14092,67775,53,7816,59959,80,1,0,0,34,8465,10277,272,133,7,132,2828,1799,989,0,0,823495,123252,0,13815,960562,2808,33142,5500,2961,9743,9894
"IL0435","POLO PUBLIC LIBRARY DISTRICT","Rural",2692,14302,36,2495,11807,168,1,0,0,8,616,520,208,70,28,42,3110,813,712,1347,68,112167,7149,9500,78500,207316,2444,7529,0,923,1688,2398
"IL0436","PONTIAC PUBLIC LIBRARY","Town",11150,38078,20,5260,32818,28,1,0,0,12,907,4651,211,181,17,9,4542,3316,148,1010,4,257722,66810,0,61483,386015,2912,20530,2808,1827,5155,4850
"IL0437","POPLAR CREEK PUBLIC LIBRARY DISTRICT","Suburban",65645,249581,45,39604,209977,1835,1,1,0,40,14418,547825,785,446,84,38,15860,10548,2356,2324,217,5895903,233041,31842,52618,6213404,7111,127835,17034,25990,9604,5303
"IL0438","POTOMAC PUBLIC LIBRARY DISTRICT","Rural",1195,483,64,0,483,0,1,0,0,4,25,350,201,100,70,29,1178,846,91,150,2,47829,2051,0,2659,52539,695,1358,40,101,0,79
"IL0439","PRAIRIE TRAILS PUBLIC LIBRARY DISTRICT","Suburban",30376,84926,44,9288,75638,949,1,0,0,52,10855,4290,535,205,45,137,5686,3410,840,902,148,1969559,101258,7500,12345,2090662,3328,27247,3660,3508,11137,9646
"IL0440","PRINCETON PUBLIC LIBRARY","Town",7832,36890,38,9320,27570,100,1,0,0,19,2300,10000,114,8,14,87,1077,246,572,181,5,334241,63926,22626,76966,497759,2392,42625,75,2321,6250,6833
"IL0441","LILLIE M. EVANS LIBRARY DISTRICT","Rural",3840,34942,48,2916,32026,779,1,0,0,28,966,23861,365,169,27,169,4143,2733,1222,0,0,414559,27263,12838,5440,460100,2661,18893,535,1134,5431,7716
"IL0442","HENRY C. ADAMS MEMORIAL LIBRARY","Rural",1946,4901,11,597,4304,115,1,0,0,5,1700,5030,138,80,3,30,408,260,26,110,25,34409,2600,0,25609,62618,1555,6300,330,316,796,1395
"IL0443","PROSPECT HEIGHTS PUBLIC LIBRARY DISTRICT","Suburban",15044,209156,48,36276,172880,3045,1,0,0,23,4756,265957,838,564,0,274,37345,31153,6192,0,0,3595678,76519,0,140463,3812660,3224,59604,17836,5565,19556,9190
"IL0444","PUTNAM COUNTY PUBLIC LIBRARY DISTRICT","Rural",5635,24334,30,6021,18313,733,1,5,0,15,672,0,443,363,2,78,3481,2666,780,0,0,438098,8859,77,4982,452016,6708,7558,720,1675,5341,6036
"IL0445","QUINCY PUBLIC LIBRARY","Town",39463,369744,31,54666,315078,3929,1,0,0,25,17292,2572,334,122,86,0,9750,8573,0,682,126,2629850,660736,8547,352076,3651209,1560,80722,6014,18704,42481,27830
"IL0446","RANTOUL PUBLIC LIBRARY","Town",12371,27677,24,6223,21454,38,1,0,0,7,4508,3700,122,14,2,106,1422,932,479,0,0,495831,38691,0,7291,541813,3424,30482,4421,1955,8641,7533
"IL0447","RED BUD PUBLIC LIBRARY","Town",3804,11920,35,1732,10188,69,1,0,0,5,382,818,12,2,0,10,167,17,150,0,0,96796,8825,19092,6708,131421,1750,7079,1560,504,1841,4683
"IL0448","RICHTON PARK PUBLIC LIBRARY DISTRICT","Suburban",11738,26900,27,4090,22810,592,1,0,0,45,4989,0,254,97,15,142,1945,999,712,0,0,1334427,31215,10797,33990,1410429,2808,20572,558,5591,11362,2507
"IL0450","ELWOOD LIBRARY DISTRICT","Rural",1459,3777,29,940,2837,31,1,0,0,1,6,130,12,6,3,3,21,10,10,0,0,59278,6467,0,372,66117,780,796,77,102,1014,1637
"IL0451","RIVER FOREST PUBLIC LIBRARY","Suburban",11717,226750,44,53025,173725,3864,1,0,0,20,5869,49037,641,291,109,119,11054,6790,1565,1832,122,1417644,56378,0,35976,1509998,3480,77387,16199,5528,9610,19100
"IL0452","RIVER GROVE PUBLIC LIBRARY DISTRICT","Suburban",10578,28297,24,9899,18398,26,1,0,0,12,1927,1259,93,74,0,16,848,578,181,89,3,477853,90474,0,32335,600662,2721,10859,5906,3303,6268,3128
"IL0453","RIVER VALLEY DISTRICT LIBRARY","Suburban",5153,41760,45,7022,34738,2785,1,0,0,8,586,1493,284,165,84,35,2651,1230,987,0,0,489948,22581,0,7999,520528,2929,24169,7300,1589,7412,6970
"IL0456","ROBERT R. JONES PUBLIC LIBRARY DISTRICT","Suburban",4855,25944,44,9785,16159,12,1,0,0,9,1648,1200,90,70,20,0,1620,1500,0,0,0,248260,53774,36708,4500,343242,2280,18928,1560,1780,5415,5210
"IL0457","ROBINSON PUBLIC LIBRARY DISTRICT","Town",14676,42699,31,4263,38436,77,1,3,0,21,4941,6472,174,120,7,25,5741,2038,966,2053,22,746845,165655,0,19901,932401,5408,43596,711,1838,9283,10967
"IL0458","FLAGG-ROCHELLE PUBLIC LIBRARY DISTRICT","Town",13296,30052,42,13528,16524,62,1,0,0,5,2880,1005,45,36,2,4,321,235,40,42,3,596849,20292,0,11612,628753,2208,21080,525,3453,3709,6527
"IL0459","ROCHESTER PUBLIC LIBRARY DISTRICT","Suburban",7540,96312,33,37435,58877,4037,1,0,0,6,2598,9402,364,200,59,81,8197,3487,3954,570,24,457594,17174,22968,26788,524524,2636,33180,4056,6221,16545,15026
"IL0460","ROCK FALLS PUBLIC LIBRARY DISTRICT","Town",10570,24812,39,5082,19730,0,1,0,0,10,3120,3900,21,18,0,1,342,312,5,25,2,225546,16772,18033,22199,282550,2652,28486,5281,3885,1487,947
"IL0461","ROCK ISLAND PUBLIC LIBRARY","City",37108,210374,17,74393,135981,2083,1,1,1,30,6251,15150,624,232,118,176,26565,20114,3735,2548,98,2141545,57551,0,398185,2597281,6032,82245,28542,13599,382,167
"IL0462","ROCKFORD PUBLIC LIBRARY","City",148655,615583,26,184854,430729,2340,1,3,1,44,29408,3451,549,318,67,0,14333,7322,0,5856,164,7334410,1719224,72380,234714,9360728,12433,232907,95143,35215,88020,28492
"IL0463","ROLLING MEADOWS LIBRARY","Suburban",24200,176387,42,32998,143389,3724,1,0,0,15,10772,30953,225,110,0,98,26467,23556,2780,131,17,3805738,156925,0,21757,3984420,2641,59457,30150,15363,1767,2999
"IL0464","ROODHOUSE PUBLIC LIBRARY","Town",1578,10422,9,171,10251,3,1,0,0,3,927,6028,216,75,1,140,322,177,140,0,0,50591,4708,0,1100,56399,1404,5726,1985,364,4343,3715
"IL0465","ROSELLE PUBLIC LIBRARY DISTRICT","Suburban",22744,180719,48,52236,128483,4286,1,0,0,29,5853,131306,521,288,61,172,9973,7818,1570,0,0,2168634,74885,6055,41122,2290696,3300,38992,15596,13987,313,112
"IL0466","ROSICLARE MEMORIAL PUBLIC LIBRARY","Rural",980,2764,22,112,2652,26,1,0,0,11,875,3121,95,35,4,55,1089,607,349,86,1,12368,21637,10655,7773,52433,1226,4921,342,157,1353,417
"IL0467","ROUND LAKE AREA PUBLIC LIBRARY DISTRICT","Suburban",39675,156500,44,25800,130700,12058,1,0,0,32,7514,17795,284,108,51,105,1823,720,499,371,20,3117807,88154,0,196011,3401972,3640,78384,21651,5473,19588,10133
"IL0468","ROXANA PUBLIC LIBRARY DISTRICT","Suburban",1476,10628,37,1574,9054,22,1,0,0,12,5586,10505,261,143,51,52,13437,10401,622,1250,15,392702,47536,16189,6111,462538,2866,14024,750,271,4649,2643
"IL0469","ROYALTON PUBLIC LIBRARY DISTRICT","Rural",1068,851,9,0,851,0,1,0,0,2,48,11737,0,0,0,0,0,0,0,0,0,24823,2130,3240,1368,31561,1022,2017,78,86,920,677
"IL0470","RUSHVILLE PUBLIC LIBRARY","Town",3005,17255,21,1748,15507,1000,1,0,0,10,11935,33333,101,32,8,56,4022,1432,1630,200,5,25138,9791,0,35710,70639,1875,33274,7300,712,2686,1965
"IL0471","SAINT CHARLES PUBLIC LIBRARY DISTRICT","Suburban",55889,903356,44,105031,798325,40236,1,0,0,52,14939,157528,1299,667,72,469,24621,14229,7494,1757,91,7994952,168941,0,302183,8466076,3744,227231,106184,31630,37440,64514
"IL0472","SAINT ELMO PUBLIC LIBRARY DISTRICT","Rural",6064,14356,16,3107,11249,8,1,2,0,10,624,1456,24,0,0,23,238,0,163,75,1,203157,12990,3897,6187,226231,4264,7769,1248,573,6875,2867
"IL0473","SAINT JOSEPH TOWNSHIP-SWEARINGEN MEMORIAL LIBRARY","Town",5598,33262,37,7638,25624,83,1,0,0,0,0,1175,9,4,0,4,563,122,90,351,1,158368,13750,0,2557,174675,2184,12091,260,1381,9318,8531
"IL0474","BRYAN-BENNETT LIBRARY","Town",7282,24866,26,3501,21365,0,1,0,0,4,1089,2548,78,31,4,41,1009,452,359,59,2,229302,26220,3219,11099,269840,2242,29380,4316,592,25776,24527
"IL0475","SALEM TOWNSHIP PUBLIC LIBRARY DISTRICT","Town",1117,6301,27,514,5787,72,1,0,0,4,441,55,108,31,2,0,646,176,0,463,75,67766,4963,650,4020,77399,2084,3264,0,258,1209,880
"IL0476","SANDWICH PUBLIC LIBRARY DISTRICT","Suburban",7714,37958,31,5833,32125,326,1,0,0,10,2061,1983,527,211,77,233,3595,1293,1625,471,6,681861,28812,7500,1048,719221,2756,26049,4447,1555,5579,6236
"IL0477","SAVANNA PUBLIC LIBRARY DISTRICT","Town",3748,5788,32,0,5788,0,1,0,0,5,1249,2436,51,46,0,5,877,787,90,0,0,106345,68707,0,2450,177502,1144,1960,449,2298,14,375
"IL0479","SCHAUMBURG TOWNSHIP DISTRICT LIBRARY","City",130345,2027286,39,237435,1789851,121080,1,2,0,234,52149,327918,1857,523,232,1041,45465,17906,20071,4784,61,16779906,655888,11419,116929,17564142,9636,437732,188938,38545,5625,6124
"IL0480","SCHILLER PARK PUBLIC LIBRARY","Suburban",11709,22782,50,2693,20089,314,1,0,0,9,3249,1461,28,12,4,6,249,113,6,125,6,1295643,118473,0,6298,1420414,2496,20280,8604,1295,5128,2717
"IL0481","SCHMALING MEMORIAL PUBLIC LIBRARY DISTRICT","Town",3647,20575,54,845,19730,92,1,0,0,3,371,1560,76,69,0,5,544,491,18,35,2,111780,27849,6364,24204,170197,2001,9880,1456,650,2609,2702
"IL0482","SELBY TOWNSHIP LIBRARY DISTRICT","Rural",2159,1931,13,110,1821,0,1,0,0,4,453,33,107,11,10,81,710,192,382,115,5,55570,9745,1066,12676,79057,1404,2792,196,420,0,183
"IL0483","SENECA PUBLIC LIBRARY DISTRICT","Rural",4406,23959,41,7548,16411,0,1,0,0,8,153,4680,300,139,62,58,2645,1451,401,374,41,746679,5044,4971,17224,773918,2756,12000,4680,815,8410,2226
"IL0484","SESSER PUBLIC LIBRARY","Rural",1888,2379,19,449,1930,8,1,0,0,19,200,200,18,0,0,0,243,0,0,243,18,26503,5592,20014,2335,54444,1040,2051,260,434,2486,496
"IL0485","FLEWELLIN MEMORIAL LIBRARY","Rural",863,2224,31,224,2000,0,1,0,0,3,165,59,55,52,0,3,102,94,8,0,0,28847,2924,0,19048,50819,1200,1414,230,137,0,12
"IL0487","SHEFFIELD PUBLIC LIBRARY","Rural",821,1553,51,140,1413,0,1,0,0,4,114,16,20,8,4,8,169,85,72,0,0,26142,1365,0,2885,30392,1335,1019,0,337,476,493
"IL0488","SHELBYVILLE PUBLIC LIBRARY","Town",4674,29803,44,3782,26021,8,1,0,0,12,1296,4800,62,59,0,3,728,715,13,0,0,263779,24493,0,7531,295803,2728,12125,625,707,10463,5707
"IL0489","SHELDON PUBLIC LIBRARY DISTRICT","Rural",1638,4411,30,1780,2631,0,1,0,0,4,1344,1344,15,10,0,5,20,20,0,0,0,133958,6713,0,2267,142938,1872,9911,780,212,1817,680
"IL0491","SHOREWOOD-TROY PUBLIC LIBRARY DISTRICT","Suburban",21780,185102,43,31057,154045,2280,1,0,0,23,2843,108705,486,79,17,357,4000,2619,1161,139,33,1302866,100357,3395,179582,1586200,3120,50914,19900,6045,22151,38076
"IL0492","SIDELL DISTRICT LIBRARY","Rural",1605,6246,9,160,6086,2,1,0,0,2,240,100,4,2,0,2,58,36,22,0,0,102860,12337,1217,350,116764,1508,2669,1040,141,1419,468
"IL0493","SIDNEY COMMUNITY LIBRARY","Rural",1208,4597,11,978,3619,0,1,0,0,3,678,63,0,0,0,0,0,0,0,0,0,28399,1818,0,1110,31327,1631,2925,208,227,4204,1639
"IL0494","SILVIS PUBLIC LIBRARY","Suburban",8003,24701,24,5577,19124,414,1,0,0,11,2577,2052,238,127,46,61,3080,1324,777,682,4,157626,82799,0,115748,356173,2808,19477,624,1436,2625,5563
"IL0495","SKOKIE PUBLIC LIBRARY","City",67824,1251688,51,1e+05,1151688,18186,1,0,1,76,29421,101761,1314,582,217,515,17512,9006,5097,0,0,12254437,1027563,0,63085,13345085,4610,352521,30775,54566,10857,10961
"IL0496","SOMONAUK PUBLIC LIBRARY DISTRICT","Rural",9255,35916,33,3465,32451,160,1,0,0,23,15605,264,475,260,18,173,5064,1248,2520,1232,24,756133,14445,250,17208,788036,2860,70711,9984,2181,5943,6818
"IL0497","SOUTH BELOIT PUBLIC LIBRARY","Suburban",7989,14822,30,4135,10687,21,1,0,0,5,1183,1049,42,0,0,41,424,0,274,150,1,246219,63248,0,17269,326736,2576,6124,493,788,1973,2870
"IL0498","SOUTH COUNTY PUBLIC LIBRARY DISTRICT","Rural",1122,2186,40,0,2186,0,1,0,0,2,115,115,0,0,0,0,0,0,0,0,0,27916,3826,0,1296,33038,1146,6550,170,531,0,1370
"IL0499","SOUTH HOLLAND PUBLIC LIBRARY","Suburban",21465,66514,19,7745,58769,3119,1,0,0,34,14301,137362,359,146,74,118,5540,792,2303,2244,21,2156888,95544,10260,5893,2268585,2998,42986,12910,3982,13487,6972
"IL0501","SPARTA PUBLIC LIBRARY","Town",4095,9630,28,784,8846,11,1,0,0,22,2871,2690,18,4,14,0,269,180,0,0,0,192000,6345,11886,21661,231892,2132,7958,521,441,2037,1650
"IL0502","SPOON RIVER LIBRARY DISTRICT","Rural",3106,4823,30,1084,3739,14,1,0,0,5,48,408,29,21,0,1,1649,689,10,950,7,152472,25776,0,1916,180164,1898,3210,315,679,926,945
"IL0503","RICHARD A. MAUTINO MEMORIAL LIBRARY","Town",5582,14670,32,2340,12330,0,1,0,0,7,951,465,40,26,0,3,378,218,83,77,11,133009,19409,12008,10078,174504,1986,8944,571,711,2550,2012
"IL0504","LINCOLN LIBRARY","City",114394,443163,28,124732,318431,1409,1,0,0,42,13917,4423,309,119,17,0,14692,13455,0,1059,173,3663023,1254635,0,16921,4934579,2660,130380,26734,28082,1701,3605
"IL0506","ALLIN TOWNSHIP LIBRARY","Rural",877,678,10,0,678,0,1,0,0,5,52,320,0,0,0,0,0,0,0,0,0,49550,1356,0,1000,51906,1456,1248,208,355,0,0
"IL0507","STAUNTON PUBLIC LIBRARY","Town",5054,3629,30,1672,1957,0,1,0,0,4,500,900,6,0,6,0,36,0,0,0,0,80081,7580,12345,16400,116406,1000,4000,120,1181,1661,4892
"IL0508","STEELEVILLE AREA PUBLIC LIBRARY DISTRICT","Town",4182,13597,46,1544,12053,0,1,0,0,10,249,577,262,20,30,204,989,136,645,82,8,101629,6929,7055,14959,130572,2113,9329,45,403,1398,3306
"IL0509","STEGER-SOUTH CHICAGO HEIGHTS PUBLIC LIBRARY DISTRICT","Suburban",13869,22659,46,4217,18442,445,1,0,0,18,6240,7488,45,29,0,16,698,621,77,0,0,453300,50784,0,14465,518549,2340,7488,4420,6031,4374,4206
"IL0510","STERLING PUBLIC LIBRARY","Town",14764,61770,38,12199,49571,1170,1,0,0,10,3097,4499,56,27,0,0,456,271,0,185,29,443150,263150,29758,270942,1007000,2548,6235,52,7261,1601,2302
"IL0511","STICKNEY-FOREST VIEW PUBLIC LIBRARY DISTRICT","Suburban",10833,38620,52,3418,35202,1163,1,0,0,22,4200,851,413,240,10,162,4528,3156,1104,200,1,1280176,548116,57575,26772,1912639,3046,25994,2096,1740,5084,5145
"IL0512","JULIA HULL DISTRICT LIBRARY","Town",8022,28278,42,6946,21332,283,1,0,0,27,610,4115,184,111,16,57,1484,715,715,0,0,271367,12209,605,6399,290580,3029,7356,957,1231,3185,5131
"IL0513","STOCKTON TOWNSHIP PUBLIC LIBRARY","Rural",2282,12407,33,2440,9967,1,1,0,0,3,349,289,11,2,2,7,202,100,99,0,0,78575,3618,0,3175,85368,1574,2349,787,542,1701,3095
"IL0514","STONINGTON TOWNSHIP PUBLIC LIBRARY","Rural",993,3115,42,225,2890,0,1,0,0,3,30,10,69,20,0,45,1111,390,504,217,4,35207,2538,0,2272,40017,1310,2447,265,135,3720,2890
"IL0515","STREATOR PUBLIC LIBRARY","Town",12500,207923,8,166789,41134,94,1,0,0,17,2973,1020,107,70,21,10,2646,1666,554,118,6,316639,75179,0,172974,564792,2976,30168,2675,2497,4530,3839
"IL0516","SUGAR GROVE PUBLIC LIBRARY DISTRICT","Rural",16114,114343,43,23436,90907,2518,1,0,0,21,1458,5110,210,111,7,54,3597,1034,475,2055,38,671475,43277,0,21830,736582,2500,45368,11287,7357,7892,17084
"IL0517","ELIZABETH TITUS MEMORIAL LIBRARY","Town",4413,44995,29,3376,41619,858,1,0,0,26,5602,1721,143,93,13,36,1576,1122,311,59,1,245334,10271,3351,2435,261391,3094,33978,2043,1953,5580,5222
"IL0519","SYCAMORE PUBLIC LIBRARY","Suburban",18577,176223,41,29863,146360,22233,1,0,0,17,3449,9394,525,253,47,199,7455,4305,2079,856,26,1164107,138249,0,74143,1376499,3380,72349,8338,6309,15491,23626
"IL0520","TALCOTT FREE LIBRARY DISTRICT","Suburban",11060,63081,39,12364,50717,0,1,0,0,9,6890,1830,33,20,5,8,376,221,128,0,0,627882,85934,11021,20737,745574,2602,25283,520,3221,8583,6392
"IL0522","YORK TOWNSHIP PUBLIC LIBRARY","Rural",2740,11012,24,1193,9819,35,1,0,0,4,115,77,114,24,1,78,1193,476,596,81,11,67974,5499,0,4300,77773,1248,1920,135,857,1234,1152
"IL0523","THORNTON PUBLIC LIBRARY","Suburban",2386,8429,21,160,8269,68,1,0,0,3,797,208,20,10,0,10,321,32,289,0,0,169886,8293,30017,17025,225221,2704,3307,823,881,2931,1732
"IL0524","THREE RIVERS PUBLIC LIBRARY DISTRICT","Suburban",28751,134716,37,29970,104746,1266,1,1,0,12,3990,14642,190,60,24,89,5868,1532,1521,2502,17,1831695,172019,0,347947,2351661,6268,50600,21907,9379,13174,15571
"IL0525","TINLEY PARK PUBLIC LIBRARY","Suburban",55971,611878,37,96941,514937,12656,1,0,1,62,8949,172714,921,443,82,344,16756,8968,5578,1513,52,5818070,120294,0,430700,6369064,4351,157136,33101,30720,43148,46304
"IL0526","TISKILWA PUBLIC LIBRARY","Rural",1358,7995,29,1320,6675,7,1,0,0,5,400,4000,146,93,37,13,1204,727,248,38,3,108605,2003,0,12306,122914,1974,6346,2200,821,0,167
"IL0527","SUMPTER TOWNSHIP LIBRARY","Rural",2047,7183,28,1051,6132,0,1,0,0,3,364,28,29,22,0,7,740,675,65,0,0,37862,6221,0,2585,46668,1560,763,118,487,3423,3238
