FSCS Key,Library Name,Locale,Service Area Population,Total Circulation,Percentage of Children's Material Circulation,Electronic Material Circulation,Print Material Circulation,Other Physical Item Circulation
IL0613,RAMSEY PUBLIC LIBRARY,Rural,911,946,6,426,520,2
IL0614,WILLIAMSFIELD PUBLIC LIBRARY DISTRICT,Rural,"2,100","5,580",45,"1,100","4,480",41
IL0634,CISSNA PARK COMMUNITY LIBRARY DISTRICT,Rural,"1,687","22,179",32,"3,011","19,168",9
IL0635,ARGENTA-OREANA PUBLIC LIBRARY DISTRICT,Suburban,"3,861","24,156",30,"3,440","20,716",287
IL0636,HUNTLEY AREA PUBLIC LIBRARY DISTRICT,Suburban,"43,839","434,741",38,"76,102","358,639","9,234"
IL0637,CRESTWOOD PUBLIC LIBRARY DISTRICT,Suburban,"9,214","42,804",28,"7,975","34,829",354
IL0638,GLEN CARBON CENTENNIAL LIBRARY DISTRICT,Suburban,"13,865","121,975",41,"21,281","100,694",240
IL0639,HUDSON AREA PUBLIC LIBRARY DISTRICT,Rural,"3,395","31,074",51,"3,052","28,022",131
IL0640,ROBERT W. ROWE PUBLIC LIBRARY DISTRICT,Rural,"4,856","13,247",29,"2,286","10,961",517
IL0641,DOYLE PUBLIC LIBRARY DISTRICT,Rural,"1,692","7,076",37,985,"6,091",0
IL0644,CORTLAND COMMUNITY LIBRARY,Suburban,"4,398","37,112",50,"2,407","34,705",178
IL0645,CRESTON-DEMENT PUBLIC LIBRARY DISTRICT,Rural,863,"6,839",24,970,"5,869",0
IL0661,GERMANTOWN PUBLIC LIBRARY DISTRICT,Town,"1,966","7,843",33,905,"6,938",38
IL0662,BEECHER COMMUNITY LIBRARY DISTRICT,Town,"6,789","30,351",42,"3,954","26,397",107
IL0663,CENTRAL CITIZENS' LIBRARY DISTRICT,Rural,"4,258","15,794",39,"2,425","13,369",349
IL0664,CLIFTON PUBLIC LIBRARY,Rural,"1,352","1,324",8,10,"1,314",195
IL0665,SHERMAN PUBLIC LIBRARY DISTRICT,Suburban,"4,673","34,510",56,"5,277","29,233",971
IL0666,ATHENS MUNICIPAL LIBRARY,Rural,"1,977","22,360",28,"4,260","18,100",21
IL0667,FREEBURG AREA LIBRARY DISTRICT,Suburban,"6,061","24,102",38,"1,777","22,325",262
IL0668,PEMBROKE PUBLIC LIBRARY DISTRICT,Rural,"1,843","4,940",20,97,"4,843",0
IL0669,LIMESTONE TOWNSHIP LIBRARY DISTRICT,Suburban,"5,003","18,215",28,"5,630","12,585",199
IL0670,RIVERTON VILLAGE LIBRARY,Rural,"3,532","10,152",14,994,"9,158",69
IL0687,WILLIAMSVILLE PUBLIC LIBRARY AND MUSEUM,Rural,"1,425","14,388",12,"2,861","11,527",45
IL0689,RIVERSIDE PUBLIC LIBRARY,Suburban,"9,298","114,549",34,"17,088","97,461","1,899"
IL0691,HINCKLEY PUBLIC LIBRARY DISTRICT,Rural,"2,717","17,915",54,"1,729","16,186",70
IL0692,TILDEN PUBLIC LIBRARY,Rural,750,139,29,0,139,0
IL0693,MARYVILLE COMMUNITY LIBRARY DISTRICT,Suburban,"10,514","32,666",31,"6,343","26,323","3,670"
IL0694,NEWMAN REGIONAL LIBRARY DISTRICT,Rural,"1,107","3,577",10,759,"2,818",252
IL0695,CARRIER MILLS-STONEFORT PUBLIC LIBRARY DISTRICT,Rural,"2,636","1,456",27,0,"1,456",0
IL0696,SUMMIT PUBLIC LIBRARY DISTRICT,Suburban,"11,163","6,240",42,0,"6,240",185
IL0700,TRI-CITY PUBLIC LIBRARY DISTRICT,Rural,"3,611","6,931",40,"3,601","3,330",0
IL0701,PHOENIX PUBLIC LIBRARY DISTRICT,Suburban,"1,734",374,38,0,374,0
IL8001,GALATIA PUBLIC LIBRARY DISTRICT,Rural,"2,319","7,262",9,797,"6,465",79
IL8003,FRANK BERTETTI BENLD PUBLIC LIBRARY,Town,"1,464","6,499",8,780,"5,719",0
IL8005,WEST SANGAMON PUBLIC LIBRARY DISTRICT,Rural,"4,398","12,829",46,"5,470","7,359",1
IL8007,KINMUNDY PUBLIC LIBRARY,Rural,733,"5,560",23,866,"4,694",29
IL8030,CHARLES B. PHILLIPS PUBLIC LIBRARY DISTRICT,Rural,"2,971","12,288",48,"1,609","10,679",33
IL8032,CHENEYS GROVE TOWNSHIP LIBRARY,Rural,675,565,30,565,0,
IL8032,CHENEYS GROVE TOWNSHIP LIBRARY,Rural,675,,,,,-1
IL8033,FLANAGAN PUBLIC LIBRARY DISTRICT,Rural,"1,563","6,108",46,650,"5,458",4
IN0001,WASHINGTON CARNEGIE PUBLIC LIBRARY,Town,"16,054","44,708",45,"10,190","34,518",479
IN0002,ODON WINKELPLECK PUBLIC LIBRARY,Rural,"5,831","19,580",34,"5,035","14,545",116
IN0003,JASPER-DUBOIS COUNTY CONTRACTUAL PUBLIC LIBRARY,Town,"33,733","372,041",44,"57,120","314,921",683
IN0004,HUNTINGBURG PUBLIC LIBRARY,Town,"9,904","54,841",62,"5,766","49,075",26
IN0005,OWENSVILLE CARNEGIE PUBLIC LIBRARY,Rural,"4,072","10,824",31,390,"10,434",44
IN0006,PRINCETON PUBLIC LIBRARY,Town,"11,527","33,351",33,"8,778","24,573",23
IN0007,FORT BRANCH-JOHNSON TOWNSHIP PUBLIC LIBRARY,Town,"8,866","72,423",52,"12,021","60,402",653
IN0008,OAKLAND CITY-COLUMBIA TOWNSHIP PUBLIC LIBRARY,Town,"6,343","17,775",35,"4,814","12,961",79
IN0009,BICKNELL-VIGO TOWNSHIP PUBLIC LIBRARY,Town,"4,468","6,107",31,"1,312","4,795",0
IN0010,KNOX COUNTY PUBLIC LIBRARY,Town,"31,488","67,928",35,"8,900","59,028",316
IN0011,LOOGOOTEE PUBLIC LIBRARY,Town,"5,735","30,175",53,"4,230","25,945",10
IN0012,SHOALS PUBLIC LIBRARY,Rural,"4,052","7,905",33,"1,392","6,513",7
IN0013,PERRY COUNTY PUBLIC LIBRARY,Rural,"20,694","106,599",42,"17,981","88,618",989
IN0015,PIKE COUNTY PUBLIC LIBRARY,Rural,"12,250","37,461",33,"9,520","27,941",259
IN0016,POSEYVILLE CARNEGIE PUBLIC LIBRARY,Rural,"4,586","15,884",38,"3,722","12,162",2
IN0017,NEW HARMONY WORKINGMEN`S INSTITUTE,Rural,"1,245","11,458",8,"8,605","2,853",3
IN0018,ALEXANDRIAN PUBLIC LIBRARY,Town,"19,391","126,929",22,"29,000","97,929",74
IN0019,SPENCER COUNTY PUBLIC LIBRARY,Rural,"8,810","51,609",41,"8,316","43,293","1,025"
IN0020,EVANSVILLE-VANDERBURGH PUBLIC LIBRARY,City,"180,136","1,375,741",25,"458,170","917,571","1,861"
IN0021,WILLARD LIBRARY OF EVANSVILLE,City,"117,298","247,368",15,"2,302","245,066",
IN0021,WILLARD LIBRARY OF EVANSVILLE,City,"117,298",,,,,-1
IN0022,NEWBURGH CHANDLER PUBLIC LIBRARY,Suburban,"41,238","331,585",45,"53,747","277,838","10,388"
IN0023,BOONVILLE-WARRICK COUNTY PUBLIC LIBRARY,Town,"22,660","90,278",40,"13,170","77,108",420
IN0024,REMINGTON-CARPENTER TOWNSHIP PUBLIC LIBRARY,Rural,"1,925","13,492",53,"2,604","10,888",88
IN0025,JASPER COUNTY PUBLIC LIBRARY,Town,"30,993","253,952",35,"39,786","214,166","2,605"
IN0026,WHITING PUBLIC LIBRARY,Suburban,"4,559","44,922",46,"3,227","41,695",945
IN0027,EAST CHICAGO PUBLIC LIBRARY,Suburban,"26,370","13,148",35,"2,800","10,348","5,756"
IN0028,GARY PUBLIC LIBRARY,City,"64,976","102,339",19,"15,403","86,936",768
IN0029,HAMMOND PUBLIC LIBRARY,Suburban,"77,879","138,444",31,"30,535","107,909","1,052"
IN0030,LAKE COUNTY PUBLIC LIBRARY,Suburban,"251,239","2,140,236",29,"692,227","1,448,009",
IN0030,LAKE COUNTY PUBLIC LIBRARY,Suburban,"251,239",,,,,-1
IN0031,CROWN POINT COMMUNITY PUBLIC LIBRARY,Suburban,"51,557","345,539",55,"36,123","309,416",0
IN0033,MICHIGAN CITY PUBLIC LIBRARY,City,"35,913","106,005",18,"12,757","93,248",0
IN0034,WESTVILLE-NEW DURHAM TOWNSHIP PUBLIC LIBRARY,Town,"8,105","17,046",53,660,"16,386",63
IN0035,WANATAH PUBLIC LIBRARY,Rural,"1,825","8,401",64,725,"7,676",50
IN0036,LA CROSSE PUBLIC LIBRARY,Rural,"1,000","6,939",85,"1,504","5,435",3
IN0037,LA PORTE COUNTY PUBLIC LIBRARY,City,"65,515","491,356",32,"116,287","375,069","3,100"
IN0038,NEWTON COUNTY PUBLIC LIBRARY,Rural,"9,189","58,043",29,"8,947","49,096",908
IN0039,BROOK-IROQUOIS-WASHINGTON TOWNSHIP PUBLIC LIBRARY,Rural,"1,554","15,386",47,"2,227","13,159",199
IN0040,KENTLAND-JEFFERSON TOWNSHIP PUBLIC LIBRARY,Rural,"1,987","13,142",23,"2,731","10,411",11
IN0041,GOODLAND & GRANT TOWNSHIP PUBLIC LIBRARY,Rural,"1,100","3,970",80,637,"3,333",23
IN0043,PORTER COUNTY PUBLIC LIBRARY SYSTEM,Suburban,"152,580","1,134,875",38,"245,449","889,426","5,014"
IN0044,WESTCHESTER PUBLIC LIBRARY,Suburban,"20,635","191,904",30,"38,427","153,477",
IN0044,WESTCHESTER PUBLIC LIBRARY,Suburban,"20,635",,,,,-1
IN0045,FRANCESVILLE-SALEM TOWNSHIP PUBLIC LIBRARY,Rural,"1,735","20,513",30,"1,872","18,641",0
IN0046,PULASKI COUNTY PUBLIC LIBRARY,Town,"9,785","64,857",15,"28,691","36,166",0
IN0047,MONTEREY-TIPPECANOE TOWNSHIP PUBLIC LIBRARY,Rural,994,"4,548",9,"1,594","2,954","1,474"
IN0048,NORTH JUDSON-WAYNE TOWNSHIP PUBLIC LIBRARY,Rural,"4,609","12,107",27,"3,017","9,090",98
IN0049,STARKE COUNTY PUBLIC LIBRARY SYSTEM,Town,"18,762","82,507",32,"11,735","70,772",339
IN0050,ELKHART PUBLIC LIBRARY,City,"95,908","341,218",32,"70,466","270,752",427
IN0051,WAKARUSA-OLIVE & HARRISON TOWNSHIP PUBLIC LIBRARY,Rural,"6,935","96,386",56,"13,243","83,143",117
IN0052,NAPPANEE PUBLIC LIBRARY,Town,"10,482","110,120",49,"17,901","92,219",683
IN0053,BRISTOL-WASHINGTON TOWNSHIP PUBLIC LIBRARY,Suburban,"6,892","29,488",35,0,"29,488",731
IN0054,GOSHEN PUBLIC LIBRARY,City,"38,606","372,240",41,"58,308","313,932",71
IN0055,MIDDLEBURY COMMUNITY PUBLIC LIBRARY,Town,"24,185","142,592",44,"31,737","110,855","53,428"
IN0056,BELL MEMORIAL PUBLIC LIBRARY,Rural,"3,922","25,795",17,"4,469","21,326","16,972"
IN0057,WARSAW COMMUNITY PUBLIC LIBRARY,Town,"30,433","467,001",46,"92,829","374,172","17,621"
IN0058,MILFORD PUBLIC LIBRARY,Rural,"4,903","50,266",52,"7,771","42,495",33
IN0059,SYRACUSE-TURKEY CREEK TOWNSHIP PUBLIC LIBRARY,Town,"8,659","72,181",42,"14,625","57,556",270
IN0060,PIERCETON & WASHINGTON TOWNSHIP PUBLIC LIBRARY,Rural,"4,145","3,426",50,0,"3,426",39
IN0061,CULVER-UNION TOWNSHIP PUBLIC LIBRARY,Rural,"2,771","32,105",32,"5,029","27,076",4
IN0062,PLYMOUTH PUBLIC LIBRARY,Town,"26,285","201,164",24,"29,775","171,389","2,487"
IN0063,BREMEN PUBLIC LIBRARY,Town,"8,937","128,364",57,"11,123","117,241",95
IN0064,ARGOS PUBLIC LIBRARY,Rural,"3,919","15,799",41,"3,249","12,550",22
IN0065,BOURBON PUBLIC LIBRARY,Rural,"5,683","41,078",59,"2,740","38,338",782
IN0066,NEW CARLISLE & OLIVE TOWNSHIP PUBLIC LIBRARY,Town,"4,364","89,531",38,"12,627","76,904","39,060"
IN0067,WALKERTON-LINCOLN TOWNSHIP PUBLIC LIBRARY,Town,"2,859","12,398",45,"2,092","10,306",406
IN0068,ST JOSEPH COUNTY PUBLIC LIBRARY,City,"170,799","1,822,264",32,"420,707","1,401,557","3,793"
IN0069,MISHAWAKA-PENN-HARRIS PUBLIC LIBRARY,City,"93,095","768,133",42,"206,420","561,713",0
IN0071,BERNE PUBLIC LIBRARY,Town,"4,173","63,827",43,"9,841","53,986",331
IN0073,ALLEN COUNTY PUBLIC LIBRARY,City,"385,410","4,100,157",37,"889,747","3,210,410","87,216"
IN0074,GARRETT PUBLIC LIBRARY,Town,"9,399","55,659",47,"5,425","50,234","1,858"
IN0075,ECKHART PUBLIC LIBRARY,Town,"14,456","150,192",45,"27,839","122,353","4,548"
IN0076,WATERLOO-GRANT TOWNSHIP PUBLIC LIBRARY,Town,"3,110","26,107",40,"3,524","22,583",24
IN0077,BUTLER PUBLIC LIBRARY,Town,"4,833","23,932",38,"2,384","21,548",496
IN0078,ANDREWS-DALLAS TOWNSHIP PUBLIC LIBRARY,Rural,"2,041","11,498",53,"2,987","8,511",28
IN0079,ROANOKE PUBLIC LIBRARY,Rural,"1,762","13,339",56,"1,781","11,558",45
IN0080,HUNTINGTON CITY-TOWNSHIP PUBLIC LIBRARY,Town,"21,397","228,016",35,"40,303","187,713","2,180"
IN0082,WARREN PUBLIC LIBRARY,Rural,"2,260","14,257",36,"2,951","11,306",141
IN0083,LA GRANGE COUNTY PUBLIC LIBRARY,Town,"40,446","488,358",47,"100,000","388,358",554
IN0084,LIGONIER PUBLIC LIBRARY,Town,"6,900","33,129",48,"4,003","29,126",313
IN0085,NOBLE COUNTY PUBLIC LIBRARY,Rural,"23,306","122,524",33,"29,561","92,963",727
IN0086,KENDALLVILLE PUBLIC LIBRARY,Rural,"17,007","195,420",37,"21,952","173,468","13,750"
IN0088,CARNEGIE PUBLIC LIBRARY OF STEUBEN COUNTY,Town,"15,134","106,595",32,"24,306","82,289",752
IN0089,FREMONT PUBLIC LIBRARY,Rural,"6,938","58,586",33,"11,092","47,494",356
IN0090,WELLS COUNTY PUBLIC LIBRARY,Town,"27,704","270,499",46,"60,128","210,371","4,952"
IN0091,SOUTH WHITLEY COMMUNITY PUBLIC LIBRARY,Rural,"5,110","39,434",36,"6,034","33,400",472
IN0092,PEABODY PUBLIC LIBRARY,Town,"15,874","163,595",49,"29,563","134,032","4,783"
IN0093,CHURUBUSCO PUBLIC LIBRARY,Rural,"5,234","18,153",41,347,"17,806",36
IN0094,YORK TOWNSHIP PUBLIC LIBRARY,Rural,155,611,33,0,611,0
IN0095,EARL PARK-RICHLAND TOWNSHIP PUBLIC LIBRARY,Rural,562,"1,145",60,0,"1,145",0
IN0096,BOSWELL-GRANT TOWNSHIP PUBLIC LIBRARY,Rural,"1,085","7,253",43,681,"6,572",0
IN0097,BENTON COUNTY PUBLIC LIBRARY,Rural,"4,187","23,483",31,"3,468","20,015",2
IN0098,OXFORD PUBLIC LIBRARY,Rural,"1,551","23,135",37,"1,766","21,369",24
IN0099,OTTERBEIN PUBLIC LIBRARY,Rural,"2,004","17,910",66,"1,526","16,384",104
IN0100,DELPHI PUBLIC LIBRARY,Town,"7,783","90,251",35,"16,695","73,556",320
IN0101,CAMDEN-JACKSON TOWNSHIP PUBLIC LIBRARY,Rural,"1,790","3,534",25,314,"3,220",2
IN0102,FLORA-MONROE TOWNSHIP PUBLIC LIBRARY,Rural,"3,888","27,535",47,"3,877","23,658",81
IN0103,COLFAX-PERRY TOWNSHIP PUBLIC LIBRARY,Rural,"1,494","6,604",34,"1,258","5,346",0
IN0104,FRANKFORT COMMUNITY PUBLIC LIBRARY-CLINTON COUNTY CONTRACTUA,Town,"31,417","188,903",42,"34,554","154,349",8
IN0105,KIRKLIN PUBLIC LIBRARY,Rural,"1,219","9,781",47,"1,112","8,669",79
IN0106,ATTICA PUBLIC LIBRARY,Town,"3,941","23,974",36,"3,798","20,176",11
IN0107,COVINGTON-VEEDERSBURG PUBLIC LIBRARY,Town,"6,654","50,655",32,"7,814","42,841",0
IN0108,KINGMAN-MILLCREEK PUBLIC LIBRARY,Rural,"1,385","4,582",24,904,"3,678",306
IN0109,CRAWFORDSVILLE DISTRICT PUBLIC LIBRARY,Town,"25,087","134,624",30,"37,025","97,599","57,085"
IN0110,WAVELAND-BROWN TOWNSHIP PUBLIC LIBRARY,Rural,"1,617","8,392",44,"1,059","7,333",79
IN0111,LINDEN CARNEGIE PUBLIC LIBRARY,Rural,"1,192","8,679",36,"1,358","7,321",4
IN0112,DARLINGTON PUBLIC LIBRARY,Rural,"2,141","15,802",54,0,"15,802",0
IN0113,LADOGA-CLARK TOWNSHIP PUBLIC LIBRARY,Rural,"1,841","12,187",63,796,"11,391",1
IN0114,WEST LAFAYETTE PUBLIC LIBRARY,City,"44,595","213,139",46,"51,091","162,048","1,076"
IN0115,TIPPECANOE COUNTY PUBLIC LIBRARY,City,"142,059","1,645,472",46,"386,842","1,258,630",464
IN0116,WEST LEBANON-PIKE TOWNSHIP PUBLIC LIBRARY,Rural,"3,619","5,387",25,621,"4,766",0
IN0117,WILLIAMSPORT-WASHINGTON TOWNSHIP PUBLIC LIBRARY,Town,"4,464","18,279",17,"4,081","14,198",0
IN0118,WOLCOTT COMMUNITY PUBLIC LIBRARY,Rural,"2,134","13,685",65,"1,686","11,999",0
IN0119,BROOKSTON-PRAIRIE TOWNSHIP PUBLIC LIBRARY,Rural,"3,907","21,162",58,"3,024","18,138",4
IN0120,MONON TOWN & TOWNSHIP PUBLIC LIBRARY,Rural,"6,538","10,191",20,"1,976","8,215",324
IN0121,MONTICELLO-UNION TOWNSHIP PUBLIC LIBRARY,Town,"14,392","62,941",34,"15,120","47,821",117
IN0122,ROYAL CENTER-BOONE TOWNSHIP PUBLIC LIBRARY,Rural,"1,988","5,976",39,802,"5,174",0
IN0123,LOGANSPORT-CASS COUNTY PUBLIC LIBRARY,Town,"34,161","186,838",34,"20,083","166,755",0
IN0124,WALTON & TIPTON TOWNSHIP PUBLIC LIBRARY,Rural,"2,304","20,497",46,"3,210","17,287",2
IN0125,KEWANNA-UNION TOWNSHIP PUBLIC LIBRARY,Rural,"1,385","10,548",35,"1,198","9,350","1,043"
IN0126,FULTON COUNTY PUBLIC LIBRARY,Town,"16,149","178,223",30,"20,880","157,343","5,181"
IN0127,AKRON CARNEGIE PUBLIC LIBRARY,Rural,"3,072","29,826",56,"2,964","26,862",75
IN0128,KOKOMO-HOWARD COUNTY PUBLIC LIBRARY,City,"77,304","579,912",39,"82,269","497,643","20,590"
IN0129,GREENTOWN & EASTERN HOWARD SCHOOL PUBLIC LIBRARY,Town,"6,354","80,477",65,"7,610","72,867",491
IN0130,PERU PUBLIC LIBRARY,Town,"11,073","48,220",36,"7,374","40,846",205
IN0131,CONVERSE-JACKSON TOWNSHIP PUBLIC LIBRARY,Rural,"4,739","15,402",49,0,"15,402",
IN0131,CONVERSE-JACKSON TOWNSHIP PUBLIC LIBRARY,Rural,"4,739",,,,,-1
IN0132,TIPTON COUNTY PUBLIC LIBRARY,Town,"15,359","130,051",34,"5,074","124,977",896
IN0133,ROANN-PAW PAW TOWNSHIP PUBLIC LIBRARY,Rural,"1,542","2,096",25,0,"2,096",11
IN0134,NORTH MANCHESTER PUBLIC LIBRARY,Town,"5,277","89,400",40,"15,178","74,222","1,039"
IN0135,WABASH CARNEGIE PUBLIC LIBRARY,Town,"10,440","110,404",41,"26,683","83,721","1,112"
IN0136,HARTFORD CITY PUBLIC LIBRARY,Town,"9,614","39,352",38,"5,748","33,604",149
IN0137,MONTPELIER-HARRISON TOWNSHIP PUBLIC LIBRARY,Rural,"2,353","6,287",31,774,"5,513",0
IN0138,MUNCIE-CENTER TOWNSHIP PUBLIC LIBRARY,City,"64,943","382,954",36,"83,946","299,008",677
IN0139,FAYETTE COUNTY PUBLIC LIBRARY,Town,"23,398","104,343",45,"13,301","91,042","3,044"
IN0140,FRANKLIN COUNTY PUBLIC LIBRARY DISTRICT,Rural,"10,596","67,323",41,"14,089","53,234",125
IN0141,SWAYZEE PUBLIC LIBRARY,Rural,"1,692","18,015",53,"1,827","16,188",647
IN0142,MARION PUBLIC LIBRARY,Town,"27,980","178,288",35,"34,788","143,500",960
IN0143,GAS CITY-MILL TOWNSHIP PUBLIC LIBRARY,Town,"8,981","32,775",30,"11,127","21,648",81
IN0144,JONESBORO PUBLIC LIBRARY,Town,"1,516","1,471",18,0,"1,471",0
IN0145,FAIRMOUNT PUBLIC LIBRARY,Town,"3,986","5,494",3,0,"5,494",682
IN0146,VAN BUREN PUBLIC LIBRARY,Rural,"1,836","5,979",24,935,"5,044",27
IN0147,BARTON REES POGUE MEMORIAL PUBLIC LIBRARY,Town,"6,837","46,948",59,"8,472","38,476",484
IN0148,MATTHEWS PUBLIC LIBRARY,Rural,"1,963","1,032",12,0,"1,032",0
IN0149,MIDDLETOWN FALL CREEK TOWNSHIP PUBLIC LIBRARY,Town,"4,665","34,230",44,"4,876","29,354",45
IN0150,NEW CASTLE-HENRY COUNTY PUBLIC LIBRARY,Town,"39,935","198,025",39,"29,546","168,479","1,120"
IN0151,SPICELAND TOWN-TOWNSHIP PUBLIC LIBRARY,Rural,"2,184","1,462",29,42,"1,420",120
IN0152,KNIGHTSTOWN PUBLIC LIBRARY,Town,"2,140","8,393",35,"1,212","7,181",54
IN0153,DUNKIRK PUBLIC LIBRARY,Town,"2,164","5,595",28,763,"4,832",6
IN0154,PENN TOWNSHIP PUBLIC LIBRARY,Rural,"1,133","2,502",35,0,"2,502",10
IN0155,JAY COUNTY PUBLIC LIBRARY,Town,"17,124","139,524",39,"12,696","126,828",900
IN0156,NORTH MADISON COUNTY PUBLIC LIBRARY SYSTEM,Town,"18,930","95,433",18,"10,716","84,717",742
IN0157,ALEXANDRIA-MONROE PUBLIC LIBRARY,Suburban,"8,777","80,480",22,"10,998","69,482",0
IN0158,ANDERSON PUBLIC LIBRARY,City,"69,871","424,996",20,"94,991","330,005","5,484"
IN0159,PENDLETON COMMUNITY PUBLIC LIBRARY,Suburban,"26,748","174,614",48,"36,536","138,078","53,638"
IN0160,FARMLAND PUBLIC LIBRARY,Rural,"6,304","5,272",34,0,"5,272",0
IN0161,WINCHESTER COMMUNITY PUBLIC LIBRARY,Town,"8,191","43,070",33,"6,627","36,443",40
IN0162,WASHINGTON TOWNSHIP PUBLIC LIBRARY,Rural,"4,954","8,188",44,828,"7,360",0
IN0163,RIDGEVILLE PUBLIC LIBRARY,Rural,"1,124","2,536",21,0,"2,536",0
IN0164,UNION CITY PUBLIC LIBRARY,Town,"4,012","6,189",26,"2,250","3,939",1
IN0165,HENRY HENLEY PUBLIC LIBRARY,Rural,"2,035","3,368",31,"1,303","2,065",0
IN0166,RUSHVILLE PUBLIC LIBRARY,Town,"13,890","23,109",41,"3,318","19,791",174
IN0167,UNION COUNTY PUBLIC LIBRARY,Rural,"7,087","33,467",42,"5,206","28,261","1,777"
IN0168,HAGERSTOWN-JEFFERSON TOWNSHIP PUBLIC LIBRARY,Rural,"3,207","37,838",54,"3,793","34,045",621
IN0169,DUBLIN PUBLIC LIBRARY,Town,679,664,34,177,487,0
IN0170,CAMBRIDGE CITY PUBLIC LIBRARY,Town,"5,025","22,862",33,"3,990","18,872",18
IN0171,MORRISSON-REEVES LIBRARY,Town,"50,318","236,785",27,"58,735","178,050","1,820"
IN0172,CENTERVILLE-CENTER TOWNSHIP PUBLIC LIBRARY,Town,"7,324","22,612",44,"3,936","18,676",179
IN0173,BRAZIL PUBLIC LIBRARY,Suburban,"8,604","24,764",32,"4,495","20,269",240
IN0174,JASONVILLE PUBLIC LIBRARY,Rural,"4,923","7,822",29,0,"7,822",0
IN0175,LINTON PUBLIC LIBRARY,Town,"8,158","28,613",42,"3,739","24,874",3
IN0176,WORTHINGTON JEFFERSON TOWNSHIP PUBLIC LIBRARY,Rural,"1,959","15,489",19,"2,414","13,075",0
IN0177,BLOOMFIELD-EASTERN GREENE COUNTY PUBLIC LIBRARY,Town,"13,835","74,550",42,"17,969","56,581",656
IN0178,BEDFORD PUBLIC LIBRARY,Town,"33,833","240,929",30,"102,627","138,302",298
IN0179,MITCHELL COMMUNITY PUBLIC LIBRARY,Town,"11,178","46,894",33,"7,933","38,961",847
IN0180,MONROE COUNTY PUBLIC LIBRARY,City,"139,718","1,973,339",30,"521,516","1,451,823","2,720"
IN0181,OWEN COUNTY PUBLIC LIBRARY,Rural,"21,321","84,485",36,"17,667","66,818",51
IN0182,MONTEZUMA PUBLIC LIBRARY,Rural,"1,292","9,360",25,0,"9,360",30
IN0183,PARKE COUNTY PUBLIC LIBRARY,Town,"15,115","22,356",24,"8,550","13,806",8
IN0184,PUTNAM COUNTY PUBLIC LIBRARY,Town,"35,117","140,654",40,"33,943","106,711",593
IN0185,ROACHDALE-FRANKLIN TOWNSHIP PUBLIC LIBRARY,Rural,"1,609","9,400",47,"1,401","7,999",0
IN0186,SULLIVAN COUNTY PUBLIC LIBRARY,Town,"20,817","41,821",29,"9,697","32,124",485
IN0187,VERMILLION COUNTY PUBLIC LIBRARY,Rural,"6,555","13,603",44,"3,135","10,468",18
IN0188,CLINTON PUBLIC LIBRARY,Town,"8,884","52,976",30,"15,514","37,462",422
IN0189,VIGO COUNTY PUBLIC LIBRARY,City,"106,153","425,753",28,"112,894","312,859","7,916"
IN0190,THORNTOWN PUBLIC LIBRARY,Rural,"5,962","43,490",51,"6,536","36,954",781
IN0191,LEBANON PUBLIC LIBRARY,Town,"25,311","194,275",47,"21,707","172,568",534
IN0193,SHERIDAN PUBLIC LIBRARY,Rural,"5,218","32,775",41,"7,881","24,894",314
IN0194,WESTFIELD-WASHINGTON PUBLIC LIBRARY,Suburban,"49,262","441,169",49,"117,757","323,412","1,308"
IN0195,CARMEL CLAY PUBLIC LIBRARY,City,"99,093","1,632,563",45,"415,041","1,217,522","7,149"
IN0196,HAMILTON NORTH PUBLIC LIBRARY,Suburban,"10,863","89,199",39,"20,018","69,181","1,573"
IN0197,HAMILTON EAST PUBLIC LIBRARY,Suburban,"180,617","2,254,173",45,"517,615","1,736,558","10,558"
IN0198,FORTVILLE-VERNON TOWNSHIP PUBLIC LIBRARY,Suburban,"15,615","72,050",42,"18,319","53,731",76
IN0199,HANCOCK COUNTY PUBLIC LIBRARY,Suburban,"64,225","823,825",43,"218,322","605,503","39,137"
IN0200,COATESVILLE-CLAY TOWNSHIP PUBLIC LIBRARY,Rural,"2,341","10,138",47,"2,283","7,855",1
IN0201,BROWNSBURG PUBLIC LIBRARY,Suburban,"49,089","502,073",52,"84,511","417,562",394
IN0202,DANVILLE-CENTER TOWNSHIP PUBLIC LIBRARY,Suburban,"14,661","98,879",52,"15,411","83,468",555
IN0203,CLAYTON-LIBERTY TOWNSHIP PUBLIC LIBRARY,Rural,"6,055","21,946",57,"5,431","16,515",54
IN0204,AVON-WASHINGTON TOWNSHIP PUBLIC LIBRARY,Suburban,"57,176","219,915",49,"32,190","187,725",72
IN0205,PLAINFIELD-GUILFORD TOWNSHIP PUBLIC LIBRARY,Suburban,"33,797","332,557",30,"99,809","232,748","7,302"
IN0206,GREENWOOD PUBLIC LIBRARY,Suburban,"33,151","302,516",49,"54,320","248,196","5,721"
IN0207,JOHNSON COUNTY PUBLIC LIBRARY,Suburban,"124,714","1,145,971",50,"211,162","934,809","16,657"
IN0208,EDINBURGH WRIGHT-HAGEMAN PUBLIC LIBRARY,Suburban,"4,079","14,831",16,0,"14,831",0
IN0209,SPEEDWAY PUBLIC LIBRARY,Suburban,"13,952","53,952",24,"12,125","41,827","28,621"
IN0210,INDIANAPOLIS PUBLIC LIBRARY,City,"963,251","6,930,303",34,"2,154,488","4,775,815","34,933"
