FSCS Key,Library Name,Locale,Suppression Note,Service Area Population,Local Revenue ($),State Revenue ($),Federal Revenue ($),Other Revenue ($),Total Revenue ($)
NJ0207,KEYPORT FREE PUBLIC LIBRARY,Suburban,,"7,204","295,470","4,123",0,"1,472","301,065"
NJ0208,LITTLE SILVER PUBLIC LIBRARY,Suburban,,"6,131","279,271","1,050",0,0,"280,321"
NJ0209,LONG BRANCH FREE PUBLIC LIBRARY,Suburban,,"31,667","2,051,187","16,858",0,"13,776","2,081,821"
NJ0210,MANASQUAN PUBLIC LIBRARY,Suburban,,"5,938","234,259","3,155",0,"25,609","263,023"
NJ0211,MIDDLETOWN TOWNSHIP PUBLIC LIBRARY,Suburban,,"67,106","4,453,016","34,555",0,"375,997","4,863,568"
NJ0212,MONMOUTH BEACH PUBLIC LIBRARY,Suburban,,"3,174","143,129","2,744",0,"21,931","167,804"
NJ0213,NEPTUNE TOWNSHIP PUBLIC LIBRARY,Suburban,,"28,061","1,664,859","14,449",0,"11,848","1,691,156"
NJ0215,RED BANK PUBLIC LIBRARY,Suburban,,"12,936","980,731","6,661","187,382","6,406","1,181,180"
NJ0216,OCEANIC FREE LIBRARY,Suburban,,"7,343","78,390",200,0,"16,292","94,882"
NJ0217,SPRING LAKE PUBLIC LIBRARY,Suburban,,"2,789","1,710,247","3,399",0,"4,093","1,717,739"
NJ0218,TINTON FALLS PUBLIC LIBRARY,Suburban,,"19,181","1,041,309","21,583",0,"48,747","1,111,639"
NJ0219,UNION BEACH MEMORIAL LIBRARY,Suburban,,"5,723","225,777","3,155",0,"25,609","254,541"
NJ0221,MORRIS COUNTY LIBRARY,Suburban,,"509,285","6,967,777",0,0,0,"6,967,777"
NJ0222,BOONTON HOLMES PUBLIC LIBRARY,Suburban,,"8,815","454,051","4,539","10,000","7,858","476,448"
NJ0223,BUTLER PUBLIC LIBRARY,Suburban,,"8,047","369,065","4,144",0,"16,424","389,633"
NJ0224,CHATHAMS JOINT FREE PUBLIC LIBRARY,Suburban,,"20,195","2,178,553","10,399",0,"25,508","2,214,460"
NJ0225,CHESTER LIBRARY,Suburban,,"9,394","766,900","4,838",0,"25,391","797,129"
NJ0226,DENVILLE FREE PUBLIC LIBRARY,Suburban,,"17,107","1,312,215","43,176",0,"10,000","1,365,391"
NJ0227,DOVER FREE PUBLIC LIBRARY,Suburban,,"18,460","508,894","9,056",0,"10,000","527,950"
NJ0228,EAST HANOVER TOWNSHIP FREE PUBLIC LIBRARY,Suburban,,"11,105","1,138,077","4,836",0,"22,899","1,165,812"
NJ0229,FLORHAM PARK FREE PUBLIC LIBRARY,Suburban,,"12,585","1,242,626","6,480","33,317","7,000","1,289,423"
NJ0230,WHIPPANONG LIBRARY/HANOVER TOWNSHIP,Suburban,,"14,677","621,946","6,046",0,"25,096","653,088"
NJ0231,JEFFERSON TOWNSHIP PUBLIC LIBRARY,Rural,,"20,538","998,679","11,697",0,"12,019","1,022,395"
NJ0232,KINNELON PUBLIC LIBRARY,Suburban,,"9,966","727,258","5,132",0,"45,628","778,018"
NJ0233,LINCOLN PARK PUBLIC LIBRARY,Suburban,,"10,915","514,764","5,620",0,"1,329","521,713"
NJ0234,MADISON PUBLIC LIBRARY,Suburban,,"16,937","1,774,649","10,466",0,"340,942","2,126,057"
NJ0235,MENDHAM FREE PUBLIC LIBRARY,Suburban,,"4,981","222,920","2,052",0,"79,893","304,865"
NJ0236,MENDHAM TOWNSHIP LIBRARY,Suburban,,"6,016","228,500","1,859","3,203","98,473","332,035"
NJ0237,MONTVILLE TOWNSHIP PUBLIC LIBRARY,Suburban,,"22,450","1,718,034","11,560",0,"55,223","1,784,817"
NJ0238,MORRISTOWN-MORRIS TWP JOINT PUBLIC LIBRARY,Suburban,,"43,154","2,914,596","21,932",0,"254,264","3,190,792"
NJ0239,MORRIS PLAINS LIBRARY,Suburban,,"6,153","125,000","1,267",0,"11,388","137,655"
NJ0240,MOUNTAIN LAKES FREE PUBLIC LIBRARY,Suburban,,"4,472","312,051","2,303",0,"64,081","378,435"
NJ0241,MOUNT ARLINGTON PUBLIC LIBRARY,Suburban,,"5,909","294,854","3,043",0,"1,990","299,887"
NJ0242,MOUNT OLIVE PUBLIC LIBRARY,Suburban,,"28,886","1,217,530","14,874",0,"22,684","1,255,088"
NJ0243,PARSIPPANY-TROY HILLS PUBLIC LIBRARY,Suburban,,"56,162","3,339,030","28,919",0,"144,909","3,512,858"
NJ0244,LONG HILL TOWNSHIP FREE PUBLIC LIBRARY,Suburban,,"8,629","661,939","4,443","9,000","32,716","708,098"
NJ0245,PEQUANNOCK TOWNSHIP PUBLIC LIBRARY,Suburban,,"15,571","998,553","8,018","13,046","16,288","1,035,905"
NJ0246,RANDOLPH TOWNSHIP FREE PUBLIC LIBRARY,Suburban,,"26,504","1,532,568","13,648",0,"8,004","1,554,220"
NJ0247,ROCKAWAY BOROUGH FREE PUBLIC LIBRARY,Suburban,,"6,598","286,420","3,397","4,741","1,350","295,908"
NJ0248,ROCKAWAY TOWNSHIP FREE PUBLIC LIBRARY,Suburban,,"25,341","1,608,639","13,049",0,"17,312","1,639,000"
NJ0249,ROXBURY PUBLIC LIBRARY,Suburban,,"22,950","1,295,476","11,818","22,646","174,656","1,504,596"
NJ0250,WASHINGTON TWP PUBLIC LIBRARY/MORRIS,Suburban,,"18,197","997,754","9,370",0,"9,167","1,016,291"
NJ0251,WHARTON PUBLIC LIBRARY,Suburban,,"7,241","319,876","2,628",0,"2,324","324,828"
NJ0252,OCEAN COUNTY LIBRARY,Suburban,,"636,202","37,665,908","327,598",0,"568,633","38,562,139"
NJ0253,BEACH HAVEN FREE PUBLIC LIBRARY,Suburban,,"1,027","63,375","1,434",0,"14,591","79,400"
NJ0255,BLOOMINGDALE FREE PUBLIC LIBRARY,Suburban,,"7,777","322,102","4,005",0,"13,111","339,218"
NJ0256,CLIFTON PUBLIC LIBRARY,Suburban,,"90,296","3,777,047","46,172",0,"56,292","3,879,511"
NJ0257,HALEDON FREE PUBLIC LIBRARY,Suburban,,"9,052","411,824","5,290",0,"31,347","448,461"
NJ0258,LOUIS BAY 2ND LIBRARY,Suburban,,"19,637","1,455,611","12,375",0,"16,816","1,484,802"
NJ0259,LITTLE FALLS PUBLIC LIBRARY,Suburban,,"13,360","601,763","7,920","10,762","8,130","628,575"
