FSCS Key,Library Name,Locale,Suppression Note,Service Area Population,Local Revenue ($),State Revenue ($),Federal Revenue ($),Other Revenue ($),Total Revenue ($)
GA0051,BARTRAM TRAIL REGIONAL LIBRARY SYSTEM,Town,,"32,510","367,070","377,701","6,534","45,836","797,141"
GA0052,OHOOPEE REGIONAL LIBRARY SYSTEM,Town,,"76,920","320,793","564,473","13,776","46,681","945,723"
GA0053,OKEFENOKEE REGIONAL LIBRARY SYSTEM,Town,,"92,010","589,433","713,633","8,525","75,840","1,387,431"
GA0054,HENRY COUNTY LIBRARY SYSTEM,Suburban,,"248,293","2,733,154","530,052","15,625","78,965","3,357,796"
GA0056,LEE COUNTY PUBLIC LIBRARY,Rural,,"30,724","831,324","169,492",0,"43,082","1,043,898"
GA0058,FORSYTH COUNTY PUBLIC LIBRARY,Suburban,,"264,936","7,586,646","1,072,085","42,146","346,857","9,047,734"
GA0060,HALL COUNTY LIBRARY SYSTEM,City,,"212,019","2,870,947","519,749","12,858","413,066","3,816,620"
GA0063,COWETA COUNTY PUBLIC LIBRARY SYSTEM,Rural,,"155,642","2,337,223","423,449",0,"18,780","2,779,452"
GA0064,CATOOSA COUNTY LIBRARY,Suburban,,"68,888","555,075","212,451",0,"29,833","797,359"
GA0065,WORTH COUNTY LIBRARY SYSTEM,Town,,"20,051","169,588","135,073","8,691","39,607","352,959"
GA0066,GREATER CLARKS HILL REGIONAL LIBRARY,Suburban,,"200,636","2,996,051","742,926","16,255","67,626","3,822,858"
GA0067,MARSHES OF GLYNN LIBRARIES,City,,"86,030","755,509","261,348","41,609","181,244","1,239,710"
GU0001,GUAM PUBLIC LIBRARY SYSTEM,Town,,"171,774","1,206,659",0,0,0,"1,206,659"
HI0001,HAWAII STATE PUBLIC LIBRARY SYSTEM,City,,"1,440,196",0,"34,867,526","1,455,377","1,801,094","38,123,997"
IA0002,OTTUMWA PUBLIC LIBRARY,Town,,"30,376","668,869","12,273","5,000","201,965","888,107"
IA0003,AGENCY PUBLIC LIBRARY,Rural,,793,"12,810","1,395",0,14,"14,219"
IA0004,CARNEGIE-EVANS PUBLIC LIBRARY,Town,,"7,576","111,939","1,806",0,"43,597","157,342"
IA0005,ALLERTON PUBLIC LIBRARY,Rural,,430,"21,008",967,0,"1,000","22,975"
IA0006,BLOOMFIELD PUBLIC LIBRARY,Rural,,"9,110","145,582","1,369",0,"7,132","154,083"
IA0007,DRAKE PUBLIC LIBRARY,Town,,"9,666","257,723","3,420",0,"2,178","263,321"
IA0008,CHARITON FREE PUBLIC LIBRARY,Town,,"8,252","189,063","2,610",0,"8,479","200,152"
IA0009,KARL MILES LECOMPTE MEMORIAL LIBRARY,Rural,,"2,546","29,677","2,426",0,"15,593","47,696"
IA0010,MATILDA J. GIBSON MEMORIAL LIBRARY,Town,,"12,144","208,952","7,323",0,"4,251","220,526"
IA0011,ELDON PUBLIC LIBRARY,Rural,,"1,094","42,483","1,691",0,"1,951","46,125"
IA0012,FAIRFIELD PUBLIC LIBRARY,Town,,"15,233","396,235","6,533",0,"121,301","524,069"
IA0013,GARDEN GROVE PUBLIC LIBRARY,Rural,,174,"8,501",967,0,"1,000","10,468"
IA0014,HEDRICK PUBLIC LIBRARY,Rural,,900,"24,922",847,0,"2,800","28,569"
IA0015,HUMESTON PUBLIC LIBRARY,Rural,,704,"20,088","1,432",0,"11,016","32,536"
IA0016,WILSON MEMORIAL LIBRARY,Rural,,"1,450","49,332","1,948",0,"4,679","55,959"
IA0017,LAMONI PUBLIC LIBRARY,Rural,,"3,796","92,119","2,383",0,"8,215","102,717"
IA0018,LEON PUBLIC LIBRARY,Rural,,"2,947","68,645","1,579",0,"11,822","82,046"
IA0019,MORAVIA PUBLIC LIBRARY,Rural,,"1,206","26,220","1,664",0,0,"27,884"
IA0020,GARRETT MEMORIAL LIBRARY,Rural,,687,"17,975","1,309",326,"3,490","23,100"
IA0021,MOUNT AYR PUBLIC LIBRARY,Rural,,"3,770","177,596","2,332",0,"6,454","186,382"
IA0023,OSCEOLA PUBLIC LIBRARY,Town,,"8,918","198,930","3,576",0,"1,525","204,031"
IA0024,OSKALOOSA PUBLIC LIBRARY,Town,,"20,369","593,915","7,614",0,0,"601,529"
IA0025,RICHLAND PUBLIC LIBRARY,Rural,,"1,919","31,363","2,715",0,"6,470","40,548"
IA0026,SEYMOUR COMMUNITY LIBRARY,Rural,,"2,907","15,238",56,0,"2,874","18,168"
IA0027,DES MOINES PUBLIC LIBRARY,City,,"222,868","9,623,486","113,667","22,763","433,781","10,193,697"
IA0028,ROY R. ESTLE MEMORIAL LIBRARY,Rural,,"2,555","150,739","1,905",0,249,"152,893"
IA0029,DEXTER PUBLIC LIBRARY,Rural,,"1,305","40,626","1,788",0,68,"42,482"
IA0030,GRANGER PUBLIC LIBRARY,Rural,,"2,386","177,356","2,813","1,000",0,"181,169"
IA0031,LINDEN PUBLIC LIBRARY,Rural,,268,"22,090",604,0,"1,265","23,959"
IA0032,MINBURN PUBLIC LIBRARY,Rural,,418,"37,000","1,192",0,"3,800","41,992"
IA0033,PERRY PUBLIC LIBRARY,Town,,"9,326","549,335","5,101",0,"73,105","627,541"
IA0035,VAN METER PUBLIC LIBRARY,Rural,,"1,769","54,513","1,552",0,"3,880","59,945"
IA0036,WAUKEE PUBLIC LIBRARY,Suburban,,"24,676","1,148,568","30,402",0,"5,270","1,184,240"
IA0037,WOODWARD PUBLIC LIBRARY,Rural,,"1,709","145,433","1,688","5,000","23,439","175,560"
IA0038,EARLHAM PUBLIC LIBRARY,Rural,,"1,962","104,794","4,502",0,"8,407","117,703"
IA0039,TRURO PUBLIC LIBRARY,Rural,,625,"22,682","1,502",0,"1,299","25,483"
IA0040,WINTERSET PUBLIC LIBRARY,Town,,"12,824","474,808","4,252","5,000","51,407","535,467"
IA0041,AMES PUBLIC LIBRARY,City,,"73,022","4,483,334","65,592",0,"239,342","4,788,268"
IA0042,CAMBRIDGE MEMORIAL LIBRARY,Town,,"1,727","45,535","1,344",0,331,"47,210"
IA0043,COLLINS PUBLIC LIBRARY,Rural,,570,"28,658","1,276",0,909,"30,843"
IA0044,ADEL PUBLIC LIBRARY,Town,,"10,337","347,559","7,333","4,451","13,035","372,378"
IA0045,COLO PUBLIC LIBRARY,Rural,,"1,177","78,531","1,830",0,"32,088","112,449"
IA0046,MAXWELL PUBLIC LIBRARY,Rural,,"1,016","30,787","2,293",0,780,"33,860"
IA0047,NEVADA PUBLIC LIBRARY,Town,,"7,587","435,529","1,295","12,817","10,062","459,703"
IA0048,BERTHA BARTLETT PUBLIC LIBRARY,Town,,"5,005","222,674","7,852",0,"7,674","238,200"
IA0049,ROLAND PUBLIC LIBRARY,Rural,,"1,565","90,049","2,726","5,000","2,113","99,888"
IA0050,ZEARING PUBLIC LIBRARY,Rural,,562,"48,000","1,193",0,"1,953","51,146"
IA0051,SLATER PUBLIC LIBRARY,Rural,,"2,814","187,527","6,383",0,"10,658","204,568"
IA0052,IOWA CITY PUBLIC LIBRARY,City,,"90,234","6,471,504","58,765","9,430","246,562","6,786,261"
IA0053,CORALVILLE PUBLIC LIBRARY,Suburban,,"27,074","2,198,644","47,899",0,"32,752","2,279,295"
IA0054,OXFORD PUBLIC LIBRARY,Rural,,751,"24,400","1,352",0,450,"26,202"
IA0055,SOLON PUBLIC LIBRARY,Rural,,"7,601","348,892","5,410","5,000","19,556","378,858"
IA0056,MARENGO PUBLIC LIBRARY,Rural,,"3,430","132,112","2,184",0,"9,903","144,199"
IA0057,NORTH ENGLISH PUBLIC LIBRARY,Rural,,"1,913","60,292","1,544",0,319,"62,155"
IA0059,WILLIAMSBURG PUBLIC LIBRARY,Town,,"8,510","313,552","3,055",0,"3,352","319,959"
IA0060,BROOKLYN PUBLIC LIBRARY,Rural,,"2,623","69,924",766,0,"8,239","78,929"
IA0061,DRAKE COMMUNITY LIBRARY,Town,,"13,389","586,248","4,994","1,020","26,968","619,230"
IA0062,MONTEZUMA PUBLIC LIBRARY,Rural,,"3,171","159,619","1,345",0,"9,125","170,089"
IA0063,COGGON PUBLIC LIBRARY,Rural,,"1,624","38,246",0,0,0,"38,246"
IA0064,KALONA PUBLIC LIBRARY,Rural,,"7,762","267,808","6,686","3,467","5,967","283,928"
IA0065,WASHINGTON FREE PUBLIC LIBRARY,Town,,"11,233","569,851","4,273",0,"27,892","602,016"
IA0066,WELLMAN-SCOFIELD PUBLIC LIBRARY,Rural,,"2,450","130,081","5,108",0,9,"135,198"
IA0067,COLUMBUS JUNCTION PUBLIC LIBRARY,Rural,,"4,063","109,110","2,762",0,"23,800","135,672"
IA0068,LETTS PUBLIC LIBRARY,Rural,,"1,001","21,804","1,560",0,"5,837","29,201"
IA0069,MELLINGER MEMORIAL PUBLIC LIBRARY,Rural,,"1,081","42,835","1,772",0,405,"45,012"
IA0070,KECK MEMORIAL LIBRARY,Rural,,"5,044","128,804","2,068",0,"8,403","139,275"
IA0071,MUSSER PUBLIC LIBRARY,Town,,"33,189","1,242,800","25,747",0,"15,173","1,283,720"
IA0072,WEST LIBERTY PUBLIC LIBRARY,Town,,"5,203","319,722","2,116","10,000","24,530","356,368"
IA0073,SWALEDALE PUBLIC LIBRARY,Rural,,209,"12,184","1,236","4,838",265,"18,523"
IA0074,COLESBURG PUBLIC LIBRARY,Rural,,"1,664","39,550","2,905",0,0,"42,455"
IA0075,NORTH LIBERTY COMMUNITY LIBRARY,Suburban,,"21,746","1,442,653","11,005",0,"44,533","1,498,191"
IA0076,MASON CITY PUBLIC LIBRARY,Town,,"28,859","1,231,426","8,693",0,"20,000","1,260,119"
IA0077,CLEAR LAKE PUBLIC LIBRARY,Town,,"10,521","552,661","10,333","4,500","13,985","581,479"
IA0078,MESERVEY PUBLIC LIBRARY,Rural,,243,"26,560",545,0,"9,099","36,204"
IA0079,ROCKWELL PUBLIC LIBRARY,Rural,,"1,133","51,500","1,422",0,0,"52,922"
IA0080,THORNTON PUBLIC LIBRARY,Rural,,565,"41,259",689,0,14,"41,962"
IA0081,ACKLEY PUBLIC LIBRARY,Rural,,"1,996","68,396","2,099",0,"5,655","76,150"
IA0082,ALEXANDER PUBLIC LIBRARY,Rural,,206,"27,492","1,686",0,"2,619","31,797"
IA0083,DOWS COMMUNITY LIBRARY,Rural,,928,"35,398","1,596",0,"1,742","38,736"
IA0084,VENTURA PUBLIC LIBRARY,Town,,"1,069","68,873","1,990",0,"5,129","75,992"
IA0085,HAMPTON PUBLIC LIBRARY,Town,,"7,589","227,005","5,190",0,"50,202","282,397"
IA0086,SHEFFIELD PUBLIC LIBRARY,Rural,,"1,330","73,088","1,765",0,"4,089","78,942"
IA0087,ELLSWORTH PUBLIC LIBRARY,Rural,,632,"37,318","1,464",0,498,"39,280"
IA0088,MONTGOMERY MEMORIAL LIBRARY,Rural,,"2,065","90,866","1,766","4,275","8,239","105,146"
IA0089,STANHOPE PUBLIC LIBRARY,Rural,,396,"30,416","1,338",0,0,"31,754"
IA0090,STRATFORD PUBLIC LIBRARY,Rural,,"1,173","59,238","1,643",0,"3,798","64,679"
IA0091,KENDALL YOUNG LIBRARY,Town,,"10,158","56,342","7,278",0,"771,777","835,397"
IA0092,WILLIAMS PUBLIC LIBRARY,Rural,,"1,020","35,158","4,198",0,"2,771","42,127"
IA0093,BRITT PUBLIC LIBRARY,Rural,,"3,644","111,149","3,396",0,"4,441","118,986"
IA0094,CORWITH PUBLIC LIBRARY,Rural,,446,"25,046","1,504",0,"10,108","36,658"
IA0095,GARNER PUBLIC LIBRARY,Town,,"4,527","148,316","2,287",0,"32,891","183,494"
IA0096,KANAWHA PUBLIC LIBRARY,Rural,,690,"35,771","1,567",0,828,"38,166"
IA0097,KLEMME PUBLIC LIBRARY,Rural,,455,"51,524","1,345",0,0,"52,869"
IA0098,WODEN PUBLIC LIBRARY,Rural,,282,"21,611","1,346","2,108","3,486","28,551"
IA0099,DR. GRACE O. DOANE ALDEN PUBLIC LIBRARY,Rural,,"1,015","98,069","7,208","5,000","5,280","115,557"
IA0100,ELDORA PUBLIC LIBRARY,Rural,,"3,714","164,056","2,314",0,"3,371","169,741"
IA0101,HUBBARD PUBLIC LIBRARY,Rural,,"1,621","87,655","1,737",0,"12,551","101,943"
IA0102,BEAMAN COMMUNITY MEMORIAL LIBRARY,Rural,,190,"39,155","1,759",0,"8,525","49,439"
IA0103,ESTHERVILLE PUBLIC LIBRARY,Town,,"7,750","459,920","3,206",0,"11,931","475,057"
IA0104,RINGSTED PUBLIC LIBRARY,Rural,,637,"18,429","1,515",0,"2,715","22,659"
IA0106,GEORGE PUBLIC LIBRARY,Rural,,"1,822","75,078","1,685",0,"3,641","80,404"
IA0107,INWOOD PUBLIC LIBRARY,Rural,,"2,158","55,890","2,520",0,531,"58,941"
IA0108,LARCHWOOD PUBLIC LIBRARY,Rural,,"1,451","63,748","1,695",0,690,"66,133"
IA0109,LITTLE ROCK PUBLIC LIBRARY,Rural,,503,"25,331","1,509",0,"2,464","29,304"
IA0110,CHELSEA PUBLIC LIBRARY,Rural,,281,"25,695",828,0,0,"26,523"
IA0111,ROCK RAPIDS PUBLIC LIBRARY,Rural,,"4,444","166,011","1,174",0,"1,188","168,373"
IA0112,PAULLINA PUBLIC LIBRARY,Rural,,"1,274","60,181","1,534",0,"3,604","65,319"
IA0113,PRIMGHAR PUBLIC LIBRARY,Rural,,"1,192","47,849","1,432",0,"2,492","51,773"
IA0114,SANBORN PUBLIC LIBRARY,Rural,,"3,057","73,206","2,574",0,"4,495","80,275"
IA0115,GENERAL N.B. BAKER LIBRARY,Rural,,800,"43,541","1,386","4,591","1,790","51,308"
IA0116,ASHTON PUBLIC LIBRARY,Rural,,465,"34,000","1,449",0,"15,897","51,346"
IA0117,MELVIN PUBLIC LIBRARY,Rural,,199,"9,722",967,0,"1,000","11,689"
IA0118,OCHEYEDAN PUBLIC LIBRARY,Rural,,439,"44,593",703,0,"4,127","49,423"
IA0119,SIBLEY PUBLIC LIBRARY,Town,,"4,938","171,500","2,741",0,"1,941","176,182"
IA0120,EMMETSBURG PUBLIC LIBRARY,Town,,"4,920","298,785","3,231","5,000","3,833","310,849"
IA0122,MALLARD PUBLIC LIBRARY,Rural,,257,"29,519",0,0,257,"29,776"
IA0123,RUTHVEN PUBLIC LIBRARY,Rural,,781,"61,106","1,349",0,"9,020","71,475"
IA0124,AKRON PUBLIC LIBRARY,Rural,,"2,675","104,211","1,810",0,"8,547","114,568"
IA0125,KINGSLEY PUBLIC LIBRARY,Rural,,"2,962","86,250","1,152",0,452,"87,854"
IA0126,LE MARS PUBLIC LIBRARY,Town,,"13,939","556,367","6,363","5,000","36,341","604,071"
IA0127,BAGLEY PUBLIC LIBRARY,Rural,,560,"22,894","1,420","4,967","1,885","31,166"
IA0128,BENNY GAMBAIANI PUBLIC LIBRARY,Rural,,"1,543","94,637","1,954",0,0,"96,591"
IA0129,DIKE PUBLIC LIBRARY,Rural,,"2,217","96,901","2,205",0,"9,975","109,081"
IA0130,UPHAM MEMORIAL LIBRARY,Rural,,"1,839","81,446","2,218",0,"2,091","85,755"
IA0131,LAWLER PUBLIC LIBRARY,Rural,,696,"31,501","1,394",0,"1,080","33,975"
IA0132,NASHUA PUBLIC LIBRARY,Rural,,"1,996","95,804","2,648",0,"27,731","126,183"
IA0133,NEW HAMPTON PUBLIC LIBRARY,Town,,"6,257","195,593","4,366",0,"1,650","201,609"
IA0134,EDGEWOOD PUBLIC LIBRARY,Rural,,"2,613","91,071","1,785","5,000","3,233","101,089"
IA0135,ELKADER PUBLIC LIBRARY,Rural,,"3,022","162,722","2,116","5,000","5,354","175,192"
IA0136,GARNAVILLO PUBLIC LIBRARY,Rural,,"1,588","62,311","1,602",0,25,"63,938"
IA0137,GUTTENBERG PUBLIC LIBRARY,Rural,,"3,222","95,316","2,152",0,"9,816","107,284"
IA0139,MCGREGOR PUBLIC LIBRARY,Town,,"2,156","94,206","2,100",0,"11,878","108,184"
IA0140,MURPHY HELWIG LIBRARY,Rural,,"2,978","73,179","1,970","4,962","3,449","83,560"
IA0141,STRAWBERRY POINT PUBLIC LIBRARY,Rural,,"2,157","85,611","2,791",0,"2,542","90,944"
IA0142,VOLGA PUBLIC LIBRARY,Rural,,259,"10,535",940,"5,000",468,"16,943"
IA0143,DELHI PUBLIC LIBRARY,Rural,,"1,406","47,808","1,824",0,"1,080","50,712"
IA0144,RUTH SUCKOW MEMORIAL LIBRARY,Rural,,"1,849","27,670",961,0,"4,799","33,430"
IA0145,HOPKINTON PUBLIC LIBRARY,Rural,,"1,772","60,846","1,387",0,"1,145","63,378"
IA0146,MANCHESTER PUBLIC LIBRARY,Town,,"12,502","457,235","3,680","5,000","7,641","473,556"
IA0147,CARNEGIE-STOUT PUBLIC LIBRARY,City,,"60,309","3,824,755","37,481","5,000","78,466","3,945,702"
IA0148,DUBUQUE COUNTY LIBRARY,Suburban,,"32,079","962,101","21,457","4,001","22,020","1,009,579"
IA0149,NEW ALBIN PUBLIC LIBRARY,Rural,,432,"26,461",0,0,121,"26,582"
IA0150,ANKENY KIRKENDALL PUBLIC LIBRARY,Suburban,,"77,768","2,317,536","31,060","5,000","25,682","2,379,278"
IA0151,MITCHELLVILLE PUBLIC LIBRARY,Rural,,"2,514","103,295","3,328",0,"10,394","117,017"
IA0152,URBANDALE PUBLIC LIBRARY,Suburban,,"46,040","2,530,225","59,900",0,"64,243","2,654,368"
IA0153,WEST DES MOINES PUBLIC LIBRARY,City,,"69,178","3,776,915","76,836","28,045","47,210","3,929,006"
IA0154,ALTOONA PUBLIC LIBRARY,Suburban,,"24,355","1,102,681","19,754",0,"10,946","1,133,381"
IA0155,GRIMES PUBLIC LIBRARY,Suburban,,"16,755","771,063","15,777",0,"9,592","796,432"
IA0156,DE SOTO PUBLIC LIBRARY,Rural,,"1,473","95,258","3,330",0,"1,471","100,059"
IA0157,HUXLEY PUBLIC LIBRARY,Town,,"4,605","158,202","5,299","4,850","3,142","171,493"
IA0158,PLEASANT HILL PUBLIC LIBRARY,Suburban,,"11,615","791,925","10,744","4,638","5,834","813,141"
IA0159,NEWHALL PUBLIC LIBRARY,Rural,,"1,544","53,207","2,122",0,"1,683","57,012"
IA0160,MARSHALLTOWN PUBLIC LIBRARY,Town,,"33,514","1,245,974","14,805",0,"38,720","1,299,499"
IA0161,GUTEKUNST PUBLIC LIBRARY,Rural,,"2,804","18,897","1,901",0,"175,292","196,090"
IA0162,MELBOURNE PUBLIC LIBRARY,Rural,,"1,091","47,000","1,387","4,913",175,"53,475"
IA0163,GILMAN PUBLIC LIBRARY,Rural,,560,"17,050","1,246","4,000","5,635","27,931"
IA0165,NEWTON PUBLIC LIBRARY,Town,,"23,091","910,705","6,897","5,000","26,651","949,253"
IA0166,KNOXVILLE PUBLIC LIBRARY,Town,,"11,258","413,826","4,926",0,"29,319","448,071"
IA0167,PELLA PUBLIC LIBRARY,Town,,"17,745","752,357","18,861",0,"18,337","789,555"
IA0168,PALMER PUBLIC LIBRARY,Rural,,256,"21,242",497,0,0,"21,739"
IA0169,MERRILL PUBLIC LIBRARY,Rural,,"2,096","45,614","1,011",0,150,"46,775"
IA0170,REMSEN PUBLIC LIBRARY,Rural,,"3,897","77,375","2,332",0,"1,900","81,607"
IA0171,FONDA PUBLIC LIBRARY,Rural,,786,"48,330","1,881","1,532",0,"51,743"
IA0172,GILMORE CITY PUBLIC LIBRARY,Rural,,682,"51,759","1,335","5,000","2,215","60,309"
IA0173,HAVELOCK PUBLIC LIBRARY,Rural,,130,"16,475",0,0,"1,000","17,475"
IA0174,LAURENS PUBLIC LIBRARY,Rural,,"1,743","169,308","5,108",0,"30,136","204,552"
IA0175,POCAHONTAS PUBLIC LIBRARY,Rural,,"2,974","109,883","2,099",0,"14,268","126,250"
IA0176,ROLFE PUBLIC LIBRARY,Rural,,653,"27,833","1,307",0,533,"29,673"
IA0177,VARINA PUBLIC LIBRARY,Rural,,68,"3,322",967,0,"1,000","5,289"
IA0178,ALTON PUBLIC LIBRARY,Town,,"2,066","99,468","2,622",0,"2,809","104,899"
IA0179,BOYDEN PUBLIC LIBRARY,Rural,,915,"67,180","1,265",0,"1,729","70,174"
IA0180,HAWARDEN PUBLIC LIBRARY,Rural,,"3,398","223,466","2,852",0,"11,500","237,818"
IA0181,HULL PUBLIC LIBRARY,Rural,,"3,025","205,119","5,681",0,"3,280","214,080"
IA0182,ORANGE CITY PUBLIC LIBRARY,Town,,"7,533","480,539","8,603",0,"19,772","508,914"
IA0183,ROCK VALLEY PUBLIC LIBRARY,Town,,"5,547","223,160","7,386","3,799","7,522","241,867"
IA0184,SIOUX CENTER PUBLIC LIBRARY,Town,,"12,096","610,062","18,642",0,"37,481","666,185"
IA0185,SOMERS PUBLIC LIBRARY,Rural,,301,"23,000","1,333",0,"1,919","26,252"
IA0186,COON RAPIDS PUBLIC LIBRARY,Rural,,"1,904","99,854","2,741",0,"19,790","122,385"
IA0187,MANNING PUBLIC LIBRARY,Rural,,"1,623","58,697","1,415",0,0,"60,112"
IA0188,NEW VIRGINIA PUBLIC LIBRARY,Rural,,801,"20,860","1,334",0,"2,269","24,463"
IA0189,FIELD-CARNEGIE PUBLIC LIBRARY,Rural,,"1,193","36,064","1,618",0,"30,869","68,551"
IA0190,SAC CITY PUBLIC LIBRARY,Rural,,"2,587","108,388","1,962","5,000","18,023","133,373"
IA0191,IONIA COMMUNITY LIBRARY,Rural,,564,"29,816","1,460",0,"1,832","33,108"
IA0192,POLK CITY COMMUNITY LIBRARY,Town,,"6,325","333,489","3,605",0,"37,013","374,107"
IA0193,ERICSON PUBLIC LIBRARY,Town,,"19,221","464,031","8,948",0,"38,485","511,464"
IA0194,MADRID PUBLIC LIBRARY,Rural,,"3,822","151,406","2,489",0,"18,246","172,141"
IA0195,LEONARD A. GOOD COMMUNITY LIBRARY,Rural,,"3,395","100,739","2,428",0,"22,880","126,047"
IA0196,WAUCOMA PUBLIC LIBRARY,Rural,,229,"14,915",139,0,"3,207","18,261"
IA0197,MARTELLE COMMUNITY LIBRARY AND HISTORICAL MUSEUM,Rural,,329,"18,420",965,528,0,"19,913"
IA0198,ELY PUBLIC LIBRARY,Suburban,,"3,377","225,087","14,786",0,"4,572","244,445"
IA0200,ALBION MUNICIPAL LIBRARY,Rural,,479,"21,707","1,491",0,"16,922","40,120"
IA0201,LOWDEN PUBLIC LIBRARY,Rural,,"1,604","66,384","1,693",0,0,"68,077"
IA0202,KEOKUK PUBLIC LIBRARY,Town,,"10,718","629,401","6,778",0,232,"636,411"
IA0203,BIRMINGHAM PUBLIC LIBRARY,Rural,,367,"3,529",0,0,922,"4,451"
IA0204,BONAPARTE PUBLIC LIBRARY,Rural,,566,"23,628","1,055","5,000","2,120","31,803"
IA0205,FARMINGTON PUBLIC LIBRARY,Rural,,"2,001","15,199","1,490",0,"3,980","20,669"
IA0206,KEOSAUQUA PUBLIC LIBRARY,Rural,,"3,393","45,120","2,215",0,"6,934","54,269"
IA0207,MILTON PUBLIC LIBRARY,Rural,,380,"18,565",967,0,"1,000","20,532"
IA0208,STOCKPORT PUBLIC LIBRARY,Rural,,272,"13,289",967,0,"1,000","15,256"
IA0209,DONNELLSON PUBLIC LIBRARY,Rural,,"4,554","87,776","1,827",0,"13,016","102,619"
IA0210,BUSSEY COMMUNITY LIBRARY,Rural,,478,"11,995",566,0,"4,405","16,966"
IA0211,FORT MADISON PUBLIC LIBRARY,Town,,"13,904","412,025","2,098",0,"9,974","424,097"
IA0212,MONTROSE PUBLIC LIBRARY,Rural,,906,"34,971",0,0,"1,218","36,189"
IA0213,WEST POINT PUBLIC LIBRARY,Rural,,"3,472","93,719","1,903","2,700","8,186","106,508"
IA0214,HILLSBORO PUBLIC LIBRARY,Rural,,163,"8,431",0,0,"3,510","11,941"
IA0215,CANTRIL PUBLIC LIBRARY,Rural,,224,"10,944",967,0,"1,000","12,911"
IA0216,H.J. NUGEN PUBLIC LIBRARY,Rural,,"3,862","117,968",531,0,"46,203","164,702"
IA0217,CREW PUBLIC LIBRARY,Rural,,532,"18,520",0,"1,898","24,780","45,198"
IA0218,WINFIELD PUBLIC LIBRARY,Rural,,"2,835","93,351","2,028",0,"2,443","97,822"
IA0219,BURLINGTON PUBLIC LIBRARY,Town,,"34,231","1,487,147","17,560",0,"163,147","1,667,854"
IA0220,MEDIAPOLIS PUBLIC LIBRARY,Rural,,"3,752","139,779","14,514",0,"13,424","167,717"
IA0221,MOUNT PLEASANT PUBLIC LIBRARY,Town,,"13,541","356,485","6,968",0,"27,697","391,150"
IA0222,COULTER PUBLIC LIBRARY,Rural,,"1,046","26,736","1,321",0,"4,205","32,262"
IA0223,PIONEER HERITAGE LIBRARY,Rural,,"1,146","40,000","1,758",0,"5,814","47,572"
IA0224,THOMPSON PUBLIC LIBRARY,Rural,,564,"31,000","1,536",0,"1,679","34,215"
IA0225,SIOUX CITY PUBLIC LIBRARY,City,,"85,797","3,250,743","32,662","8,024","159,736","3,451,165"
IA0226,ELK HORN PUBLIC LIBRARY,Rural,,"1,006","61,241","3,506",0,0,"64,747"
IA0227,HAMANN MEMORIAL LIBRARY,Rural,,545,"30,685",382,0,200,"31,267"
IA0228,CORRECTIONVILLE PUBLIC LIBRARY,Rural,,766,"35,000","1,061",0,107,"36,168"
IA0229,WOODBURY COUNTY LIBRARY,Rural,,"12,004","245,779",72,0,"1,009","246,860"
IA0230,SLOAN PUBLIC LIBRARY,Rural,,"1,427","55,784","1,219","5,000","8,896","70,899"
IA0231,AUDUBON PUBLIC LIBRARY,Rural,,"3,577","83,902",39,0,"12,484","96,425"
IA0232,EARLY PUBLIC LIBRARY,Rural,,827,"27,111","1,329",589,"1,209","30,238"
IA0234,EXIRA PUBLIC LIBRARY,Rural,,"1,602","99,012",967,0,"22,219","122,198"
IA0235,LAKE VIEW PUBLIC LIBRARY,Rural,,"1,346","63,125","6,569",0,"5,426","75,120"
IA0236,NORWAY PUBLIC LIBRARY,Rural,,578,"22,577",0,0,166,"22,743"
IA0237,ARCHER PUBLIC LIBRARY,Rural,,117,"13,320",6,0,32,"13,358"
IA0238,WALL LAKE PUBLIC LIBRARY,Rural,,"1,773","50,908","1,852",0,"2,917","55,677"
IA0239,LEDYARD PUBLIC LIBRARY,Rural,,147,"18,598",59,0,131,"18,788"
IA0240,ROBERT W. BARLOW MEMORIAL LIBRARY,Town,,"6,768","287,587","2,869",0,"31,297","321,753"
IA0241,RADCLIFFE PUBLIC LIBRARY,Rural,,974,"61,790","6,377",0,"5,814","73,981"
IA0242,STEAMBOAT ROCK PUBLIC LIBRARY,Rural,,357,"27,273",769,0,951,"28,993"
IA0243,UNION PUBLIC LIBRARY,Rural,,"1,044","39,572","3,633",0,"17,872","61,077"
IA0244,BODE PUBLIC LIBRARY,Rural,,352,"30,523",25,0,0,"30,548"
IA0245,HUMBOLDT PUBLIC LIBRARY,Town,,"7,655","275,876","4,253","4,835","17,197","302,161"
IA0246,LIVERMORE PUBLIC LIBRARY,Rural,,557,"31,104","1,360",0,155,"32,619"
IA0247,ALTA VISTA PUBLIC LIBRARY,Rural,,494,"28,952","1,610",0,"9,334","39,896"
IA0248,LUVERNE PUBLIC LIBRARY,Rural,,346,"31,100","1,356",0,"9,000","41,456"
IA0249,RENWICK PUBLIC LIBRARY,Rural,,263,"30,067",0,0,100,"30,167"
IA0250,RUDD PUBLIC LIBRARY,Rural,,476,"27,153",767,0,12,"27,932"
IA0251,ALGONA PUBLIC LIBRARY,Town,,"7,956","407,075","3,527",0,"22,001","432,603"
IA0252,BANCROFT PUBLIC LIBRARY,Rural,,"1,779","91,004","1,898",0,"6,800","99,702"
IA0253,BURT PUBLIC LIBRARY,Rural,,513,"44,182","1,442",0,"10,047","55,671"
