FSCS Key,Library Name,Locale,Service Area Population,Total Library Programs,Children's Programs,Young Adult Programs,Adult Programs,Total Program Attendance,Children's Program Attendance,Adult Program Attendance,General Interest Program Attendance,General Interest Programs
ME0032,BROWNVILLE PUBLIC LIBRARY,Rural,"1,197",42,19,8,6,525,167,56,259,9
ME0033,CURTIS MEMORIAL LIBRARY,Town,"25,553",29,0,0,29,"1,954",0,"1,954",0,0
ME0034,ZADOC LONG FREE LIBRARY,Rural,"4,220",10,0,0,6,97,0,48,49,4
ME0035,BUCK MEMORIAL LIBRARY,Rural,"5,544",144,116,4,11,"2,627","1,282",145,"1,102",13
ME0036,BERRY MEMORIAL LIBRARY,Rural,"8,368",27,19,0,6,122,62,48,12,2
ME0037,WEST BUXTON PUBLIC LIBRARY ASSOCIATION,Rural,"8,368",33,25,0,6,72,3,46,23,2
ME0038,CALAIS FREE LIBRARY,Town,"3,026",45,22,0,13,700,288,57,355,10
ME0039,CAMDEN PUBLIC LIBRARY,Town,"4,806",656,202,16,433,"22,710","4,673","15,854","2,000",5
ME0040,CANAAN PUBLIC LIBRARY,Rural,"2,168",184,101,29,54,"1,650","1,200",150,0,0
ME0041,THOMAS MEMORIAL LIBRARY,Suburban,"9,322",439,78,1,357,"6,313","1,494","4,731",84,3
ME0042,CARIBOU PUBLIC LIBRARY,Town,"7,622",49,24,8,8,"26,926","1,990",531,"23,874",9
ME0043,SIMPSON MEMORIAL LIBRARY,Rural,"2,857",70,18,0,0,281,125,0,156,52
ME0044,CARRABASSETT VALLEY PUBLIC LIBRARY,Rural,788,58,51,0,5,926,606,240,80,2
ME0045,CASCO PUBLIC LIBRARY,Rural,"5,759",162,119,6,31,"1,162",778,104,260,6
ME0046,WITHERLE MEMORIAL LIBRARY,Rural,971,296,143,30,123,"2,047","1,037",827,0,0
ME0049,CHERRYFIELD PUBLIC LIBRARY,Rural,"1,167",2,2,0,0,143,143,0,0,0
ME0051,SOUTH CHINA PUBLIC LIBRARY,Rural,"4,339",4,3,0,0,39,32,0,7,1
ME0053,STEWART FREE LIBRARY,Rural,"2,135",20,0,0,0,169,0,0,169,20
ME0054,ATKINS MEMORIAL LIBRARY,Rural,-3,,-6,,,,-6,,,
ME0054,ATKINS MEMORIAL LIBRARY,Rural,-3,-3,,-3,-3,-3,,-3,-3,-3
ME0055,BONNEY MEMORIAL LIBRARY,Rural,"1,447",5,0,0,0,178,0,0,178,5
ME0057,ISLESFORD LIBRARY,Rural,137,27,0,0,20,233,0,170,63,7
ME0058,PRINCE MEMORIAL LIBRARY,Rural,"13,319",339,150,35,144,"5,154","2,465","1,690",825,10
ME0059,CHEBEAGUE ISLAND LIBRARY,Rural,350,90,34,8,5,502,249,32,191,43
ME0060,SKIDOMPHA PUBLIC LIBRARY,Rural,"5,600",231,103,12,113,"2,304","1,054","1,087",43,3
ME0061,DANFORTH PUBLIC LIBRARY,Rural,584,0,0,0,0,0,0,0,0,0
ME0062,CHASE EMERSON MEMORIAL LIBRARY,Rural,"1,911",68,23,0,0,"1,016",494,0,522,45
ME0063,DENMARK PUBLIC LIBRARY,Rural,"1,153",102,90,0,12,91,4,87,0,0
ME0064,ABBOTT MEMORIAL LIBRARY,Rural,"8,756",71,52,4,14,294,107,122,60,1
ME0065,LUDDEN MEMORIAL LIBRARY,Rural,"5,623",7,4,2,1,61,37,14,0,0
ME0066,THOMPSON FREE LIBRARY,Rural,"4,086",122,56,4,62,"2,147","1,240",888,0,0
ME0067,STURDIVANT PUBLIC LIBRARY,Rural,"1,305",6,4,1,0,10,6,0,2,1
ME0068,EAST MILLINOCKET PUBLIC LIBRARY,Rural,"1,621",0,0,0,0,0,0,0,0,0
ME0070,WILLIAM FOGG PUBLIC LIBRARY,Suburban,"7,115",370,284,2,84,"1,978","1,475",389,0,0
ME0071,ELLSWORTH PUBLIC LIBRARY,Town,"14,497",308,73,44,191,"4,061","1,816","1,927",0,0
ME0072,COLE MEMORIAL LIBRARY,Rural,"1,531",0,0,0,0,0,0,0,0,0
ME0073,STRATTON PUBLIC LIBRARY,Rural,775,1,0,0,0,8,0,0,8,1
ME0074,LAWRENCE PUBLIC LIBRARY,Town,"6,552",120,35,3,54,"1,167",721,210,120,28
ME0075,FALMOUTH MEMORIAL LIBRARY,Suburban,"12,440",209,55,0,154,"1,920",917,"1,003",0,0
ME0076,FARMINGTON PUBLIC LIBRARY,Town,"7,632",244,100,5,139,"1,343",996,342,0,0
ME0078,FORT FAIRFIELD PUBLIC LIBRARY,Rural,"3,278",0,0,0,0,0,0,0,0,0
ME0079,FORT KENT PUBLIC LIBRARY,Rural,"3,805",4,2,0,1,158,108,25,25,1
ME0081,FREEPORT COMMUNITY LIBRARY,Suburban,"8,632",56,21,18,16,"1,232",458,390,80,1
ME0082,FRIENDSHIP PUBLIC LIBRARY,Rural,"1,143",1,0,0,0,12,0,0,12,1
ME0083,FRYEBURG PUBLIC LIBRARY,Rural,"3,436",162,32,0,45,873,123,191,559,85
ME0084,GARDINER PUBLIC LIBRARY,Town,"20,198",27,12,2,10,741,240,166,311,3
ME0086,LAURA E. RICHARDS LIBRARY,Rural,"1,078",5,5,0,0,60,60,0,0,0
ME0088,BAXTER MEMORIAL LIBRARY,Suburban,"17,962",148,103,12,31,"4,654","3,450",343,478,2
ME0089,DORCAS LIBRARY,Rural,"1,740",51,3,0,48,544,60,484,0,0
ME0090,GRAY PUBLIC LIBRARY,Rural,"8,297",13,2,0,11,74,16,58,0,0
ME0092,SHAW PUBLIC LIBRARY - GREENVILLE,Rural,"1,974",57,26,0,31,494,259,235,0,0
ME0093,GUILFORD MEMORIAL LIBRARY,Rural,"1,468",30,28,0,0,405,357,0,48,2
ME0094,HUBBARD FREE LIBRARY,Town,"2,385",136,90,0,46,"4,631","4,338",293,0,0
ME0095,EDYTHE DYER COMMUNITY LIBRARY,Suburban,"7,513",230,142,49,15,"3,452","2,210",84,314,24
ME0096,ORRS ISLAND LIBRARY,Rural,"4,934",5,5,0,0,72,72,0,0,0
ME0097,GALLISON MEMORIAL LIBRARY,Rural,-3,,-6,,,,-6,,,
ME0097,GALLISON MEMORIAL LIBRARY,Rural,-3,-3,,-3,-3,-3,,-3,-3,-3
ME0098,HARRISON VILLAGE LIBRARY,Rural,"2,819",87,75,0,10,997,445,52,500,2
ME0099,BOLSTERS MILLS VILLAGE LIBRARY,Rural,"4,344",0,0,0,0,0,0,0,0,0
ME0100,HARTLAND PUBLIC LIBRARY,Rural,"3,685",104,31,29,35,816,173,416,57,9
ME0101,SOLDIERS MEMORIAL LIBRARY,Rural,"1,659",7,7,0,0,16,16,0,0,0
ME0102,HOLLIS CENTER PUBLIC LIBRARY,Rural,"6,914",29,29,0,0,192,192,0,0,0
ME0103,SALMON FALLS LIBRARY,Rural,"4,807",7,0,0,0,35,0,0,35,7
ME0104,CARY LIBRARY-HOULTON,Town,"13,565",534,167,5,126,"4,269","3,487",344,417,236
ME0106,KATAHDIN PUBLIC LIBRARY,Rural,"1,398",0,0,0,0,0,0,0,0,0
ME0107,REVERE MEMORIAL LIBRARY,Rural,65,8,5,0,2,432,125,252,55,1
ME0108,ALICE L. PENDLETON LIBRARY,Rural,562,147,76,8,48,"1,105",445,120,510,15
ME0109,JACKMAN PUBLIC LIBRARY,Rural,813,0,0,0,0,0,0,0,0,0
ME0110,JAY-NILES MEMORIAL LIBRARY,Rural,"4,598",66,24,26,9,"1,474",526,73,615,7
ME0112,PEABODY MEMORIAL LIBRARY,Rural,"1,264",188,114,12,55,"1,648",735,605,212,7
ME0114,KENNEBUNK FREE LIBRARY,Town,"16,163",273,65,57,151,"3,507","2,050","1,121",0,0
ME0115,LOUIS T. GRAVES MEMORIAL LIBRARY,Rural,"3,672",395,52,4,329,"4,406","1,354","2,506",530,10
ME0116,WEBSTER LIBRARY,Rural,972,27,12,1,11,274,95,60,114,3
ME0117,RICE PUBLIC LIBRARY,Suburban,"9,876",43,27,2,14,"1,193",911,237,0,0
ME0119,LEWISTON PUBLIC LIBRARY,City,"36,226",257,181,40,36,"4,428","2,480","1,493",0,0
ME0120,ROBERT A. FROST MEMORIAL LIBRARY,Rural,"2,164",39,18,9,6,39,7,10,10,6
ME0121,DAVIS MEMORIAL LIBRARY,Rural,"3,961",18,18,0,0,80,80,0,0,0
ME0122,LINCOLN MEMORIAL LIBRARY,Rural,"4,882",558,426,120,10,"4,402","2,614",148,320,2
ME0123,LISBON LIBRARY DEPT,Suburban,"9,053",195,180,6,9,638,563,55,0,0
ME0125,LIVERMORE PUBLIC LIBRARY,Rural,"2,131",3,2,0,1,50,40,10,0,0
ME0126,TREAT MEMORIAL LIBRARY,Town,"3,179",42,30,0,11,139,103,29,7,1
ME0127,CHARLOTTE HOBBS MEMORIAL LIBRARY,Rural,"2,271",165,48,1,40,"2,890",500,"1,639",684,76
ME0129,LUBEC MEMORIAL LIBRARY,Rural,"1,267",51,44,0,5,775,609,105,61,2
ME0130,PORTER MEMORIAL LIBRARY,Rural,"2,138",116,59,7,21,"2,170",806,312,"1,006",29
ME0131,MADAWASKA PUBLIC LIBRARY,Rural,"3,735",13,10,0,0,145,125,0,20,3
ME0132,MADISON PUBLIC LIBRARY,Rural,"8,687",48,46,0,0,555,515,0,40,2
ME0133,WALTER T. A. HANSEN MEMORIAL LIBRARY,Rural,"1,461",70,53,0,0,974,178,0,796,17
ME0135,MECHANIC FALLS PUBLIC LIBRARY,Rural,"2,982",49,37,0,11,303,195,73,35,1
ME0136,SHAW PUBLIC LIBRARY - MERCER,Rural,637,138,0,0,138,734,0,734,0,0
ME0138,MILLINOCKET MEMORIAL LIBRARY,Town,"4,244",330,123,18,136,"2,064",816,587,496,53
ME0139,MILO FREE PUBLIC LIBRARY,Rural,"2,314",21,2,0,19,89,0,89,0,0
ME0140,CUMSTON PUBLIC LIBRARY,Rural,"4,172",27,22,0,4,491,174,267,50,1
ME0142,MONSON PUBLIC LIBRARY,Rural,665,15,8,0,4,218,81,71,66,3
ME0143,NORTHEAST HARBOR LIBRARY,Rural,"2,114",401,290,0,111,"5,345","4,174","1,171",0,0
ME0145,SOMESVILLE LIBRARY ASSOCIATION,Rural,"2,114",12,8,1,1,222,111,62,43,2
ME0146,DR. SHAW MEMORIAL LIBRARY,Rural,"2,284",27,10,0,14,261,125,113,23,3
ME0147,NAPLES PUBLIC LIBRARY,Rural,"3,997",251,92,27,88,"1,860","1,079",433,264,44
ME0148,NEW GLOUCESTER PUBLIC LIBRARY,Rural,"5,880",129,116,1,7,"2,259","1,703",150,402,5
ME0149,JIM DITZLER MEMORIAL LIBRARY,Rural,"1,424",21,20,0,0,98,78,0,20,1
ME0150,NEW VINEYARD PUBLIC LIBRARY,Rural,777,47,12,2,28,365,70,135,150,5
ME0152,NEWPORT PUBLIC LIBRARY,Rural,"7,604",111,74,4,32,"1,763","1,078",357,310,1
ME0153,NORRIDGEWOCK PUBLIC LIBRARY,Rural,"3,227",29,29,0,0,,,0,0,0
ME0153,NORRIDGEWOCK PUBLIC LIBRARY,Rural,"3,227",,,,,-1,-1,,,
ME0154,D.A. HURD LIBRARY,Rural,"4,745",258,132,21,89,"2,433","1,231",602,261,16
ME0156,NORWAY MEMORIAL LIBRARY,Town,"4,990",228,190,0,38,"4,311","3,900",411,0,0
ME0157,OAKLAND PUBLIC LIBRARY,Town,"6,341",20,3,2,1,730,381,105,64,14
ME0158,LIBBY MEMORIAL LIBRARY,Suburban,"9,095",133,80,40,13,192,70,121,0,0
ME0159,OLD TOWN PUBLIC LIBRARY,Suburban,"10,377",189,125,5,54,"2,755","2,103",550,67,5
ME0160,ORONO PUBLIC LIBRARY,Suburban,"10,636",208,110,3,33,"2,513","1,328",331,819,62
ME0161,ORRINGTON PUBLIC LIBRARY,Rural,"3,668",57,29,9,15,476,200,210,21,4
ME0163,FREELAND HOLMES LIBRARY,Rural,"4,102",0,0,0,0,0,0,0,0,0
ME0164,PARIS PUBLIC LIBRARY,Town,"5,162",45,33,0,12,"1,359","1,299",60,0,0
ME0165,HAMLIN MEMORIAL LIBRARY,Rural,"5,162",14,1,1,12,95,14,80,0,0
ME0166,HARVEY MEMORIAL LIBRARY,Rural,804,0,0,0,0,0,0,0,0,0
ME0167,KEZAR FALLS CIRCULATING LIBRARY,Rural,"3,496",5,4,0,1,9,8,1,0,0
ME0169,VETERANS MEMORIAL LIBRARY,Rural,952,27,1,0,25,202,21,153,28,1
ME0170,PHILLIPS PUBLIC LIBRARY,Rural,"1,463",10,7,0,0,254,114,0,140,3
ME0171,ALBERT F. TOTMAN LIBRARY,Rural,"2,275",64,0,0,64,611,0,611,0,0
ME0172,PITTSFIELD PUBLIC LIBRARY,Town,"3,908",297,94,4,121,"3,282","1,822",672,767,78
ME0173,RICKER MEMORIAL LIBRARY,Rural,"5,683",167,75,41,45,"1,983","1,309",325,99,6
ME0174,PORTLAND PUBLIC LIBRARY,City,"66,803",542,305,56,181,"7,433","4,235","2,731",0,0
ME0175,MARK AND EMILY TURNER MEMORIAL LIBRARY,Town,"8,950",316,128,5,25,"6,847","1,528",328,"4,898",158
ME0176,PRINCETON PUBLIC LIBRARY,Rural,799,6,1,0,5,46,7,39,0,0
ME0177,RANGELEY PUBLIC LIBRARY,Rural,"1,804",104,74,0,30,775,583,192,0,0
ME0179,READFIELD COMMUNITY LIBRARY,Rural,"2,586",107,50,2,38,"1,195",527,218,422,17
ME0181,ROCKLAND PUBLIC LIBRARY,Town,"7,183",373,206,71,90,"5,454","2,697","1,967",281,6
ME0182,ROCKPORT PUBLIC LIBRARY,Rural,"3,389",305,86,6,213,"2,442","1,196","1,232",0,0
ME0183,RUMFORD PUBLIC LIBRARY,Town,"6,506",39,33,1,0,122,107,0,12,5
ME0184,DYER LIBRARY,Suburban,"20,121",371,283,9,74,"11,022","8,575","1,561",825,5
ME0185,JACKSON MEMORIAL LIBRARY,Rural,"2,576",710,330,1,341,"6,113","3,524","2,241",333,38
ME0186,GOODALL MEMORIAL LIBRARY,Town,"21,253",153,102,0,51,,"4,020",556,,0
ME0186,GOODALL MEMORIAL LIBRARY,Town,"21,253",,,,,-1,,,-1,
ME0187,SPRINGVALE PUBLIC LIBRARY,Town,"21,253",349,187,31,120,"6,804","4,961","1,350",353,11
ME0189,SCARBOROUGH PUBLIC LIBRARY,Suburban,"21,527",148,15,1,132,"1,811",208,"1,599",0,0
ME0190,CARVER MEMORIAL LIBRARY,Rural,"2,634",156,30,6,119,"1,807",629,"1,123",21,1
ME0191,SPAULDING MEMORIAL LIBRARY,Rural,"1,844",28,17,0,6,382,100,118,164,5
ME0193,SHAPLEIGH COMMUNITY LIBRARY,Rural,"2,769",15,8,0,6,406,180,35,191,1
ME0194,SHERMAN PUBLIC LIBRARY,Rural,"1,360",0,0,0,0,0,0,0,0,0
ME0195,SKOWHEGAN FREE PUBLIC LIBRARY,Town,"8,238",118,72,6,11,"2,496","1,295",140,985,29
ME0196,COOLIDGE LIBRARY,Rural,"1,078",13,5,1,3,289,56,6,212,4
ME0197,SOUTH BERWICK PUBLIC LIBRARY,Suburban,"7,613",238,186,1,51,"3,168","2,638",528,0,0
ME0198,RUTHERFORD LIBRARY,Rural,878,10,0,0,0,125,0,0,125,10
ME0199,SOUTH PORTLAND PUBLIC LIBRARY,City,"25,950",292,174,20,98,"4,741","4,019",592,0,0
ME0201,SOUTHWEST HARBOR PUBLIC LIBRARY,Rural,"1,793",286,173,9,104,"7,080","4,148","2,849",0,0
ME0202,STEEP FALLS LIBRARY,Rural,"1,782",12,0,0,12,84,0,84,0,0
ME0204,STETSON PUBLIC LIBRARY,Rural,"1,192",5,3,1,0,51,30,0,7,1
ME0205,HENRY D. MOORE LIBRARY,Rural,"1,148",105,25,0,71,955,402,368,185,9
ME0206,STONINGTON PUBLIC LIBRARY,Rural,"1,033",67,22,0,38,"1,429",473,790,166,7
ME0208,FRENCHMANS BAY LIBRARY,Rural,"1,528",8,2,0,0,119,1,0,118,6
ME0209,THOMASTON PUBLIC LIBRARY,Town,"2,763",206,44,0,160,"1,946",780,"1,102",64,2
ME0210,TOPSHAM PUBLIC LIBRARY,Town,"8,942",488,58,11,74,"3,576",955,513,"1,301",345
ME0211,BASS HARBOR MEMORIAL LIBRARY,Rural,"1,602",68,2,1,0,904,110,0,774,65
ME0212,TURNER PUBLIC LIBRARY,Rural,"5,878",18,7,3,4,828,140,56,562,4
ME0213,VOSE LIBRARY,Rural,"2,275",62,14,0,48,852,282,570,0,0
ME0215,ABEL J. MORNEAULT MEMORIAL LIBRARY,Rural,"2,279",8,8,0,0,64,64,0,0,0
ME0216,VASSALBORO PUBLIC LIBRARY,Rural,"4,420",54,46,3,5,"1,016",752,60,0,0
ME0217,VINALHAVEN PUBLIC LIBRARY,Rural,"1,172",17,15,0,2,66,48,18,0,0
ME0218,WALDOBORO PUBLIC LIBRARY,Rural,"5,078",53,26,0,25,909,186,284,439,2
ME0219,WASHBURN MEMORIAL LIBRARY,Rural,"1,533",83,48,0,0,"1,155",405,0,750,35
ME0220,WATERBORO PUBLIC LIBRARY,Rural,"8,007",95,47,0,43,923,655,154,114,5
ME0221,WATERVILLE PUBLIC LIBRARY,Town,"16,579",,,,,"1,114",,,,
ME0221,WATERVILLE PUBLIC LIBRARY,Town,"16,579",-1,-2,-1,-1,,-2,-1,-1,-1
ME0222,CARY MEMORIAL LIBRARY-WAYNE,Rural,"1,161",56,30,0,26,783,288,495,0,0
ME0224,WELLS PUBLIC LIBRARY,Rural,"10,819",401,232,35,134,"8,092","6,432","1,065",0,0
ME0225,WEST PARIS PUBLIC LIBRARY,Rural,"2,495",74,40,0,17,"1,111",75,162,874,17
ME0226,WALKER MEMORIAL LIBRARY,Suburban,"19,267",47,43,2,0,735,643,0,60,2
ME0228,WHITNEYVILLE PUBLIC LIBRARY,Rural,208,3,0,0,3,30,0,30,0,0
ME0229,WILTON FREE PUBLIC LIBRARY,Rural,"3,929",68,68,0,0,"1,637","1,637",0,0,0
ME0230,WINDHAM PUBLIC LIBRARY,Rural,"18,915",333,191,11,114,"2,586","1,521",600,450,17
ME0231,WINSLOW PUBLIC LIBRARY,Town,"7,654",0,0,0,0,0,0,0,0,0
ME0232,WINTER HARBOR PUBLIC LIBRARY,Rural,510,18,5,0,12,965,12,950,3,1
ME0233,WINTERPORT MEMORIAL LIBRARY,Rural,"4,028",209,125,6,13,486,220,214,40,65
ME0234,CHARLES M. BAILEY PUBLIC LIBRARY,Rural,"6,029",474,128,162,184,"7,789","3,540","2,686",0,0
ME0235,WISCASSET PUBLIC LIBRARY,Rural,"6,508",240,125,3,70,"5,268","4,360",299,599,42
ME0236,WHITMAN MEMORIAL LIBRARY,Rural,"2,114",8,0,0,2,134,0,35,99,6
ME0237,MERRILL MEMORIAL LIBRARY,Suburban,"8,602",216,204,12,0,,,,,0
ME0237,MERRILL MEMORIAL LIBRARY,Suburban,"8,602",,,,,-1,-2,-1,-1,
ME0238,YORK PUBLIC LIBRARY,Suburban,"13,329",349,172,60,117,"9,084","5,570","2,767",0,0
ME0239,MILBRIDGE PUBLIC LIBRARY,Rural,"1,301",34,3,1,4,364,147,47,167,26
ME0242,NEW PORTLAND COMMUNITY LIBRARY,Rural,688,0,0,0,0,0,0,0,0,0
ME0244,SEARSMONT TOWN LIBRARY,Rural,"1,424",77,18,0,50,"1,202",509,271,422,9
ME0245,CUSHING PUBLIC LIBRARY,Rural,"1,500",59,37,2,4,951,348,104,492,16
ME0247,NORTH GORHAM PUBLIC LIBRARY,Rural,"17,962",46,33,0,8,594,205,91,298,5
ME0248,GIBBS LIBRARY,Rural,"1,520",73,55,8,7,859,577,151,60,3
ME0250,PEAVEY MEMORIAL LIBRARY,Rural,"2,209",12,2,0,1,281,66,9,206,9
ME0251,BERWICK PUBLIC LIBRARY,Suburban,"7,872",243,141,12,76,"2,258","1,082",602,506,14
ME0252,LONG ISLAND COMMUNITY LIBRARY,Rural,239,34,32,0,0,585,480,0,105,2
ME0253,RAYMOND VILLAGE LIBRARY,Rural,"4,550",169,79,11,77,"1,719",933,647,35,2
ME0254,STRONG PUBLIC LIBRARY,Rural,"1,152",6,3,0,0,145,45,0,100,3
ME0256,BRISTOL AREA LIBRARY,Rural,"2,796",67,56,5,6,235,145,72,0,0
ME0257,ALBERT CHURCH BROWN MEMORIAL LIBRARY,Rural,"4,339",16,5,0,4,727,230,40,457,7
ME0258,MEXICO FREE PUBLIC LIBRARY,Town,"2,635",16,12,2,1,157,86,4,52,1
ME0260,NORTH HAVEN PUBLIC LIBRARY,Rural,358,11,1,0,0,488,64,0,424,10
ME0261,WELD FREE PUBLIC LIBRARY,Rural,417,17,8,0,4,134,86,28,20,5
ME0262,LIMERICK PUBLIC LIBRARY,Rural,"3,061",177,121,10,44,834,488,280,25,2
ME0263,MILDRED STEVENS WILLIAMS MEMORIAL LIBRARY,Rural,"1,381",27,10,8,0,837,424,0,61,9
ME0265,BREMEN PUBLIC LIBRARY,Rural,814,64,11,0,53,529,53,476,0,0
ME0266,BROWN MEMORIAL LIBRARY - CLINTON,Rural,"3,369",34,13,0,19,308,138,155,15,2
ME0267,LINCOLN MEMORIAL PUBLIC LIBRARY - DENNYSVILLE,Rural,"1,027",8,8,0,0,129,129,0,0,0
ME0268,UNDERWOOD MEMORIAL LIBRARY,Rural,"1,172",27,10,5,11,82,10,10,60,1
ME0269,WALDO PEIRCE READING ROOM,Rural,"1,196",30,7,0,11,675,75,70,530,12
ME0270,JULIA ADAMS MORSE MEMORIAL LIBRARY,Rural,"4,347",16,1,2,1,114,48,12,20,12
ME0272,CASE MEMORIAL LIBRARY,Rural,"1,359",81,48,8,0,234,149,0,62,25
ME0273,MARTHA SAWYER COMMUNITY LIBRARY,Rural,"6,435",112,87,13,6,267,153,33,51,6
ME0276,CLIFF ISLAND LIBRARY,Rural,60,7,3,2,1,220,100,50,50,1
ME0277,ISAAC F. UMBERHINE PUBLIC LIBRARY,Rural,"3,485",70,51,0,8,"1,069",665,58,346,11
ME0279,SOUTHPORT MEMORIAL LIBRARY,Rural,603,54,24,0,30,464,264,200,0,0
ME0281,WARREN FREE PUBLIC LIBRARY,Rural,"4,835",2,0,0,2,12,0,12,0,0
ME0282,WATERFORD LIBRARY ASSOCIATION,Rural,"1,602",202,0,0,194,"5,059",0,"2,227","2,832",8
ME0284,OGUNQUIT MEMORIAL LIBRARY,Rural,934,107,19,1,87,869,372,490,0,0
ME0285,CAPE PORPOISE LIBRARY,Town,"3,672",25,0,0,0,152,0,0,152,25
ME0286,HOPE LIBRARY,Rural,"1,698",9,0,0,8,165,0,135,30,1
ME0287,LIBERTY LIBRARY,Rural,"2,070",64,29,0,20,838,144,269,425,15
ME0288,BRIDGE ACADEMY PUBLIC LIBRARY,Rural,"1,681",0,0,0,0,0,0,0,0,0
ME0289,MONHEGAN MEMORIAL LIBRARY,Rural,68,42,36,0,5,326,273,41,12,1
ME0290,COMMUNITY LIBRARY,Rural,"6,643",52,33,0,19,721,501,220,0,0
ME0292,MONROE COMMUNITY LIBRARY,Rural,948,1,1,0,0,19,19,0,0,0
ME0294,GREAT CRANBERRY LIBRARY,Rural,138,8,6,0,0,38,18,0,20,2
ME0295,FRENCHBORO PUBLIC LIBRARY,Rural,59,0,0,0,0,0,0,0,0,0
ME0296,SWANS ISLAND PUBLIC LIBRARY,Rural,323,9,2,1,1,339,94,105,105,5
ME0298,CUNDY`S HARBOR LIBRARY,Rural,"4,934",7,1,0,2,340,3,2,335,4
ME0306,BELGRADE PUBLIC LIBRARY,Rural,"3,150",22,4,0,12,257,71,98,88,6
ME0308,SOUTH THOMASTON PUBLIC LIBRARY,Rural,"1,642",244,32,10,50,"2,036",416,300,"1,290",152
ME0309,FAYE O`LEARY HAFFORD LIBRARY,Rural,215,0,0,0,0,0,0,0,0,0
ME0310,PALERMO COMMUNITY LIBRARY,Rural,"1,525",12,0,0,12,72,0,72,0,0
ME0311,STOCKTON SPRINGS COMMUNITY LIBRARY,Rural,"1,640",321,35,0,286,"2,237",251,"1,986",0,0
ME0312,LOUISE CLEMENTS LIBRARY,Rural,522,0,0,0,0,0,0,0,0,0
ME0314,PEMBROKE LIBRARY,Rural,796,90,90,0,0,736,736,0,0,0
ME0315,LONG LAKE PUBLIC LIBRARY,Rural,"1,775",44,20,0,24,386,120,266,0,0
ME0316,RICHVILLE LIBRARY,Rural,"10,197",0,0,0,0,0,0,0,0,0
ME0317,NEWBURGH COMMUNITY LIBRARY,Rural,"1,530",0,0,0,0,0,0,0,0,0
ME0318,LINCOLNVILLE COMMUNITY LIBRARY,Rural,"2,252",56,0,0,56,545,0,545,0,0
ME0319,FRANKLIN LIBRARY,Rural,"1,567",40,38,0,1,149,120,15,14,1
ME0320,UNITY PUBLIC LIBRARY,Rural,"2,132",127,57,21,45,907,497,268,81,4
MI0010,ALVAH N. BELDING MEMORIAL LIBRARY,Town,"11,087",136,82,18,12,"5,611","5,002",98,242,24
MI0012,ANN ARBOR DISTRICT LIBRARY,City,"177,696",471,235,30,174,"41,306","22,210","10,665","6,784",32
MI0013,ARMADA FREE PUBLIC LIBRARY,Rural,"5,318",59,24,13,22,771,499,202,0,0
MI0014,ATHENS COMMUNITY LIBRARY,Rural,"4,124",58,54,1,3,496,286,18,0,0
MI0015,AUBURN HILLS PUBLIC LIBRARY,Suburban,"24,360",368,244,29,87,"6,124","4,214","1,471",248,8
MI0016,AUGUSTA-ROSS TOWNSHIP DISTRICT LIBRARY,Suburban,"7,332",15,3,3,5,604,86,136,343,4
MI0017,BACON MEMORIAL DISTRICT LIBRARY,Suburban,"25,058",217,144,9,29,"5,851","4,953",453,175,35
MI0018,BAD AXE AREA DISTRICT LIBRARY,Town,"6,946",130,93,0,32,"4,345","3,925",114,306,5
MI0019,BALDWIN PUBLIC LIBRARY,Suburban,"37,981",713,363,72,214,"17,775","9,890","4,008","2,160",64
MI0020,BARRYTON PUBLIC LIBRARY,Rural,"4,093",0,0,0,0,0,0,0,0,0
MI0021,BAY COUNTY LIBRARY SYSTEM,City,"103,758","1,143",704,95,172,"32,399","11,758","15,399","3,108",172
MI0022,SUPERIOR DISTRICT LIBRARY,Town,"41,170","1,075",674,81,320,"11,670","6,024","5,000",0,0
MI0023,BEAVER ISLAND DISTRICT LIBRARY,Rural,525,13,2,0,11,130,60,70,0,0
MI0024,BELLAIRE PUBLIC LIBRARY,Rural,"3,743",200,54,6,140,"2,775",,540,0,0
MI0024,BELLAIRE PUBLIC LIBRARY,Rural,"3,743",,,,,,-2,,,
MI0025,BELLEVUE TOWNSHIP LIBRARY,Rural,"3,200",0,0,0,0,0,0,0,0,0
MI0026,BRIGGS DISTRICT LIBRARY,Town,"19,114",319,245,7,43,"6,026","3,841",332,"1,806",24
MI0027,BENTON HARBOR PUBLIC LIBRARY,Suburban,"23,477",81,58,9,6,"1,035",629,291,78,8
MI0028,POTTERVILLE-BENTON TOWNSHIP DISTRICT LIBRARY,Town,"5,821",97,78,7,12,569,460,96,0,0
MI0029,BENZONIA PUBLIC LIBRARY,Rural,"3,553",116,54,1,58,"1,548","1,105",402,33,3
MI0030,BERKLEY PUBLIC LIBRARY,Suburban,"15,194",98,59,15,23,"3,008","2,187",307,200,1
MI0031,BERRIEN SPRINGS COMMUNITY LIBRARY,Town,"9,245",133,85,31,13,"1,081",335,89,549,4
MI0032,BESSEMER PUBLIC LIBRARY,Rural,"5,154",58,55,1,0,849,632,0,214,2
MI0033,BETSIE VALLEY DISTRICT LIBRARY,Rural,"3,168",80,30,8,0,"1,285",566,0,718,42
MI0034,DARCY LIBRARY OF BEULAH,Rural,"3,133",219,146,1,71,437,47,130,257,1
MI0035,BIG RAPIDS COMMUNITY LIBRARY,Town,"16,795",99,58,4,33,927,542,221,160,4
