FSCS Key,Library Name,Locale,Service Area Population,Total Library Programs,Children's Programs,Young Adult Programs,Adult Programs,Total Program Attendance,Children's Program Attendance,Adult Program Attendance,General Interest Program Attendance,General Interest Programs
TN8059,PIGEON FORGE PUBLIC LIBRARY,Town,"6,378",237,130,69,38,"6,118","4,767",767,0,0
TN8060,THE SUMNER COUNTY LIBRARY SYSTEM,Suburban,"200,557","1,996","1,003",223,770,"36,508","24,557","10,515",0,0
TX0002,CHAMBERS COUNTY LIBRARY SYSTEM,Rural,"44,031",401,204,51,98,"8,552","4,205",972,"2,815",48
TX0003,DALLAS PUBLIC LIBRARY,City,"1,288,457","8,264","2,402",277,"2,869","183,430","54,436","41,604","83,334","2,716"
TX0005,JONES PUBLIC LIBRARY,Town,"9,134",125,70,22,16,"3,323","1,982",151,904,17
TX0006,DELEON CITY COUNTY LIBRARY,Rural,"4,823",8,8,0,0,175,175,0,0,0
TX0007,DECATUR PUBLIC LIBRARY,Town,"28,980",207,121,29,45,"7,040","5,572",238,94,12
TX0008,DEER PARK PUBLIC LIBRARY,Suburban,"33,676",238,134,19,71,"3,947","3,384",364,99,14
TX0009,VAL VERDE COUNTY LIBRARY,Town,"47,564",129,59,17,41,"1,802",833,257,358,12
TX0011,DENISON PUBLIC LIBRARY,City,"25,179","2,305","2,243",19,31,"38,364","34,859",481,"2,520",12
TX0012,DENTON PUBLIC LIBRARY,City,"148,146",976,464,88,424,"17,411","12,296","4,419",0,0
TX0013,ANDREWS COUNTY LIBRARY,Town,"18,440",128,96,13,3,"3,830","3,032",12,677,16
TX0014,YOAKUM COUNTY/CECIL BICKLEY LIBRARY,Town,"4,508",415,279,28,41,"29,272","12,158","1,438","14,503",67
TX0015,DRISCOLL PUBLIC LIBRARY,Town,"4,410",73,52,7,8,"1,733",928,64,687,6
TX0016,TLL TEMPLE MEMORIAL LIBRARY & ARCHIVES,Town,"4,449",65,55,2,5,"2,642","1,937",250,375,3
TX0017,DICKINSON PUBLIC LIBRARY,Suburban,"24,726",299,166,61,55,"4,368","2,894",425,894,17
TX0018,RHOADS MEMORIAL LIBRARY,Town,"7,374",31,16,6,5,375,315,20,16,4
TX0019,DONNA PUBLIC LIBRARY,Suburban,"25,845",632,250,105,272,"30,433","14,538","9,410",130,5
TX0020,DUBLIN PUBLIC LIBRARY,Town,"3,433",43,23,3,17,"1,114",894,208,0,0
TX0021,KILLGORE MEMORIAL LIBRARY,Town,"21,118",308,142,2,14,"5,550","4,233",91,"1,220",150
TX0022,DUNCANVILLE PUBLIC LIBRARY,Suburban,"39,797",272,152,11,109,"5,054","4,607",389,0,0
TX0023,EULA & DAVID WINTERMANN LIBRARY,Town,"5,424",6,6,0,0,174,174,0,0,0
TX0024,BRAZORIA COUNTY LIBRARY SYSTEM,Suburban,"379,689","1,819","1,250",161,289,"45,030","37,123","1,586","5,401",119
TX0025,EAGLE PASS PUBLIC LIBRARY,Town,"43,107",331,175,6,129,"9,657","5,282",832,"3,264",21
TX0026,CENTENNIAL MEMORIAL LIBRARY,Town,"3,621",65,42,0,23,"1,058",956,102,0,0
TX0028,DUSTIN MICHAEL SEKULA MEMORIAL LIBRARY,City,"157,460",721,242,62,377,"46,519","13,981","7,050","23,229",40
TX0029,JACKSON COUNTY MEMORIAL LIBRARY,Town,"15,121",58,55,0,3,"1,081","1,044",37,0,0
TX0030,EL PASO PUBLIC LIBRARY,City,"678,415","2,433","1,435",581,397,"33,817","24,599","4,333",625,20
TX0031,SCHLEICHER COUNTY PUBLIC LIBRARY,Rural,"2,429",81,58,2,10,"2,195",922,49,"1,153",11
TX0032,ELECTRA PUBLIC LIBRARY,Town,"2,282",20,0,0,0,338,0,0,338,20
TX0033,ELSA PUBLIC LIBRARY,Suburban,"8,727",28,27,0,0,"1,380","1,170",0,210,1
TX0034,RAINS COUNTY PUBLIC LIBRARY,Rural,"12,509",47,44,1,1,"2,021","1,958",25,33,1
TX0035,ANSON PUBLIC LIBRARY,Rural,"2,347",21,20,0,1,97,77,20,0,0
TX0036,ENNIS PUBLIC LIBRARY,Town,"21,210",409,283,14,8,"7,528","6,574",136,751,104
TX0037,EULESS PUBLIC LIBRARY,Suburban,"60,500",816,487,160,169,"28,382","25,409",715,0,0
TX0039,FAIRFIELD LIBRARY,Town,"9,028",212,135,4,73,"3,478","3,041",323,0,0
TX0040,ED RACHAL MEMORIAL LIBRARY,Town,"6,994",32,11,3,15,239,86,103,26,3
TX0041,FARMERS BRANCH MANSKE PUBLIC LIBRARY,Suburban,"36,442",430,215,5,210,"12,175","9,036","3,060",0,0
TX0042,CHARLES J RIKE MEMORIAL LIBRARY,Town,"4,425",6,6,0,0,740,740,0,0,0
TX0043,FERRIS PUBLIC LIBRARY,Suburban,"2,857",17,6,4,2,600,445,10,121,5
TX0044,FLORENCE PUBLIC LIBRARY,Rural,"1,201",102,70,4,27,"1,306",877,244,70,1
TX0045,WILSON COUNTY PUBLIC LIBRARIES,Town,"51,257",225,121,21,83,"3,044","1,926",580,0,0
TX0046,ED & HAZEL RICHMOND PUBLIC LIBRARY,Town,"11,392",107,89,0,18,"2,275","2,080",195,0,0
TX0047,FLOYD COUNTY LIBRARY,Town,"5,350",6,6,0,0,91,91,0,0,0
TX0048,JEFF DAVIS COUNTY LIBRARY,Rural,"1,949",185,49,8,125,"2,267",825,"1,206",192,3
TX0049,FORT STOCKTON PUBLIC LIBRARY,Town,"10,699",140,112,0,8,"2,060",721,49,"1,290",20
TX0050,FORT WORTH PUBLIC LIBRARY,City,"935,508",-1,-2,-1,-1,-1,-2,-1,-1,-1
TX0052,PIONEER MEMORIAL LIBRARY,Town,"26,484",136,136,0,0,"3,536","3,536",0,0,0
TX0053,FRIENDSWOOD PUBLIC LIBRARY,Suburban,"45,254",859,256,127,362,"29,396","20,864","3,666","3,797",114
TX0054,FRIONA PUBLIC LIBRARY,Town,"4,144",25,24,0,0,690,668,0,22,1
TX0055,COOKE COUNTY LIBRARY,Town,"39,143",218,165,1,46,"7,021","5,675",784,525,6
TX0056,ROSENBERG LIBRARY,Town,"60,648",616,252,129,190,"19,935","9,705","4,113","5,098",45
TX0057,ARCHER PUBLIC LIBRARY,Rural,"8,681",31,10,5,16,633,417,156,0,0
TX0058,NICHOLSON MEMORIAL LIBRARY SYSTEM,Suburban,"242,035",648,427,30,149,"10,747","6,268","1,105","3,087",42
TX0060,GATESVILLE PUBLIC LIBRARY,Town,"8,523",290,196,25,65,"3,431","2,696",520,65,4
TX0061,LIVE OAK COUNTY LIBRARY,Rural,"10,131",6,6,0,0,42,42,0,0,0
TX0062,GEORGETOWN PUBLIC LIBRARY,City,"75,420","5,587",93,36,86,"20,005","2,542","3,177","13,870","5,372"
TX0063,GIDDINGS PUBLIC LIBRARY,Town,"5,067",84,44,23,12,"3,206","1,698",114,"1,217",5
TX0064,UPSHUR COUNTY LIBRARY,Town,"41,774",207,136,49,20,"4,564","3,837",220,254,2
TX0065,LEE - BARDWELL PUBLIC LIBRARY,Suburban,-3,,-6,,,,-6,,,
TX0065,LEE - BARDWELL PUBLIC LIBRARY,Suburban,-3,-3,,-3,-3,-3,,-3,-3,-3
TX0068,ARLINGTON PUBLIC LIBRARY SYSTEM,City,"392,786","2,105",846,241,757,"41,148","18,706","15,211","6,493",261
TX0069,LIBRARY OF GRAHAM,Town,"8,765",81,54,7,16,"4,055","3,149",249,408,4
TX0070,HOOD COUNTY PUBLIC LIBRARY,Town,"64,222",179,132,11,25,"4,427","3,419",251,652,11
TX0071,GRAND PRAIRIE PUBLIC LIBRARY SYSTEM,Suburban,"197,347","1,480",556,148,608,"38,551","13,247","6,935","16,683",168
TX0072,GRAND SALINE PUBLIC LIBRARY,Town,"3,165",37,23,1,7,"1,685","1,321",131,179,6
TX0073,GRAPEVINE PUBLIC LIBRARY,City,"50,872",768,308,321,139,"16,114","9,948","1,725",0,0
TX0074,W WALWORTH HARRISON PUBLIC LIBRARY,Town,"29,578",371,118,8,179,"12,213","4,215","4,829","3,104",66
TX0075,GROESBECK PUBLIC LIBRARY,Town,"7,660",39,27,0,10,871,645,50,176,2
TX0076,GROVES PUBLIC LIBRARY,Suburban,"16,915",77,44,10,20,"2,931","1,909",135,321,3
TX0077,GROVETON PUBLIC LIBRARY,Rural,913,48,16,8,0,250,98,0,120,24
TX0078,STONEWALL COUNTY LIBRARY,Rural,"1,217",4,2,0,0,75,35,0,40,2
TX0079,GRUVER CITY LIBRARY,Rural,"1,130",-1,-2,-1,-1,-1,-2,-1,-1,-1
TX0080,HALE CENTER PUBLIC LIBRARY INC,Rural,"2,984",8,4,0,4,304,150,154,0,0
TX0081,FRIENCH SIMPSON MEMORIAL LIBRARY,Rural,"2,742",34,20,9,3,"2,821","1,734",47,859,2
TX0082,HALTOM CITY PUBLIC LIBRARY,Suburban,"45,746",415,218,94,80,"10,283","5,520",430,"2,704",23
TX0083,HAMILTON PUBLIC LIBRARY,Town,"8,222",-1,-2,-1,-1,-1,-2,-1,-1,-1
TX0084,STEWART C MEYER LIBRARY,Suburban,"33,560",442,233,38,120,"15,046","7,721","1,626","5,399",51
TX0085,HARLINGEN PUBLIC LIBRARY,City,"98,080",599,189,103,278,"10,381","3,855","3,491","2,690",29
TX0086,HASKELL COUNTY LIBRARY,Town,"5,373",0,0,0,0,0,0,0,0,0
TX0089,HENDERSON COUNTY CLINT W MURCHISON MEMORIAL LIBRARY,Town,"23,201",493,263,3,142,"8,275","4,302","1,488","2,458",85
TX0090,WALLER COUNTY LIBRARY,Town,"59,781",130,108,6,12,"7,166","6,794",240,60,4
TX0091,RUSK COUNTY LIBRARY SYSTEM,Town,"49,475",426,261,47,97,"9,148","5,965","1,192","1,265",21
TX0092,EDWARDS PUBLIC LIBRARY,Town,"10,263",54,54,0,0,"1,068","1,068",0,0,0
TX0093,DEAF SMITH COUNTY LIBRARY,Town,"18,329",150,150,0,0,"4,213","4,213",0,0,0
TX0094,HIGHLAND PARK LIBRARY,Suburban,"8,747",150,119,7,20,"2,648","2,272",220,63,4
TX0095,HILLSBORO CITY LIBRARY,Town,"8,305",109,93,5,3,"5,126","4,588",35,99,8
TX0096,GENEVIEVE MILLER HITCHCOCK PUBLIC LIBRARY,Suburban,"8,442",182,55,0,36,"2,954","1,305",172,"1,477",91
TX0097,HONDO PUBLIC LIBRARY,Town,"8,387",204,101,37,43,"3,045","1,560",390,825,23
TX0098,HONEY GROVE LIBRARY & LEARNING CENTER,Rural,"1,753",482,269,163,44,"4,612","3,434",183,99,6
TX0099,HOUSTON PUBLIC LIBRARY,City,"2,288,250","3,594","1,819",402,"1,369","79,405","44,939","27,943",612,4
TX0100,ATLANTA PUBLIC LIBRARY,Town,"5,409",157,45,34,77,"1,796",847,749,30,1
TX0101,HARRIS COUNTY PUBLIC LIBRARY,City,"2,198,951","14,841","9,577","1,517","3,747","408,155","204,871","134,114",0,0
TX0102,HOWE COMMUNITY LIBRARY,Rural,"9,449",643,557,51,35,"10,470","9,520",171,0,0
TX0103,HUNTSVILLE PUBLIC LIBRARY,Town,"30,208",528,242,24,254,"7,119","3,345","2,435","1,201",8
TX0104,HURST PUBLIC LIBRARY,Suburban,"40,055",488,238,94,83,"19,094","9,444","1,055","7,397",73
TX0105,IMPERIAL PUBLIC LIBRARY,Rural,"1,712",7,0,0,0,405,0,0,405,7
TX0106,INGLESIDE PUBLIC LIBRARY,Town,"14,474",80,80,0,0,789,789,0,0,0
TX0107,TOM BURNETT MEMORIAL LIBRARY,Town,"6,547",196,108,11,64,938,599,244,73,13
TX0108,IRAAN PUBLIC LIBRARY,Rural,"2,707",7,7,0,0,155,155,0,0,0
TX0109,IRVING PUBLIC LIBRARY,City,"254,198",874,479,87,307,"26,308","14,804","3,623",103,1
TX0110,ABILENE PUBLIC LIBRARY,City,"125,070","1,372",667,149,204,"36,012","17,108","1,987","15,648",352
TX0111,AUSTIN PUBLIC LIBRARY,City,"964,177","1,573","1,153",90,319,"40,805","30,987","6,195","1,969",11
TX0112,GLADYS JOHNSON RITCHIE PUBLIC LIBRARY,Town,"8,712",94,53,2,36,908,570,264,62,3
TX0114,JASPER PUBLIC LIBRARY,Town,"7,285",39,14,1,24,"1,889","1,159",710,0,0
TX0115,KENT COUNTY LIBRARY,Rural,749,14,14,0,0,222,222,0,0,0
TX0116,JOHNSON CITY LIBRARY,Rural,"5,359",230,86,2,120,"1,200",602,358,212,22
TX0117,JOURDANTON COMMUNITY LIBRARY,Town,"9,602",46,46,0,0,683,683,0,0,0
TX0118,KIMBLE COUNTY LIBRARY,Town,"4,365",144,118,4,14,"2,914","1,329",391,"1,116",8
TX0119,KAUFMAN COUNTY LIBRARY,Rural,"22,789",97,53,10,14,"1,921","1,428",165,265,20
TX0120,KELLER PUBLIC LIBRARY,Suburban,"45,397",620,212,100,290,"12,988","8,367","2,847",620,18
TX0121,AZLE MEMORIAL LIBRARY,Suburban,"19,950",156,101,10,45,"5,806","5,065",643,0,0
TX0122,KENDALIA PUBLIC LIBRARY,Rural,"4,865",64,64,0,0,316,316,0,0,0
TX0123,KENEDY PUBLIC LIBRARY,Town,"6,367",93,58,4,7,"2,476","1,400",69,906,24
TX0124,WINKLER COUNTY LIBRARY,Town,"7,415",80,62,5,9,"2,074",994,155,875,4
TX0125,BUTT-HOLDSWORTH MEMORIAL LIBRARY,Town,"24,477",354,146,28,176,"10,487","8,572","1,719",125,4
TX0126,KILGORE PUBLIC LIBRARY,Town,"15,862",146,122,3,18,"4,179","3,149",337,680,3
TX0127,KILLEEN CITY LIBRARY SYSTEM,City,"156,261",503,326,21,148,"6,726","3,548","1,090","1,834",8
TX0128,ROBERT J KLEBERG PUBLIC LIBRARY,Town,"30,975",115,21,0,94,"5,683","3,161","2,522",0,0
TX0129,KIRBYVILLE PUBLIC LIBRARY,Rural,"3,582",71,56,0,10,588,508,50,30,5
TX0130,KOUNTZE PUBLIC LIBRARY,Rural,"7,786",-1,-2,-1,-1,-1,-2,-1,-1,-1
TX0131,KYLE PUBLIC LIBRARY,Suburban,"68,696",792,299,108,368,"18,632","7,648","3,146","6,062",17
TX0133,BAILEY H DUNLAP MEMORIAL LIBRARY,Suburban,"9,292",0,0,0,0,0,0,0,0,0
TX0134,FAYETTE PUBLIC LIBRARY,Town,"4,423",49,23,10,8,"2,721",787,73,"1,768",8
TX0135,LA MARQUE PUBLIC LIBRARY,Suburban,"21,307",231,172,43,15,"2,910","2,294",338,80,1
TX0136,LAGUNA VISTA PUBLIC LIBRARY,Town,"4,916",49,48,0,1,970,960,10,0,0
TX0137,LAKE DALLAS LIBRARY,Suburban,"7,708",-1,-2,-1,-1,-1,-2,-1,-1,-1
TX0138,MARY LOU REDDICK PUBLIC LIBRARY,Suburban,"4,674",131,108,6,12,"2,095","1,459",112,434,5
TX0139,DAWSON COUNTY PUBLIC LIBRARY,Town,"12,413",571,475,28,30,"17,091","9,706","1,668","3,649",38
TX0140,LAMPASAS PUBLIC LIBRARY,Town,"7,517",92,56,4,24,"1,784","1,518",155,67,8
TX0141,LAREDO PUBLIC LIBRARY,City,"256,153","1,134",492,114,331,"27,115","15,236","2,731","7,329",197
TX0142,HELEN HALL LIBRARY,Suburban,"131,379",949,400,177,355,"26,148","15,625","2,667","4,367",17
TX0143,CARNEGIE LIBRARY OF BALLINGER,Town,"5,247",42,41,0,1,"1,020","1,003",17,0,0
TX0144,LEON VALLEY PUBLIC LIBRARY,Suburban,"11,463",264,153,16,48,"9,011","4,715",442,"3,727",47
TX0145,HOCKLEY COUNTY MEMORIAL LIBRARY,Town,"20,098",67,66,0,1,"1,193","1,184",9,0,0
TX0146,LEWISVILLE PUBLIC LIBRARY,Suburban,"157,409",930,513,62,321,"28,746","23,057","3,315","1,937",34
TX0147,LIBERTY MUNICIPAL LIBRARY,Town,"8,539",87,34,7,46,"1,696","1,301",359,0,0
TX0148,LAMB COUNTY LIBRARY,Town,"7,924",64,17,23,23,"1,038",445,173,160,1
TX0149,LIVINGSTON MUNICIPAL LIBRARY,Town,"5,829",110,105,2,3,"1,528","1,453",26,0,0
TX0150,LLANO COUNTY LIBRARY SYSTEM,Town,"21,958",-1,-2,-1,-1,-1,-2,-1,-1,-1
TX0151,DR EUGENE CLARK LIBRARY,Town,"14,844",676,129,523,24,"6,701","5,444",244,0,0
TX0152,LONGVIEW PUBLIC LIBRARY,City,"101,208",365,134,14,134,"13,977","4,413","2,228","6,972",83
TX0153,ETHEL L WHIPPLE MEMORIAL LIBRARY,Suburban,"11,116",802,332,165,120,"21,580","12,870","1,200","2,220",185
TX0154,BANDERA COUNTY LIBRARY,Rural,"7,139",271,37,40,114,"1,843",295,620,667,80
TX0155,LUBBOCK PUBLIC LIBRARY,City,"293,985",980,625,51,278,"38,818","22,102","4,889","10,329",26
TX0156,KURTH MEMORIAL LIBRARY,Town,"34,074",528,340,21,136,"24,314","13,767","1,387","8,893",31
TX0157,JB NICKELLS MEMORIAL LIBRARY,Town,"5,518",27,23,0,4,"1,006",931,75,0,0
TX0158,LYTLE PUBLIC LIBRARY,Town,"5,783",38,31,1,2,478,366,31,76,4
TX0159,MADISON COUNTY LIBRARY,Town,"11,525",2,2,0,0,71,71,0,0,0
TX0160,RED WALLER COMMUNITY LIBRARY,Town,"9,407",-1,-2,-1,-1,-1,-2,-1,-1,-1
TX0161,MANSFIELD PUBLIC LIBRARY,Suburban,"74,368",365,215,42,86,"8,729","6,536",908,"1,049",22
TX0162,MARFA PUBLIC LIBRARY,Rural,"2,127",314,15,0,296,"2,229",169,"1,865",195,3
TX0163,PAULINE AND JANE CHILTON MEMORIAL MARLIN PUBLIC LIBRARY,Town,"5,543",0,0,0,0,0,0,0,0,0
TX0164,MARSHALL PUBLIC LIBRARY,Town,"61,463",191,133,48,10,"3,815","3,276",80,0,0
TX0166,MASON COUNTY M BEVEN ECKERT MEMORIAL LIBRARY,Rural,"3,943",84,52,2,19,"1,511",712,169,583,11
TX0167,MOTLEY COUNTY LIBRARY,Rural,"1,067",97,66,6,19,821,493,60,226,6
TX0168,MATHIS PUBLIC LIBRARY,Town,"6,367",116,0,24,0,"8,379",0,0,"8,353",92
TX0170,UPTON COUNTY PUBLIC LIBRARY,Rural,"1,487",12,12,0,0,528,528,0,0,0
TX0171,MCKINNEY PUBLIC LIBRARY SYSTEM,Suburban,"202,690","1,362",585,249,304,"35,366","16,002","1,334","14,320",224
TX0172,LOVETT MEMORIAL LIBRARY MCLEAN,Rural,803,63,27,1,35,789,272,515,0,0
TX0173,MEMPHIS PUBLIC LIBRARY,Rural,"2,845",129,13,0,12,899,283,96,520,104
TX0174,MENARD PUBLIC LIBRARY,Rural,"1,982",125,84,15,8,409,323,26,35,18
TX0175,TEINERT MEMORIAL PUBLIC LIBRARY,Town,"1,643",11,4,0,7,71,32,39,0,0
TX0176,DR HECTOR P GARCIA MEMORIAL LIBRARY,Suburban,"25,063",301,186,27,79,"3,438","1,934",701,669,9
TX0177,MESQUITE PUBLIC LIBRARY,Suburban,"147,691",221,175,3,30,"8,779","7,077",146,"1,547",13
TX0178,GIBBS MEMORIAL LIBRARY,Town,"14,450",46,26,0,0,412,366,0,46,20
TX0179,MIDLAND COUNTY PUBLIC LIBRARY,City,"167,969",521,240,58,87,"12,236","5,168",875,"5,818",136
TX0180,AH MEADOWS LIBRARY,Suburban,"51,507",71,66,0,0,"3,700","3,650",0,50,5
TX0181,BOYCE DITTO PUBLIC LIBRARY,Town,"28,847",243,144,27,48,"2,194","1,552",288,144,24
TX0182,SPEER MEMORIAL LIBRARY,City,"132,478",491,258,156,69,"10,331","5,228","1,485","1,122",8
TX0183,WARD COUNTY LIBRARY,Town,"11,194",162,118,38,6,"1,754","1,458",98,0,0
TX0184,BASTROP PUBLIC LIBRARY,Town,"10,434",235,107,77,42,"8,852","5,571",470,"2,139",9
TX0186,COCHRAN COUNTY LOVE MEMORIAL LIBRARY,Rural,"2,516",17,13,4,0,45,36,0,0,0
TX0188,MOUNT PLEASANT PUBLIC LIBRARY,Town,"16,079",177,122,0,44,"3,958","3,124",584,250,11
TX0189,FRANKLIN COUNTY LIBRARY,Town,"10,464",182,89,0,81,"2,095",567,486,"1,042",12
TX0190,MUENSTER PUBLIC LIBRARY,Rural,"3,101",46,44,0,2,688,660,28,0,0
TX0191,MULESHOE AREA PUBLIC LIBRARY,Town,"6,835",23,8,2,5,358,90,59,200,8
TX0192,MUNDAY CITY-COUNTY LIBRARY,Rural,"3,351",1,1,0,0,45,45,0,0,0
TX0193,JUDY B MCDONALD PUBLIC LIBRARY,Town,"32,118",276,103,17,115,"7,308","2,278",870,"3,877",41
TX0194,NAVASOTA PUBLIC LIBRARY,Town,"30,287",89,42,3,12,"1,342",605,155,542,32
TX0195,BAY CITY PUBLIC LIBRARY,Town,"26,315",286,93,52,109,"4,588","1,621",938,"1,707",32
TX0196,MARION & ED HUGHES PUBLIC LIBRARY,Suburban,"18,331",190,119,2,0,"1,614","1,379",0,235,69
TX0198,NEW BOSTON PUBLIC LIBRARY,Town,"4,579",82,70,6,6,513,377,88,0,0
TX0199,NEW BRAUNFELS PUBLIC LIBRARY,City,"98,857","1,772",587,89,"1,035","34,481","16,940","13,492","3,358",61
TX0200,NOCONA PUBLIC LIBRARY,Town,"7,330",-1,-2,-1,-1,-1,-2,-1,-1,-1
TX0201,NORTH RICHLAND HILLS PUBLIC LIBRARY,Suburban,"70,209",531,302,36,190,"16,926","11,584","3,016","1,399",3
TX0202,ODEM PUBLIC LIBRARY,Town,"2,255",-1,-2,-1,-1,-1,-2,-1,-1,-1
TX0203,ECTOR COUNTY LIBRARY,City,"161,091",164,117,15,14,"5,289","1,700",122,"3,301",18
TX0204,STERLING MUNICIPAL LIBRARY,City,"82,480",445,288,59,59,"13,463","11,684",815,444,39
TX0205,OLNEY COMMUNITY LIBRARY AND ARTS CENTER,Town,"3,950",905,715,94,96,"9,952","7,763","1,824",0,0
TX0206,ORANGE PUBLIC LIBRARY,Suburban,"19,169",144,31,9,51,"2,984","1,596",296,"1,003",53
TX0207,CROCKETT COUNTY PUBLIC LIBRARY,Town,"3,068",78,44,2,29,"1,216",763,149,277,3
TX0208,BICENTENNIAL CITY-COUNTY LIBRARY,Rural,"1,381",164,82,2,68,"2,256",630,"1,360",250,12
TX0210,PALACIOS LIBRARY INC,Town,"10,029",388,250,125,12,"4,569","3,904",34,28,1
TX0211,PALESTINE PUBLIC LIBRARY,Town,"42,069",135,69,15,51,"2,371","1,866",385,0,0
TX0212,LOVETT MEMORIAL LIBRARY PAMPA,Town,"20,227",90,69,0,21,"2,845","2,168",677,0,0
TX0213,CARSON COUNTY PUBLIC LIBRARY,Rural,"5,746",550,171,40,119,"3,974",894,188,"2,870",220
TX0214,PARIS PUBLIC LIBRARY,Town,"24,407",120,78,0,42,"2,469","2,167",302,0,0
TX0215,SERGEANT FERNANDO DE LA ROSA MEMORIAL LIBRARY,Suburban,"30,755",7,4,2,0,"1,700","1,100",0,350,1
TX0216,BEAUMONT PUBLIC LIBRARY SYSTEM,City,"112,556",724,318,27,179,"47,097","26,150","5,132","15,302",200
TX0217,PASADENA PUBLIC LIBRARY,Suburban,"148,626",630,261,157,189,"22,646","13,556","2,177","3,400",23
TX0218,PEARSALL PUBLIC LIBRARY,Town,"7,637",83,58,6,8,"1,026",717,51,236,11
TX0219,PERRY MEMORIAL LIBRARY,Town,"9,782",40,28,0,12,698,463,235,0,0
TX0221,PHARR MEMORIAL LIBRARY,Suburban,"122,451",353,315,21,17,"5,362","4,970",198,0,0
TX0222,PILOT POINT COMMUNITY LIBRARY,Town,"6,504",184,35,3,97,"1,774",688,676,398,49
TX0223,ARTHUR TEMPLE SR MEMORIAL LIBRARY,Rural,899,4,4,0,0,160,160,0,0,0
TX0224,PITTSBURG-CAMP COUNTY PUBLIC LIBRARY,Town,"12,616",57,48,1,8,"1,013",962,39,0,0
TX0225,YOAKUM COUNTY LIBRARY,Rural,"3,099",317,188,50,30,"10,431","5,353",902,"3,200",49
TX0226,BEDFORD PUBLIC LIBRARY,Suburban,"49,187",495,259,67,145,"16,603","5,824","4,936","5,382",24
TX0227,UNGER MEMORIAL LIBRARY,Town,"29,236",37,20,0,17,"1,007",863,144,0,0
TX0228,PLANO PUBLIC LIBRARY SYSTEM,City,"288,207","3,165","2,114",77,739,"87,098","57,167","7,171","21,779",235
TX0229,PLEASANTON PUBLIC LIBRARY,Town,"25,080",98,87,7,0,"2,685","2,437",0,207,4
TX0230,WILLIAM R BILL ELLIS MEMORIAL LIBRARY,Rural,"3,105",40,20,0,16,861,548,152,161,4
TX0231,PORT ARTHUR PUBLIC LIBRARY,City,"55,724",212,160,39,10,"4,264","3,377",310,42,3
TX0232,PORT ISABEL PUBLIC LIBRARY,Town,"6,946",70,38,32,0,"2,053","1,413",0,0,0
TX0233,CALHOUN COUNTY PUBLIC LIBRARY,Town,"19,727",446,136,10,300,"4,659","2,693","1,845",0,0
TX0234,EFFIE & WILTON HEBERT PUBLIC LIBRARY,Suburban,"13,416",250,38,51,141,"4,790","2,297","1,501",648,20
TX0235,BELL/WHITTINGTON PUBLIC LIBRARY,Suburban,"30,031",309,231,40,28,"20,183","14,138",314,"4,202",10
TX0236,POST PUBLIC LIBRARY,Town,"3,046",29,11,5,3,433,156,69,187,10
TX0237,JOE BARNHART BEE COUNTY LIBRARY,Town,"24,036",426,307,99,0,"2,719","1,739",0,676,20
TX0238,POTEET PUBLIC LIBRARY,Town,"6,700",82,24,0,58,"3,364","2,578",786,0,0
TX0239,THOMPSON SAWYER PUBLIC LIBRARY,Rural,"3,552",6,4,2,0,128,104,0,0,0
TX0240,QUEMADO PUBLIC LIBRARY,Rural,"14,949",17,11,0,0,652,347,0,305,6
TX0241,QUITMAN PUBLIC LIBRARY,Town,"6,729",150,50,4,56,"2,770",102,852,"1,804",40
TX0244,DENNIS M O'CONNOR PUBLIC LIBRARY,Town,"6,756",5,5,0,0,122,122,0,0,0
TX0245,RICHARDSON PUBLIC LIBRARY,City,"116,382",835,322,36,439,"43,311","11,068","16,242","15,407",38
TX0246,RICHLAND HILLS PUBLIC LIBRARY,Suburban,"8,484",99,36,1,40,"7,259",531,"1,072","5,306",22
TX0247,FORT BEND COUNTY LIBRARIES,Suburban,"816,175","2,090",989,110,989,"66,807","52,528","12,149","1,761",2
TX0248,BELLAIRE CITY LIBRARY,Suburban,"16,983",90,71,5,5,"1,637","1,367",93,150,9
TX0249,RIO HONDO PUBLIC LIBRARY,Town,"2,752",12,5,4,3,65,28,21,0,0
TX0251,ROANOKE PUBLIC LIBRARY,Suburban,"9,878",383,128,44,201,"8,274","4,905","1,988",963,10
TX0252,COKE COUNTY LIBRARY,Rural,"3,321",24,0,0,0,301,0,0,301,24
TX0254,LUCY HILL PATTERSON MEMORIAL LIBRARY,Town,"5,398",37,17,4,16,614,212,382,0,0
TX0255,ARANSAS COUNTY PUBLIC LIBRARY,Town,"23,829",152,120,0,32,"3,300","3,148",152,0,0
TX0256,ROCKWALL COUNTY LIBRARY,Suburban,"96,350",724,394,16,289,"18,391","16,300","1,398",291,25
TX0257,ROTAN PUBLIC LIBRARY,Rural,-3,,-6,,,,-6,,,
TX0257,ROTAN PUBLIC LIBRARY,Rural,-3,-3,,-3,-3,-3,,-3,-3,-3
TX0258,BELLVILLE PUBLIC LIBRARY,Town,"4,108",80,72,8,0,"1,826","1,715",0,0,0
TX0259,ROUND ROCK PUBLIC LIBRARY SYSTEM,City,"123,876",699,430,41,160,"20,069","11,917","2,306","5,352",68
TX0260,SINGLETARY MEMORIAL LIBRARY,Town,"3,742",71,67,2,2,"1,177","1,105",36,0,0
TX0262,TOM GREEN COUNTY LIBRARY SYSTEM,City,"119,411","1,299",336,218,395,"15,095","6,013","1,602","6,729",350
