FSCS Key,Library Name,Locale,Service Area Population,Central Library,Branch Library,Bookmobiles
TX0037,EULESS PUBLIC LIBRARY,Suburban,"60,500",1,0,0
TX0039,FAIRFIELD LIBRARY,Town,"9,028",1,0,0
TX0040,ED RACHAL MEMORIAL LIBRARY,Town,"6,994",1,0,0
TX0041,FARMERS BRANCH MANSKE PUBLIC LIBRARY,Suburban,"36,442",1,0,0
TX0042,CHARLES J RIKE MEMORIAL LIBRARY,Town,"4,425",1,0,0
TX0043,FERRIS PUBLIC LIBRARY,Suburban,"2,857",1,0,0
TX0044,FLORENCE PUBLIC LIBRARY,Rural,"1,201",1,0,0
TX0045,WILSON COUNTY PUBLIC LIBRARIES,Town,"51,257",1,3,0
TX0046,ED & HAZEL RICHMOND PUBLIC LIBRARY,Town,"11,392",1,0,0
TX0047,FLOYD COUNTY LIBRARY,Town,"5,350",1,1,0
TX0048,JEFF DAVIS COUNTY LIBRARY,Rural,"1,949",1,0,0
TX0049,FORT STOCKTON PUBLIC LIBRARY,Town,"10,699",1,0,0
TX0050,FORT WORTH PUBLIC LIBRARY,City,"935,508",1,17,0
TX0052,PIONEER MEMORIAL LIBRARY,Town,"26,484",1,0,0
TX0053,FRIENDSWOOD PUBLIC LIBRARY,Suburban,"45,254",1,0,0
TX0054,FRIONA PUBLIC LIBRARY,Town,"4,144",1,0,0
TX0055,COOKE COUNTY LIBRARY,Town,"39,143",1,0,0
TX0056,ROSENBERG LIBRARY,Town,"60,648",1,0,0
TX0057,ARCHER PUBLIC LIBRARY,Rural,"8,681",1,0,0
TX0058,NICHOLSON MEMORIAL LIBRARY SYSTEM,Suburban,"242,035",1,3,0
TX0060,GATESVILLE PUBLIC LIBRARY,Town,"8,523",1,0,0
TX0061,LIVE OAK COUNTY LIBRARY,Rural,"10,131",1,1,0
TX0062,GEORGETOWN PUBLIC LIBRARY,City,"75,420",1,0,1
TX0063,GIDDINGS PUBLIC LIBRARY,Town,"5,067",1,0,0
TX0064,UPSHUR COUNTY LIBRARY,Town,"41,774",1,0,0
TX0065,LEE - BARDWELL PUBLIC LIBRARY,Suburban,-3,-3,-3,-3
TX0068,ARLINGTON PUBLIC LIBRARY SYSTEM,City,"392,786",1,6,0
TX0069,LIBRARY OF GRAHAM,Town,"8,765",1,0,0
TX0070,HOOD COUNTY PUBLIC LIBRARY,Town,"64,222",1,0,0
TX0071,GRAND PRAIRIE PUBLIC LIBRARY SYSTEM,Suburban,"197,347",1,2,0
TX0072,GRAND SALINE PUBLIC LIBRARY,Town,"3,165",1,0,0
TX0073,GRAPEVINE PUBLIC LIBRARY,City,"50,872",1,0,1
TX0074,W WALWORTH HARRISON PUBLIC LIBRARY,Town,"29,578",1,0,0
TX0075,GROESBECK PUBLIC LIBRARY,Town,"7,660",1,0,0
TX0076,GROVES PUBLIC LIBRARY,Suburban,"16,915",1,0,0
TX0077,GROVETON PUBLIC LIBRARY,Rural,913,1,0,0
TX0078,STONEWALL COUNTY LIBRARY,Rural,"1,217",1,0,0
TX0079,GRUVER CITY LIBRARY,Rural,"1,130",1,0,0
TX0080,HALE CENTER PUBLIC LIBRARY INC,Rural,"2,984",1,0,0
TX0081,FRIENCH SIMPSON MEMORIAL LIBRARY,Rural,"2,742",1,0,0
TX0082,HALTOM CITY PUBLIC LIBRARY,Suburban,"45,746",1,0,0
TX0083,HAMILTON PUBLIC LIBRARY,Town,"8,222",1,0,0
TX0084,STEWART C MEYER LIBRARY,Suburban,"33,560",1,0,0
TX0085,HARLINGEN PUBLIC LIBRARY,City,"98,080",1,0,0
TX0086,HASKELL COUNTY LIBRARY,Town,"5,373",1,0,0
TX0089,HENDERSON COUNTY CLINT W MURCHISON MEMORIAL LIBRARY,Town,"23,201",1,0,0
TX0090,WALLER COUNTY LIBRARY,Town,"59,781",1,1,0
TX0091,RUSK COUNTY LIBRARY SYSTEM,Town,"49,475",1,4,0
TX0092,EDWARDS PUBLIC LIBRARY,Town,"10,263",1,0,0
TX0093,DEAF SMITH COUNTY LIBRARY,Town,"18,329",1,0,0
TX0094,HIGHLAND PARK LIBRARY,Suburban,"8,747",1,0,0
TX0095,HILLSBORO CITY LIBRARY,Town,"8,305",1,0,0
TX0096,GENEVIEVE MILLER HITCHCOCK PUBLIC LIBRARY,Suburban,"8,442",1,0,0
TX0097,HONDO PUBLIC LIBRARY,Town,"8,387",1,0,0
TX0098,HONEY GROVE LIBRARY & LEARNING CENTER,Rural,"1,753",1,0,0
TX0099,HOUSTON PUBLIC LIBRARY,City,"2,288,250",1,36,1
TX0100,ATLANTA PUBLIC LIBRARY,Town,"5,409",1,0,0
TX0101,HARRIS COUNTY PUBLIC LIBRARY,City,"2,198,951",0,28,4
TX0102,HOWE COMMUNITY LIBRARY,Rural,"9,449",1,0,0
TX0103,HUNTSVILLE PUBLIC LIBRARY,Town,"30,208",1,0,0
TX0104,HURST PUBLIC LIBRARY,Suburban,"40,055",1,0,0
TX0105,IMPERIAL PUBLIC LIBRARY,Rural,"1,712",1,0,0
TX0106,INGLESIDE PUBLIC LIBRARY,Town,"14,474",1,0,0
TX0107,TOM BURNETT MEMORIAL LIBRARY,Town,"6,547",1,0,0
TX0108,IRAAN PUBLIC LIBRARY,Rural,"2,707",1,0,0
TX0109,IRVING PUBLIC LIBRARY,City,"254,198",0,3,0
TX0110,ABILENE PUBLIC LIBRARY,City,"125,070",1,2,0
TX0111,AUSTIN PUBLIC LIBRARY,City,"964,177",1,21,1
TX0112,GLADYS JOHNSON RITCHIE PUBLIC LIBRARY,Town,"8,712",1,0,0
TX0114,JASPER PUBLIC LIBRARY,Town,"7,285",1,0,0
TX0115,KENT COUNTY LIBRARY,Rural,749,1,0,0
TX0116,JOHNSON CITY LIBRARY,Rural,"5,359",1,0,0
TX0117,JOURDANTON COMMUNITY LIBRARY,Town,"9,602",1,0,0
TX0118,KIMBLE COUNTY LIBRARY,Town,"4,365",1,0,0
TX0119,KAUFMAN COUNTY LIBRARY,Rural,"22,789",1,0,0
TX0120,KELLER PUBLIC LIBRARY,Suburban,"45,397",1,0,0
TX0121,AZLE MEMORIAL LIBRARY,Suburban,"19,950",1,0,0
TX0122,KENDALIA PUBLIC LIBRARY,Rural,"4,865",1,0,0
TX0123,KENEDY PUBLIC LIBRARY,Town,"6,367",1,0,0
TX0124,WINKLER COUNTY LIBRARY,Town,"7,415",1,1,0
TX0125,BUTT-HOLDSWORTH MEMORIAL LIBRARY,Town,"24,477",1,1,0
TX0126,KILGORE PUBLIC LIBRARY,Town,"15,862",1,0,0
TX0127,KILLEEN CITY LIBRARY SYSTEM,City,"156,261",1,1,0
TX0128,ROBERT J KLEBERG PUBLIC LIBRARY,Town,"30,975",1,0,0
TX0129,KIRBYVILLE PUBLIC LIBRARY,Rural,"3,582",1,0,0
TX0130,KOUNTZE PUBLIC LIBRARY,Rural,"7,786",1,0,0
TX0131,KYLE PUBLIC LIBRARY,Suburban,"68,696",1,0,0
TX0133,BAILEY H DUNLAP MEMORIAL LIBRARY,Suburban,"9,292",1,0,0
TX0134,FAYETTE PUBLIC LIBRARY,Town,"4,423",1,0,0
TX0135,LA MARQUE PUBLIC LIBRARY,Suburban,"21,307",1,0,0
TX0136,LAGUNA VISTA PUBLIC LIBRARY,Town,"4,916",1,0,0
TX0137,LAKE DALLAS LIBRARY,Suburban,"7,708",1,0,0
TX0138,MARY LOU REDDICK PUBLIC LIBRARY,Suburban,"4,674",1,0,0
TX0139,DAWSON COUNTY PUBLIC LIBRARY,Town,"12,413",1,0,0
TX0140,LAMPASAS PUBLIC LIBRARY,Town,"7,517",1,0,0
TX0141,LAREDO PUBLIC LIBRARY,City,"256,153",1,3,1
TX0142,HELEN HALL LIBRARY,Suburban,"131,379",1,0,0
TX0143,CARNEGIE LIBRARY OF BALLINGER,Town,"5,247",1,0,0
TX0144,LEON VALLEY PUBLIC LIBRARY,Suburban,"11,463",1,0,0
TX0145,HOCKLEY COUNTY MEMORIAL LIBRARY,Town,"20,098",1,0,0
TX0146,LEWISVILLE PUBLIC LIBRARY,Suburban,"157,409",1,0,0
TX0147,LIBERTY MUNICIPAL LIBRARY,Town,"8,539",1,0,0
TX0148,LAMB COUNTY LIBRARY,Town,"7,924",1,0,0
TX0149,LIVINGSTON MUNICIPAL LIBRARY,Town,"5,829",1,0,0
TX0150,LLANO COUNTY LIBRARY SYSTEM,Town,"21,958",1,2,0
TX0151,DR EUGENE CLARK LIBRARY,Town,"14,844",1,0,0
TX0152,LONGVIEW PUBLIC LIBRARY,City,"101,208",1,1,0
TX0153,ETHEL L WHIPPLE MEMORIAL LIBRARY,Suburban,"11,116",1,0,0
TX0154,BANDERA COUNTY LIBRARY,Rural,"7,139",1,0,0
TX0155,LUBBOCK PUBLIC LIBRARY,City,"293,985",1,3,0
TX0156,KURTH MEMORIAL LIBRARY,Town,"34,074",1,0,0
TX0157,JB NICKELLS MEMORIAL LIBRARY,Town,"5,518",1,0,0
TX0158,LYTLE PUBLIC LIBRARY,Town,"5,783",1,0,0
TX0159,MADISON COUNTY LIBRARY,Town,"11,525",1,0,0
TX0160,RED WALLER COMMUNITY LIBRARY,Town,"9,407",1,0,0
TX0161,MANSFIELD PUBLIC LIBRARY,Suburban,"74,368",1,0,0
TX0162,MARFA PUBLIC LIBRARY,Rural,"2,127",1,0,0
TX0163,PAULINE AND JANE CHILTON MEMORIAL MARLIN PUBLIC LIBRARY,Town,"5,543",1,0,0
TX0164,MARSHALL PUBLIC LIBRARY,Town,"61,463",1,0,0
TX0166,MASON COUNTY M BEVEN ECKERT MEMORIAL LIBRARY,Rural,"3,943",1,0,0
TX0167,MOTLEY COUNTY LIBRARY,Rural,"1,067",1,0,0
TX0168,MATHIS PUBLIC LIBRARY,Town,"6,367",1,0,0
TX0170,UPTON COUNTY PUBLIC LIBRARY,Rural,"1,487",1,0,0
TX0171,MCKINNEY PUBLIC LIBRARY SYSTEM,Suburban,"202,690",1,1,0
TX0172,LOVETT MEMORIAL LIBRARY MCLEAN,Rural,803,1,0,0
TX0173,MEMPHIS PUBLIC LIBRARY,Rural,"2,845",1,0,0
TX0174,MENARD PUBLIC LIBRARY,Rural,"1,982",1,0,0
TX0175,TEINERT MEMORIAL PUBLIC LIBRARY,Town,"1,643",1,0,0
TX0176,DR HECTOR P GARCIA MEMORIAL LIBRARY,Suburban,"25,063",1,0,0
TX0177,MESQUITE PUBLIC LIBRARY,Suburban,"147,691",1,1,0
TX0178,GIBBS MEMORIAL LIBRARY,Town,"14,450",1,0,0
TX0179,MIDLAND COUNTY PUBLIC LIBRARY,City,"167,969",1,1,1
TX0180,AH MEADOWS LIBRARY,Suburban,"51,507",1,0,0
TX0181,BOYCE DITTO PUBLIC LIBRARY,Town,"28,847",1,0,0
TX0182,SPEER MEMORIAL LIBRARY,City,"132,478",1,0,0
TX0183,WARD COUNTY LIBRARY,Town,"11,194",1,2,0
TX0184,BASTROP PUBLIC LIBRARY,Town,"10,434",1,0,0
TX0186,COCHRAN COUNTY LOVE MEMORIAL LIBRARY,Rural,"2,516",1,0,0
TX0188,MOUNT PLEASANT PUBLIC LIBRARY,Town,"16,079",1,0,0
TX0189,FRANKLIN COUNTY LIBRARY,Town,"10,464",1,0,0
TX0190,MUENSTER PUBLIC LIBRARY,Rural,"3,101",1,0,0
TX0191,MULESHOE AREA PUBLIC LIBRARY,Town,"6,835",1,0,0
TX0192,MUNDAY CITY-COUNTY LIBRARY,Rural,"3,351",1,0,0
TX0193,JUDY B MCDONALD PUBLIC LIBRARY,Town,"32,118",1,0,0
TX0194,NAVASOTA PUBLIC LIBRARY,Town,"30,287",1,0,0
TX0195,BAY CITY PUBLIC LIBRARY,Town,"26,315",1,1,0
TX0196,MARION & ED HUGHES PUBLIC LIBRARY,Suburban,"18,331",1,0,0
TX0198,NEW BOSTON PUBLIC LIBRARY,Town,"4,579",1,0,0
TX0199,NEW BRAUNFELS PUBLIC LIBRARY,City,"98,857",1,1,1
TX0200,NOCONA PUBLIC LIBRARY,Town,"7,330",1,0,0
TX0201,NORTH RICHLAND HILLS PUBLIC LIBRARY,Suburban,"70,209",1,0,0
TX0202,ODEM PUBLIC LIBRARY,Town,"2,255",1,0,0
TX0203,ECTOR COUNTY LIBRARY,City,"161,091",1,0,0
TX0204,STERLING MUNICIPAL LIBRARY,City,"82,480",1,0,0
TX0205,OLNEY COMMUNITY LIBRARY AND ARTS CENTER,Town,"3,950",1,0,0
TX0206,ORANGE PUBLIC LIBRARY,Suburban,"19,169",1,0,0
TX0207,CROCKETT COUNTY PUBLIC LIBRARY,Town,"3,068",1,0,0
TX0208,BICENTENNIAL CITY-COUNTY LIBRARY,Rural,"1,381",1,0,0
TX0210,PALACIOS LIBRARY INC,Town,"10,029",1,1,0
TX0211,PALESTINE PUBLIC LIBRARY,Town,"42,069",1,0,0
TX0212,LOVETT MEMORIAL LIBRARY PAMPA,Town,"20,227",1,0,0
TX0213,CARSON COUNTY PUBLIC LIBRARY,Rural,"5,746",1,3,0
TX0214,PARIS PUBLIC LIBRARY,Town,"24,407",1,0,0
TX0215,SERGEANT FERNANDO DE LA ROSA MEMORIAL LIBRARY,Suburban,"30,755",1,0,0
TX0216,BEAUMONT PUBLIC LIBRARY SYSTEM,City,"112,556",1,5,0
TX0217,PASADENA PUBLIC LIBRARY,Suburban,"148,626",1,1,0
TX0218,PEARSALL PUBLIC LIBRARY,Town,"7,637",1,0,0
TX0219,PERRY MEMORIAL LIBRARY,Town,"9,782",1,0,0
TX0221,PHARR MEMORIAL LIBRARY,Suburban,"122,451",1,1,0
TX0222,PILOT POINT COMMUNITY LIBRARY,Town,"6,504",1,0,0
TX0223,ARTHUR TEMPLE SR MEMORIAL LIBRARY,Rural,899,1,0,0
TX0224,PITTSBURG-CAMP COUNTY PUBLIC LIBRARY,Town,"12,616",1,0,0
TX0225,YOAKUM COUNTY LIBRARY,Rural,"3,099",1,0,0
TX0226,BEDFORD PUBLIC LIBRARY,Suburban,"49,187",1,0,0
TX0227,UNGER MEMORIAL LIBRARY,Town,"29,236",1,0,0
TX0228,PLANO PUBLIC LIBRARY SYSTEM,City,"288,207",1,4,0
TX0229,PLEASANTON PUBLIC LIBRARY,Town,"25,080",1,0,0
TX0230,WILLIAM R BILL ELLIS MEMORIAL LIBRARY,Rural,"3,105",1,0,0
TX0231,PORT ARTHUR PUBLIC LIBRARY,City,"55,724",1,0,0
TX0232,PORT ISABEL PUBLIC LIBRARY,Town,"6,946",1,0,0
TX0233,CALHOUN COUNTY PUBLIC LIBRARY,Town,"19,727",1,3,0
TX0234,EFFIE & WILTON HEBERT PUBLIC LIBRARY,Suburban,"13,416",1,0,0
TX0235,BELL/WHITTINGTON PUBLIC LIBRARY,Suburban,"30,031",1,0,0
TX0236,POST PUBLIC LIBRARY,Town,"3,046",1,0,0
TX0237,JOE BARNHART BEE COUNTY LIBRARY,Town,"24,036",1,0,0
TX0238,POTEET PUBLIC LIBRARY,Town,"6,700",1,0,0
TX0239,THOMPSON SAWYER PUBLIC LIBRARY,Rural,"3,552",1,0,0
TX0240,QUEMADO PUBLIC LIBRARY,Rural,"14,949",1,0,0
TX0241,QUITMAN PUBLIC LIBRARY,Town,"6,729",1,0,0
TX0244,DENNIS M O'CONNOR PUBLIC LIBRARY,Town,"6,756",1,0,0
TX0245,RICHARDSON PUBLIC LIBRARY,City,"116,382",1,0,0
TX0246,RICHLAND HILLS PUBLIC LIBRARY,Suburban,"8,484",1,0,0
TX0247,FORT BEND COUNTY LIBRARIES,Suburban,"816,175",1,12,0
TX0248,BELLAIRE CITY LIBRARY,Suburban,"16,983",1,0,0
TX0249,RIO HONDO PUBLIC LIBRARY,Town,"2,752",1,0,0
TX0251,ROANOKE PUBLIC LIBRARY,Suburban,"9,878",1,0,0
TX0252,COKE COUNTY LIBRARY,Rural,"3,321",1,0,0
TX0254,LUCY HILL PATTERSON MEMORIAL LIBRARY,Town,"5,398",1,0,0
TX0255,ARANSAS COUNTY PUBLIC LIBRARY,Town,"23,829",1,0,0
TX0256,ROCKWALL COUNTY LIBRARY,Suburban,"96,350",1,0,0
TX0257,ROTAN PUBLIC LIBRARY,Rural,-3,-3,-3,-3
TX0258,BELLVILLE PUBLIC LIBRARY,Town,"4,108",1,0,0
TX0259,ROUND ROCK PUBLIC LIBRARY SYSTEM,City,"123,876",1,0,0
TX0260,SINGLETARY MEMORIAL LIBRARY,Town,"3,742",1,0,0
TX0262,TOM GREEN COUNTY LIBRARY SYSTEM,City,"119,411",1,2,0
TX0263,SAN ANTONIO PUBLIC LIBRARY,City,"1,814,307",1,29,0
TX0264,SAN AUGUSTINE PUBLIC LIBRARY,Rural,"7,922",1,0,0
TX0265,SAN BENITO PUBLIC LIBRARY,Suburban,"33,791",1,0,0
TX0266,SAN MARCOS PUBLIC LIBRARY,City,"90,968",1,0,0
TX0267,RYLANDER MEMORIAL LIBRARY,Town,"5,827",1,0,0
TX0268,LENA ARMSTRONG PUBLIC LIBRARY,Suburban,"23,845",1,0,0
TX0269,TERRELL COUNTY PUBLIC LIBRARY,Rural,724,1,0,0
TX0271,MAE S BRUCE LIBRARY,Suburban,"14,567",1,0,0
TX0272,SCHERTZ PUBLIC LIBRARY,Suburban,"121,698",1,0,0
TX0273,VIRGIL & JOSEPHINE GORDON MEMORIAL LIBRARY,Town,"11,123",1,0,0
TX0274,SEGUIN PUBLIC LIBRARY,Town,"45,444",1,0,0
TX0275,GAINES COUNTY LIBRARY,Town,"21,895",1,1,0
TX0276,BAYLOR COUNTY FREE LIBRARY,Rural,"3,477",1,0,0
TX0277,SHAMROCK COMMUNITY LIBRARY,Rural,"4,946",1,0,0
TX0278,REAGAN COUNTY LIBRARY,Town,"3,253",1,0,0
TX0279,SHEPHERD PUBLIC LIBRARY,Rural,"2,045",1,0,0
TX0281,SHERMAN PUBLIC LIBRARY,City,"44,873",1,0,0
TX0282,SILSBEE PUBLIC LIBRARY,Town,"12,775",1,0,0
TX0283,SINTON PUBLIC LIBRARY,Town,"8,134",1,0,0
TX0285,SMITHVILLE PUBLIC LIBRARY,Town,"13,151",1,0,0
TX0286,SCURRY COUNTY LIBRARY,Town,"16,824",1,0,0
TX0287,SUTTON COUNTY LIBRARY,Town,"3,319",1,0,0
TX0288,HOWARD COUNTY LIBRARY,Town,"34,128",1,0,0
TX0289,ALMA M CARPENTER PUBLIC LIBRARY,Rural,"3,342",1,0,0
TX0290,HANSFORD COUNTY LIBRARY,Town,"5,159",1,0,0
TX0292,STAMFORD CARNEGIE LIBRARY,Town,"2,907",1,0,0
TX0294,STEPHENVILLE PUBLIC LIBRARY,Town,"21,199",1,0,0
TX0295,SHERMAN COUNTY PUBLIC LIBRARY,Rural,"2,798",1,0,0
TX0296,SULPHUR SPRINGS PUBLIC LIBRARY,Town,-1,1,0,0
TX0297,COUNTY-CITY LIBRARY,Town,"14,597",1,0,0
TX0298,TAFT PUBLIC LIBRARY,Town,"2,801",1,0,0
TX0299,CITY COUNTY LIBRARY,Town,"5,688",1,0,0
TX0300,TAYLOR PUBLIC LIBRARY,Town,"16,807",1,0,0
TX0301,TEAGUE PUBLIC LIBRARY,Town,"10,746",1,0,0
TX0302,TEMPLE PUBLIC LIBRARY,City,"85,416",1,0,1
TX0303,RITER C HULSEY PUBLIC LIBRARY,Town,"57,343",1,0,0
TX0304,TEXARKANA PUBLIC LIBRARY,City,"36,017",1,0,0
TX0305,MOORE MEMORIAL PUBLIC LIBRARY,Suburban,"61,819",1,0,0
TX0306,THE COLONY PUBLIC LIBRARY,Suburban,"62,924",1,0,0
TX0308,PATRICK HEATH PUBLIC LIBRARY,Town,"25,605",1,0,0
TX0309,SWISHER COUNTY LIBRARY,Town,"7,008",1,0,0
TX0310,TYLER PUBLIC LIBRARY,City,"107,192",1,0,0
TX0311,EL PROGRESO MEMORIAL LIBRARY,Town,"20,275",1,0,0
TX0312,VAN ALSTYNE PUBLIC LIBRARY,Town,"7,797",1,0,0
TX0313,VAN HORN CITY COUNTY LIBRARY,Rural,"2,193",1,0,0
TX0314,CARNEGIE CITY-COUNTY LIBRARY,Town,"12,731",1,0,0
TX0315,VICTORIA PUBLIC LIBRARY,City,"90,964",1,0,0
TX0316,VIDOR PUBLIC LIBRARY,Suburban,"9,712",1,0,0
TX0317,WACO-MCLENNAN COUNTY LIBRARY,City,"219,928",1,3,0
TX0319,BONHAM PUBLIC LIBRARY,Town,"10,559",1,0,0
TX0320,AUSTIN COUNTY LIBRARY SYSTEM,Rural,"15,149",1,2,0
TX0321,NICHOLAS P SIMS LIBRARY & LYCEUM,Suburban,"43,368",1,0,0
TX0322,WEATHERFORD PUBLIC LIBRARY,Town,"116,118",1,0,0
TX0323,WEIMAR PUBLIC LIBRARY,Rural,"3,229",1,0,0
TX0324,COLLINGSWORTH PUBLIC LIBRARY,Rural,"2,615",1,0,0
TX0325,MAYOR JOE V SANCHEZ PUBLIC LIBRARY,Suburban,"63,031",1,0,0
TX0326,WHARTON COUNTY LIBRARY,Town,"41,721",1,3,0
TX0327,WHEELER PUBLIC LIBRARY,Rural,"4,990",1,0,0
TX0328,HUTCHINSON COUNTY LIBRARY,Town,"20,495",1,2,0
TX0329,WHITE SETTLEMENT PUBLIC LIBRARY,Suburban,"18,084",1,0,0
TX0330,WHITESBORO PUBLIC LIBRARY,Town,"6,366",1,0,0
TX0331,WHITEWRIGHT PUBLIC LIBRARY,Rural,"2,638",1,0,0
TX0332,WICHITA FALLS PUBLIC LIBRARY,City,"102,988",1,0,0
TX0334,WINTERS PUBLIC LIBRARY,Town,"4,696",1,0,0
TX0335,WOLFE CITY PUBLIC LIBRARY,Rural,"3,340",1,0,0
TX0337,RITA & TRUETT SMITH PUBLIC LIBRARY,Suburban,"68,440",1,0,0
TX0338,CARL & MARY WELHAUSEN LIBRARY,Town,"5,923",1,0,0
TX0339,BOWIE PUBLIC LIBRARY,Town,"17,551",1,0,0
TX0340,YORKTOWN PUBLIC LIBRARY,Rural,"1,811",1,0,0
TX0342,BALCH SPRINGS LIBRARY - LEARNING CENTER,Suburban,"27,160",1,0,0
TX0343,BUDA PUBLIC LIBRARY,Suburban,"20,750",1,0,0
TX0344,BUNA PUBLIC LIBRARY,Rural,"9,150",1,0,0
TX0347,PFLUGERVILLE PUBLIC LIBRARY,Suburban,"66,884",1,0,0
TX0349,OLGA V FIGUEROA ZAPATA COUNTY PUBLIC LIBRARY,Town,"13,908",1,0,0
TX0350,ZULA B WYLIE PUBLIC LIBRARY IN CEDAR HILL,Suburban,"48,557",1,0,0
TX0351,COZBY LIBRARY AND COMMUNITY COMMONS,Suburban,"42,223",1,0,0
TX0352,DESOTO PUBLIC LIBRARY,Suburban,"55,729",1,0,0
TX0353,HIGGINS PUBLIC LIBRARY,Rural,568,1,0,0
TX0354,HUTCHINS-ATWELL PUBLIC LIBRARY,Suburban,"5,566",1,0,0
TX0355,IDALOU COMMUNITY LIBRARY,Rural,"2,193",1,0,0
TX0356,MCCULLOCH COUNTY LIBRARY,Town,"7,533",1,0,0
TX0357,LAKE TRAVIS COMMUNITY LIBRARY,Suburban,"49,699",1,0,1
TX0358,LANCASTER VETERANS MEMORIAL LIBRARY,Suburban,"40,728",1,0,1
TX0360,ROWLETT PUBLIC LIBRARY,Suburban,"63,671",1,0,0
TX0361,SACHSE PUBLIC LIBRARY,Suburban,"29,042",1,0,0
TX0362,SEAGOVILLE PUBLIC LIBRARY,Suburban,"18,805",1,0,0
TX0364,SLATON CITY LIBRARY,Town,"6,546",1,0,0
TX0365,SPRINGTOWN PUBLIC LIBRARY,Town,"11,557",1,0,0
TX0366,DORIS PADGETT LIBRARY,Rural,"8,062",1,0,0
TX0368,TAWAKONI AREA PUBLIC LIBRARY,Town,"4,590",1,0,0
TX0369,WATAUGA PUBLIC LIBRARY,Suburban,"23,313",1,0,0
TX0370,WESTBANK COMMUNITY LIBRARY DISTRICT,Suburban,"25,371",1,1,0
TX0371,GILLIAM MEMORIAL PUBLIC LIBRARY,Suburban,"5,332",1,0,0
TX0372,GILBREATH MEMORIAL LIBRARY,Town,"9,622",1,0,0
TX0373,HEWITT PUBLIC LIBRARY,Suburban,"25,414",1,0,0
TX0374,LEONARD PUBLIC LIBRARY,Rural,"2,039",1,0,0
TX0376,UNIVERSAL CITY PUBLIC LIBRARY,Suburban,"19,808",1,0,0
TX0377,NANCY CAROL ROBERTS MEMORIAL LIBRARY,Town,"18,117",1,0,0
TX0378,BOOKER SCHOOL/PUBLIC LIBRARY,Rural,"1,602",1,0,0
TX0380,ALVORD PUBLIC LIBRARY,Rural,"6,040",1,0,0
TX0381,OLDHAM COUNTY PUBLIC LIBRARY,Rural,"1,717",1,0,0
TX0382,SANGER PUBLIC LIBRARY,Town,"13,116",1,0,0
TX0383,CHARLOTTE PUBLIC LIBRARY,Rural,"3,615",1,0,0
TX0384,DRIPPING SPRINGS COMMUNITY LIBRARY,Rural,"52,117",1,0,0
TX0385,BRIDGEPORT PUBLIC LIBRARY,Town,"25,173",1,0,0
TX0386,FOARD COUNTY LIBRARY,Rural,"1,080",1,0,0
TX0387,AUBREY AREA LIBRARY,Town,"21,919",1,0,0
TX0388,WEST PUBLIC LIBRARY,Town,"4,029",1,0,0
TX0389,KRUM PUBLIC LIBRARY,Town,"8,142",1,0,0
TX0391,MAMMEN FAMILY PUBLIC LIBRARY,Rural,"38,237",1,0,0
TX0392,COLDSPRING AREA PUBLIC LIBRARY INC,Rural,777,1,0,0
TX0393,KENDRICK MEMORIAL LIBRARY,Town,"11,754",1,0,0
TX0394,WHITEHOUSE COMMUNITY LIBRARY,Suburban,"8,734",1,0,0
TX0395,FLOWER MOUND PUBLIC LIBRARY,Suburban,"107,750",1,0,0
TX0396,GOLIAD COUNTY LIBRARY,Rural,"7,169",1,0,0
TX0397,FOREST HILL PUBLIC LIBRARY,Suburban,"13,818",1,0,0
TX0398,EVERMAN PUBLIC LIBRARY,Suburban,"6,067",1,0,0
TX0400,SALADO PUBLIC LIBRARY DISTRICT,Rural,"9,734",1,0,0
TX0401,LAKE WHITNEY LIBRARY,Rural,"2,033",1,0,0
TX0402,BROWNSVILLE PUBLIC LIBRARY,City,"256,135",1,1,0
TX0403,CITY OF WOLFFORTH LIBRARY,Suburban,"6,767",1,0,0
TX0405,GUTHRIE CSD & KING COUNTY CONSOLIDATED LIBRARY,Rural,258,1,0,0
TX0406,ALICIA SALINAS PUBLIC LIBRARY,Town,"24,133",1,1,0
TX0407,BROWNWOOD COMMUNITY LIBRARY,Town,"38,192",1,1,0
TX0408,BRYAN+COLLEGE STATION PUBLIC LIBRARY SYSTEM,City,"206,885",1,3,0
TX0409,BUFFALO PUBLIC LIBRARY,Rural,"1,767",1,0,0
TX0410,BURKBURNETT LIBRARY,Town,"10,975",1,0,0
TX0411,BURLESON PUBLIC LIBRARY,Suburban,"51,618",1,0,0
TX0412,BURNET COUNTY LIBRARY SYSTEM,Town,"50,954",1,4,0
TX0413,HARRIE P WOODSON MEMORIAL LIBRARY,Town,"4,109",1,0,0
TX0414,CAMERON PUBLIC LIBRARY,Town,"5,352",1,0,0
TX0415,HEMPHILL COUNTY LIBRARY,Town,"3,271",1,0,0
TX0416,ALLEN PUBLIC LIBRARY,Suburban,"106,874",1,0,0
TX0417,VAN ZANDT COUNTY LIBRARY,Town,"22,878",1,0,0
TX0418,CANYON AREA LIBRARY,Town,"42,822",1,0,0
TX0419,TYE PRESTON MEMORIAL LIBRARY,Rural,"31,128",1,0,0
TX0420,DIMMIT COUNTY PUBLIC LIBRARY,Town,"8,473",1,0,0
TX0421,CARROLLTON PUBLIC LIBRARY,Suburban,"165,500",1,1,0
TX0422,SAMMY BROWN LIBRARY,Town,"22,675",1,0,0
TX0423,CASTROVILLE PUBLIC LIBRARY,Town,"3,005",1,0,0
