FSCS Key,Library Name,Locale,Service Area Population,Central Library,Branch Library,Bookmobiles
NH0008,HOLLIS SOCIAL LIBRARY,Rural,"8,478",1,0,0
NH0009,HOOKSETT PUBLIC LIBRARY,Suburban,"14,537",1,0,0
NH0010,HOPKINTON TOWN LIBRARY,Rural,"5,986",1,0,0
NH0011,GEORGE H. AND ELLA M. RODGERS MEMORIAL LIBRARY,Suburban,"25,881",1,0,0
NH0012,KIMBALL LIBRARY,Suburban,"7,271",1,0,0
NH0013,JACKSON PUBLIC LIBRARY,Rural,"1,039",1,0,0
NH0014,JAFFREY PUBLIC LIBRARY,Town,"5,395",1,0,0
NH0015,"MARC A. HURZELER, M.D. LIBRARY",Rural,"1,057",1,0,0
NH0016,KEENE PUBLIC LIBRARY,Town,"22,497",1,0,0
NH0017,KENSINGTON SOCIAL & PUBLIC LIBRARY,Rural,"2,123",1,0,0
NH0018,KINGSTON COMMUNITY LIBRARY,Rural,"6,353",1,0,0
NH0019,LACONIA PUBLIC LIBRARY,Town,"17,090",1,0,0
NH0020,WILLIAM D. WEEKS MEMORIAL LIBRARY,Rural,"3,245",1,0,0
NH0021,LEBANON PUBLIC LIBRARY,Town,"15,061",1,1,0
NH0022,LEE PUBLIC LIBRARY,Rural,"4,591",1,0,0
NH0023,GRIFFIN FREE PUBLIC LIBRARY,Rural,"6,074",1,0,0
NH0024,MINER MEMORIAL LIBRARY,Rural,"1,143",1,0,0
NH0025,LINCOLN PUBLIC LIBRARY,Rural,"1,652",1,0,0
NH0026,LISBON PUBLIC LIBRARY,Rural,"1,621",1,0,0
NH0027,AARON CUTLER MEMORIAL LIBRARY,Rural,"8,621",1,0,0
NH0028,LITTLETON PUBLIC LIBRARY,Town,"6,057",1,0,0
NH0029,LEACH LIBRARY,Suburban,"26,419",1,0,0
NH0030,MAXFIELD PUBLIC LIBRARY,Rural,"5,675",1,0,0
NH0031,CONVERSE FREE LIBRARY,Rural,"1,757",1,0,0
NH0032,J.A. TARBELL LIBRARY,Rural,"1,723",1,0,0
NH0033,MADISON LIBRARY,Rural,"2,606",1,0,0
NH0034,OSCAR FOSS MEMORIAL LIBRARY,Rural,"5,000",1,0,0
NH0035,MANCHESTER CITY LIBRARY,City,"115,954",1,1,0
NH0036,FROST FREE LIBRARY,Town,"2,110",1,0,0
NH0037,MARLOW TOWN LIBRARY,Rural,756,1,0,0
NH0038,MASON PUBLIC LIBRARY,Rural,"1,465",1,0,0
NH0039,MEREDITH PUBLIC LIBRARY,Rural,"6,741",1,0,0
NH0040,MERRIMACK PUBLIC LIBRARY,Suburban,"27,165",1,0,0
NH0041,MILAN PUBLIC LIBRARY,Rural,"1,367",1,0,0
NH0042,WILLIAM Y. WADLEIGH MEMORIAL LIBRARY,Suburban,"16,534",1,0,0
NH0043,NUTE LIBRARY,Suburban,"4,525",1,0,0
NH0044,MILTON FREE PUBLIC LIBRARY,Rural,"4,525",1,0,0
NH0045,BARRINGTON PUBLIC LIBRARY,Rural,"9,432",1,0,0
NH0046,MONROE PUBLIC LIBRARY,Rural,877,1,0,0
NH0047,DALAND MEMORIAL LIBRARY,Rural,"2,613",1,0,0
NH0048,MOULTONBOROUGH PUBLIC LIBRARY,Rural,"4,983",1,0,0
NH0049,NASHUA PUBLIC LIBRARY,City,"92,043",1,0,0
NH0050,OLIVIA RODHAM MEMORIAL LIBRARY,Rural,638,1,0,0
NH0051,WHIPPLE FREE LIBRARY,Rural,"6,218",1,0,0
NH0052,NEWBURY PUBLIC LIBRARY,Rural,"2,208",1,0,0
NH0053,NEW CASTLE PUBLIC LIBRARY,Suburban,"1,009",1,0,0
NH0054,NEW DURHAM PUBLIC LIBRARY,Rural,"2,749",1,0,0
NH0055,PAUL MEMORIAL LIBRARY,Suburban,"1,790",1,0,0
NH0056,BARTLETT PUBLIC LIBRARY,Rural,"3,233",1,0,0
NH0057,GORDON-NASH LIBRARY AT NEW HAMPTON SCHOOL,Rural,"2,419",1,0,0
NH0058,LANGDON LIBRARY,Rural,819,1,0,0
NH0059,NEW IPSWICH LIBRARY,Rural,"5,276",1,0,0
NH0060,TRACY MEMORIAL LIBRARY,Rural,"4,389",1,0,0
NH0061,NEWMARKET PUBLIC LIBRARY,Suburban,"9,496",1,0,0
NH0062,RICHARDS FREE LIBRARY,Town,"6,364",1,0,0
NH0063,GALE LIBRARY,Suburban,"4,881",1,0,0
NH0064,NORTH HAMPTON PUBLIC LIBRARY,Suburban,"4,578",1,0,0
NH0065,NORTHUMBERLAND PUBLIC LIBRARY,Rural,"2,131",1,0,0
NH0066,CHESLEY MEMORIAL LIBRARY,Rural,"4,698",1,0,0
NH0067,BATH PUBLIC LIBRARY,Rural,"1,092",1,0,0
NH0068,BLAISDELL MEMORIAL LIBRARY,Rural,"5,331",1,0,0
NH0071,ORFORD FREE LIBRARY,Rural,"1,251",1,0,0
NH0072,OSSIPEE PUBLIC LIBRARY,Rural,"4,472",1,0,0
NH0073,PELHAM PUBLIC LIBRARY,Suburban,"14,421",1,0,0
NH0074,PEMBROKE TOWN LIBRARY,Suburban,"7,390",1,0,0
NH0075,PETERBOROUGH TOWN LIBRARY,Town,"6,508",1,0,0
NH0076,PIERMONT PUBLIC LIBRARY,Rural,783,1,0,0
NH0077,BREMER POND MEMORIAL LIBRARY,Rural,811,1,0,0
NH0078,BEDFORD PUBLIC LIBRARY,Suburban,"23,800",1,0,0
NH0079,JOSIAH CARPENTER LIBRARY,Rural,"4,131",1,0,0
NH0080,PHILIP READ MEMORIAL LIBRARY,Rural,"2,495",1,0,0
NH0081,MERIDEN LIBRARY,Rural,"2,495",1,0,0
NH0082,PLAISTOW PUBLIC LIBRARY,Suburban,"7,914",1,0,0
NH0083,PEASE PUBLIC LIBRARY,Town,"6,412",1,0,0
NH0084,PORTSMOUTH PUBLIC LIBRARY,Suburban,"22,252",1,0,0
NH0085,DUDLEY-TUCKER LIBRARY,Suburban,"10,903",1,0,0
NH0086,RICHMOND PUBLIC LIBRARY,Rural,"1,219",1,0,0
NH0087,INGALLS MEMORIAL LIBRARY,Rural,"6,421",1,0,0
NH0088,BELMONT PUBLIC LIBRARY,Rural,"7,421",1,0,0
NH0089,ROCHESTER PUBLIC LIBRARY,Suburban,"32,913",1,0,0
NH0090,EAST ROCHESTER PUBLIC LIBRARY,Suburban,"30,809",1,0,0
NH0091,BYRON G. MERRILL LIBRARY,Rural,"1,515",1,0,0
NH0092,RYE PUBLIC LIBRARY,Suburban,"5,590",1,0,0
NH0093,KELLEY LIBRARY,Suburban,"30,711",1,0,0
NH0094,SALISBURY FREE LIBRARY,Rural,"1,451",1,0,0
NH0095,SANBORNTON PUBLIC LIBRARY,Rural,"3,063",1,0,0
NH0096,SANDOWN PUBLIC LIBRARY,Rural,"6,621",1,0,0
NH0097,SAMUEL H. WENTWORTH LIBRARY,Rural,"1,494",1,0,0
NH0098,SEABROOK LIBRARY,Suburban,"8,491",1,0,0
NH0099,G.E.P. DODGE LIBRARY,Rural,"1,520",1,0,0
NH0101,SOMERSWORTH PUBLIC LIBRARY,Suburban,"12,008",1,0,0
NH0102,SOUTH HAMPTON FREE PUBLIC LIBRARY,Rural,905,1,0,0
NH0103,LIBBIE A. CASS MEMORIAL LIBRARY,Rural,"1,283",1,0,0
NH0106,DAVIS PUBLIC LIBRARY,Rural,"1,390",1,0,0
NH0107,HILL LIBRARY,Rural,"4,271",1,0,0
NH0110,BERLIN PUBLIC LIBRARY,Town,"9,601",1,0,0
NH0111,STRATFORD PUBLIC LIBRARY,Rural,677,1,0,0
NH0112,WIGGIN MEMORIAL LIBRARY,Rural,"7,842",1,0,0
NH0113,RICHARDSON MEMORIAL LIBRARY,Rural,657,1,0,0
NH0114,SULLIVAN PUBLIC LIBRARY,Rural,669,1,0,0
NH0115,ABBOTT LIBRARY,Rural,"3,378",1,0,0
NH0116,REED FREE LIBRARY,Rural,828,1,0,0
NH0117,MT. CAESAR UNION LIBRARY,Rural,"7,359",1,0,0
NH0118,STRATTON FREE LIBRARY,Rural,"7,359",1,0,0
NH0121,BETHLEHEM PUBLIC LIBRARY,Rural,"2,519",1,0,0
NH0122,MANSFIELD PUBLIC LIBRARY,Rural,"1,399",1,0,0
NH0123,THORNTON PUBLIC LIBRARY,Rural,"2,757",1,0,0
NH0124,HALL MEMORIAL LIBRARY,Town,"8,927",1,0,0
NH0125,GAY-KIMBALL LIBRARY,Rural,"2,149",1,0,0
NH0126,TUFTONBORO FREE LIBRARY,Rural,"2,495",1,0,0
NH0127,UNITY FREE PUBLIC LIBRARY,Rural,"1,510",1,0,0
NH0128,WAKEFIELD PUBLIC LIBRARY,Rural,"5,259",1,0,0
NH0129,GAFNEY LIBRARY,Rural,"6,025",1,0,0
NH0131,BOSCAWEN PUBLIC LIBRARY,Town,"3,986",1,0,0
NH0132,WALPOLE TOWN LIBRARY,Town,"3,673",1,1,0
NH0133,PILLSBURY FREE LIBRARY,Rural,"2,972",1,0,0
NH0134,JOSEPH PATCH LIBRARY,Rural,828,1,0,0
NH0135,SHEDD FREE LIBRARY,Rural,"1,209",1,0,0
NH0137,WEARE PUBLIC LIBRARY,Rural,"9,223",1,0,0
NH0138,WEBSTER FREE PUBLIC LIBRARY,Rural,"1,951",1,0,0
NH0139,WEBSTER MEMORIAL LIBRARY,Rural,861,1,0,0
NH0140,WESTMORELAND PUBLIC LIBRARY,Rural,"1,709",1,0,0
NH0141,WHITEFIELD PUBLIC LIBRARY,Rural,"2,513",1,0,0
NH0142,BAKER FREE LIBRARY,Town,"8,319",1,0,0
NH0143,WILMOT PUBLIC LIBRARY,Rural,"1,423",1,0,0
NH0144,WILTON PUBLIC & GREGG FREE LIBRARY,Suburban,"3,933",1,0,0
NH0145,CONANT PUBLIC LIBRARY,Rural,"4,191",1,0,0
NH0146,THAYER PUBLIC LIBRARY,Rural,"4,191",1,0,0
NH0147,NESMITH LIBRARY,Suburban,"16,057",1,0,0
NH0148,WOLFEBORO PUBLIC LIBRARY,Rural,"6,492",1,0,0
NH0149,MOOSILAUKE PUBLIC LIBRARY,Rural,"1,450",1,0,0
NH0150,BROWN MEMORIAL LIBRARY,Rural,"1,696",1,0,0
NH0151,MARY E. BARTLETT LIBRARY,Suburban,"4,660",1,0,0
NH0153,MINOT-SLEEPER LIBRARY,Rural,"3,277",1,0,0
NH0154,BROOKLINE PUBLIC LIBRARY,Rural,"5,835",1,0,0
NH0155,ALLENSTOWN PUBLIC LIBRARY,Suburban,"4,853",1,0,0
NH0156,CANAAN TOWN LIBRARY,Rural,"3,863",1,0,0
NH0157,SMYTH PUBLIC LIBRARY,Rural,"4,154",1,0,0
NH0158,ELKINS PUBLIC LIBRARY,Rural,"2,426",1,0,0
NH0159,TWIN MOUNTAIN PUBLIC LIBRARY,Rural,831,1,0,0
NH0160,JAMES E. NICHOLS MEMORIAL LIBRARY,Rural,"1,051",1,0,0
NH0161,SILSBY FREE PUBLIC LIBRARY,Town,"4,868",1,0,0
NH0162,CHESTERFIELD PUBLIC LIBRARY,Rural,"3,585",1,0,0
NH0163,CHICHESTER TOWN LIBRARY,Rural,"2,708",1,0,0
NH0164,FISKE FREE LIBRARY,Town,"13,031",1,0,0
NH0165,SHEDD-PORTER MEMORIAL LIBRARY,Rural,"1,875",1,0,0
NH0166,COLEBROOK PUBLIC LIBRARY,Rural,"2,109",1,0,0
NH0167,CONCORD PUBLIC LIBRARY,Town,"43,899",1,1,0
NH0168,CONWAY PUBLIC LIBRARY,Town,"9,988",1,0,0
NH0169,POPE MEMORIAL LIBRARY,Town,"9,988",1,0,0
NH0170,GEORGE H. STOWELL FREE LIBRARY,Rural,"1,631",1,0,0
NH0171,DALTON PUBLIC LIBRARY,Rural,950,1,0,0
NH0172,COLBY MEMORIAL LIBRARY,Suburban,"4,512",1,0,0
NH0173,PHILBRICK-JAMES LIBRARY,Rural,"4,942",1,0,0
NH0174,GILMAN LIBRARY,Rural,"5,998",1,0,0
NH0175,DEERING PUBLIC LIBRARY,Rural,"1,904",1,0,0
NH0176,DERRY PUBLIC LIBRARY,Suburban,"34,749",1,0,0
NH0177,TAYLOR LIBRARY,Suburban,"34,739",1,0,0
NH0179,DOVER PUBLIC LIBRARY,Suburban,"32,277",1,0,0
NH0180,DUBLIN PUBLIC LIBRARY,Rural,"1,556",1,0,0
NH0181,DUNBARTON PUBLIC LIBRARY,Rural,"3,060",1,0,0
NH0182,DURHAM PUBLIC LIBRARY,Suburban,"14,306",1,0,0
NH0183,EAST KINGSTON PUBLIC LIBRARY,Rural,"2,471",1,0,0
NH0184,AMHERST TOWN LIBRARY,Suburban,"11,940",1,0,0
NH0186,EFFINGHAM PUBLIC LIBRARY,Rural,"1,715",1,0,0
NH0187,ENFIELD PUBLIC LIBRARY,Rural,"4,525",1,0,0
NH0188,HARVEY-MITCHELL MEMORIAL LIBRARY,Town,"7,282",1,0,0
NH0189,EPSOM PUBLIC LIBRARY,Rural,"4,896",1,0,0
NH0190,ERROL PUBLIC LIBRARY,Rural,303,1,0,0
NH0191,EXETER PUBLIC LIBRARY,Suburban,"16,253",1,0,0
NH0192,GOODWIN LIBRARY,Town,"6,818",1,0,0
NH0193,FITZWILLIAM TOWN LIBRARY,Rural,"2,382",1,0,0
NH0194,GEORGE HOLMES BIXBY MEMORIAL LIBRARY,Rural,"1,630",1,0,0
NH0195,ABBIE GREENLEAF LIBRARY,Rural,"1,099",1,0,0
NH0196,ANDOVER PUBLIC LIBRARY,Rural,"2,424",1,0,0
NH0197,FRANKLIN PUBLIC LIBRARY,Town,"8,810",1,0,0
NH0198,FREEDOM PUBLIC LIBRARY,Rural,"1,694",1,0,0
NH0199,FREMONT PUBLIC LIBRARY,Rural,"4,810",1,0,0
NH0200,GILFORD PUBLIC LIBRARY,Rural,"7,799",1,0,0
NH0202,GILMANTON CORNER PUBLIC LIBRARY,Rural,"3,989",1,0,0
NH0204,GOFFSTOWN PUBLIC LIBRARY,Suburban,"18,649",1,0,0
NH0205,GORHAM PUBLIC LIBRARY,Town,"2,717",1,0,0
NH0206,OLIVE G. PETTIS LIBRARY,Rural,802,1,0,0
NH0207,GRAFTON PUBLIC LIBRARY,Rural,"1,414",1,0,0
NH0208,DUNBAR FREE LIBRARY,Rural,"3,437",1,0,0
NH0209,STEPHENSON MEMORIAL LIBRARY,Rural,"1,738",1,0,0
NH0210,WEEKS PUBLIC LIBRARY,Suburban,"4,120",1,0,0
NH0211,CHAMBERLIN FREE PUBLIC LIBRARY,Rural,"1,988",1,0,0
NH0213,HAMPSTEAD PUBLIC LIBRARY,Suburban,"9,118",1,0,0
NH0214,LANE MEMORIAL LIBRARY,Suburban,"16,556",1,0,0
NH0215,JAMES A. TUTTLE LIBRARY,Rural,"2,688",1,0,0
NH0216,HAMPTON FALLS FREE LIBRARY,Rural,"2,429",1,0,0
NH0217,HANCOCK TOWN LIBRARY,Rural,"1,757",1,0,0
NH0218,HOWE LIBRARY,Town,"10,293",1,0,0
NH0219,HARRISVILLE PUBLIC LIBRARY,Rural,991,1,0,0
NH0220,WOODSVILLE FREE PUBLIC LIBRARY,Rural,"4,648",1,0,0
NH0221,PATTEN-NORTH HAVERHILL LIBRARY,Rural,"4,684",1,0,0
NH0223,HAVERHILL LIBRARY ASSOCIATION,Rural,"4,648",1,0,0
NH0224,HEBRON PUBLIC LIBRARY,Rural,641,1,0,0
NH0230,DUMMER PUBLIC LIBRARY,Rural,307,1,0,0
NH0231,CAMPTON PUBLIC LIBRARY,Rural,"3,403",1,0,0
NH0232,SUTTON FREE LIBRARY,Rural,"2,006",1,0,0
NH0237,ACWORTH SILSBY PUBLIC LIBRARY,Rural,862,1,0,0
NH0238,COOK MEMORIAL LIBRARY,Rural,"2,844",1,0,0
NH0239,CHOCORUA PUBLIC LIBRARY,Rural,"2,918",1,0,0
NH0240,ASHLAND TOWN LIBRARY,Rural,"1,964",1,0,0
NH0241,CHESTER PUBLIC LIBRARY,Rural,"5,305",1,0,0
NH0242,GEORGE GAMBLE LIBRARY,Rural,"1,260",1,0,0
NH0243,HANOVER TOWN LIBRARY,Rural,"10,293",1,0,0
NH0244,GILSUM PUBLIC LIBRARY,Rural,757,1,0,0
NH0246,SHELBURNE PUBLIC LIBRARY,Rural,355,1,0,0
NH0247,RANDOLPH PUBLIC LIBRARY,Rural,331,1,0,0
NH0249,ORFORD SOCIAL LIBRARY,Rural,"1,251",1,0,0
NH0251,GILMANTON IRON WORKS LIBRARY,Rural,"3,799",1,0,0
NH0253,MADBURY PUBLIC LIBRARY,Rural,"1,960",1,0,0
NH0254,WILLIAM ADAMS BACHELDER LIBRARY,Rural,"2,383",1,0,0
NH0255,ROLLINSFORD PUBLIC LIBRARY,Suburban,"2,636",1,0,0
NH0256,GILMANTON YEAR-ROUND LIBRARY ASSOCIATION,Rural,"3,945",1,0,0
NJ0001,ATLANTIC COUNTY LIBRARY,Suburban,"214,422",1,8,0
NJ0003,ATLANTIC CITY FREE PUBLIC LIBRARY,City,"38,497",1,1,0
NJ0004,LINWOOD PUBLIC LIBRARY,Suburban,"6,971",1,0,0
NJ0005,MARGATE CITY PUBLIC LIBRARY,Suburban,"5,317",1,0,0
NJ0006,OTTO BRUYNS PUBLIC LIBRARY,Suburban,"8,434",1,0,0
NJ0008,LEE MEMORIAL LIBRARY,Suburban,"6,848",1,0,0
NJ0009,BERGENFIELD FREE PUBLIC LIBRARY,Suburban,"28,321",1,0,0
NJ0010,BOGOTA PUBLIC LIBRARY,Suburban,"8,778",1,0,0
NJ0011,WILLIAM E. DERMODY FREE PUBLIC LIBRARY,Suburban,"6,372",1,0,0
NJ0012,CLIFFSIDE PARK FREE PUBLIC LIBRARY,Suburban,"25,693",1,0,0
NJ0013,CLOSTER PUBLIC LIBRARY,Suburban,"8,594",1,0,0
NJ0014,CRESSKILL PUBLIC LIBRARY,Suburban,"9,155",1,0,0
NJ0015,DEMAREST PUBLIC LIBRARY ASSOCIATION,Suburban,"4,981",1,0,0
NJ0016,DIXON HOMESTEAD LIBRARY,Suburban,"17,863",1,0,0
NJ0017,EAST RUTHERFORD MEMORIAL LIBRARY,Suburban,"10,022",1,0,0
NJ0018,EDGEWATER FREE PUBLIC LIBRARY,Suburban,"14,336",1,0,0
NJ0019,ELMWOOD PARK FREE PUBLIC LIBRARY,Suburban,"21,422",1,0,0
NJ0020,EMERSON PUBLIC LIBRARY,Suburban,"7,290",1,0,0
NJ0021,ENGLEWOOD FREE PUBLIC LIBRARY,Suburban,"29,308",1,0,0
NJ0022,MAURICE M. PINE FREE PUBLIC LIBRARY,Suburban,"34,927",1,0,0
NJ0023,FAIRVIEW FREE PUBLIC LIBRARY,Suburban,"15,025",1,0,0
NJ0024,FORT LEE FREE PUBLIC LIBRARY,Suburban,"40,191",1,0,0
NJ0025,FRANKLIN LAKES FREE PUBLIC LIBRARY,Suburban,"11,079",1,0,0
NJ0026,GARFIELD FREE PUBLIC LIBRARY,Suburban,"32,655",1,0,0
NJ0027,GLEN ROCK PUBLIC LIBRARY,Suburban,"12,133",1,0,0
NJ0028,JOHNSON FREE PUBLIC LIBRARY,Suburban,"46,030",1,0,0
NJ0029,HARRINGTON PARK PUBLIC LIBRARY,Suburban,"4,741",1,0,0
NJ0030,HASBROUCK HEIGHTS FREE PUBLIC LIBRARY,Suburban,"12,125",1,0,0
NJ0031,HAWORTH MUNICIPAL LIBRARY,Suburban,"3,343",1,0,0
NJ0032,HILLSDALE FREE PUBLIC LIBRARY,Suburban,"10,143",1,0,0
NJ0033,WORTH PINKHAM MEMORIAL LIBRARY,Suburban,"4,258",1,0,0
NJ0034,LEONIA PUBLIC LIBRARY,Suburban,"9,304",1,0,0
NJ0035,LITTLE FERRY FREE PUBLIC LIBRARY,Suburban,"10,987",1,0,0
NJ0036,LODI MEMORIAL LIBRARY,Suburban,"26,206",1,0,0
NJ0037,LYNDHURST FREE PUBLIC LIBRARY,Suburban,"22,519",1,0,0
NJ0038,MAHWAH FREE PUBLIC LIBRARY,Suburban,"25,487",1,0,0
NJ0039,MAYWOOD PUBLIC LIBRARY,Suburban,"10,080",1,0,0
NJ0040,MIDLAND PARK MEMORIAL LIBRARY,Suburban,"7,014",1,0,0
NJ0041,MONTVALE FREE PUBLIC LIBRARY,Suburban,"8,436",1,0,0
NJ0042,NEW MILFORD PUBLIC LIBRARY,Suburban,"16,923",1,0,0
NJ0043,NORTH ARLINGTON PUBLIC LIBRARY,Suburban,"16,457",1,0,0
NJ0044,NORTHVALE PUBLIC LIBRARY,Suburban,"4,761",1,0,0
NJ0045,NORWOOD PUBLIC LIBRARY,Suburban,"5,641",1,0,0
NJ0046,OAKLAND PUBLIC LIBRARY,Suburban,"12,748",1,0,0
NJ0047,OLD TAPPAN FREE PUBLIC LIBRARY,Suburban,"5,888",1,0,0
NJ0048,ORADELL PUBLIC LIBRARY,Suburban,"8,244",1,0,0
NJ0049,PALISADES PARK FREE PUBLIC LIBRARY,Suburban,"20,292",1,0,0
NJ0050,PARAMUS PUBLIC LIBRARY,Suburban,"26,698",1,1,0
NJ0051,PARK RIDGE FREE PUBLIC LIBRARY,Suburban,"8,883",1,0,0
NJ0052,RAMSEY FREE PUBLIC LIBRARY,Suburban,"14,798",1,0,0
NJ0053,RIDGEFIELD FREE PUBLIC LIBRARY,Suburban,"11,501",1,0,0
NJ0054,RIDGEFIELD PARK PUBLIC LIBRARY,Suburban,"13,224",1,0,0
NJ0055,RIDGEWOOD PUBLIC LIBRARY,Suburban,"25,979",1,0,0
NJ0056,RIVER EDGE FREE PUBLIC LIBRARY,Suburban,"12,049",1,0,0
NJ0057,RIVER VALE PUBLIC LIBRARY,Suburban,"9,909",1,0,0
NJ0058,ROCHELLE PARK PUBLIC LIBRARY,Suburban,"5,814",1,0,0
NJ0059,RUTHERFORD FREE PUBLIC LIBRARY,Suburban,"18,834",1,0,0
NJ0060,SADDLE BROOK FREE PUBLIC LIBRARY,Suburban,"14,294",1,0,0
NJ0061,TEANECK PUBLIC LIBRARY,Suburban,"41,246",1,0,0
NJ0062,TENAFLY FREE PUBLIC LIBRARY,Suburban,"15,409",1,0,0
NJ0063,UPPER SADDLE RIVER PUBLIC LIBRARY,Suburban,"8,353",1,0,0
NJ0064,WALDWICK PUBLIC LIBRARY,Suburban,"10,058",1,0,0
NJ0065,JOHN F. KENNEDY MEMORIAL LIBRARY,Suburban,"11,868",1,0,0
NJ0066,WASHINGTON TWP PUBLIC LIBRARY/BERGEN,Suburban,"9,285",1,0,0
NJ0067,WESTWOOD FREE PUBLIC LIBRARY,Suburban,"11,282",1,0,0
NJ0068,WOOD-RIDGE MEMORIAL LIBRARY,Suburban,"10,137",1,0,0
NJ0069,WYCKOFF FREE PUBLIC LIBRARY,Suburban,"16,585",1,0,0
NJ0070,BURLINGTON COUNTY LIBRARY,Suburban,"363,983",1,7,1
NJ0071,LIBRARY COMPANY OF BURLINGTON,Suburban,"9,743",1,0,0
NJ0072,CROSSWICKS LIBRARY COMPANY,Rural,"9,422",1,0,0
NJ0073,DELANCO PUBLIC LIBRARY,Suburban,"4,824",1,0,0
NJ0074,BEVERLY FREE LIBRARY,Suburban,"2,499",1,0,0
NJ0075,FLORENCE TOWNSHIP LIBRARY,Suburban,"12,812",1,0,0
NJ0076,MOORESTOWN LIBRARY,Suburban,"21,355",1,0,0
NJ0077,MOUNT HOLLY LIBRARY AND LYCEUM,Suburban,"9,981",1,0,0
NJ0078,MOUNT LAUREL LIBRARY,Suburban,"44,633",1,0,0
NJ0079,RIVERSIDE PUBLIC LIBRARY,Suburban,"8,003",1,0,0
NJ0081,SALLY STRETCH KEEN MEMORIAL LIBRARY,Suburban,"10,317",1,0,0
NJ0082,WILLINGBORO PUBLIC LIBRARY,Suburban,"31,889",1,0,0
NJ0083,CAMDEN COUNTY LIBRARY,Suburban,"324,221",1,7,0
NJ0084,AUDUBON FREE PUBLIC LIBRARY,Suburban,"8,707",1,0,0
NJ0085,MARIE FLECHE MEMORIAL LIBRARY,Suburban,"7,489",1,0,0
NJ0087,CHERRY HILL FREE PUBLIC LIBRARY,Suburban,"74,553",1,0,0
NJ0088,CLEMENTON MEMORIAL LIBRARY,Suburban,"5,338",1,0,0
NJ0089,COLLINGSWOOD FREE PUBLIC LIBRARY,Suburban,"14,186",1,0,0
NJ0090,GIBBSBORO PUBLIC LIBRARY,Suburban,"2,189",1,0,0
NJ0091,GLOUCESTER CITY LIBRARY,Suburban,"11,484",1,0,0
NJ0092,HADDONFIELD PUBLIC LIBRARY,Suburban,"12,550",1,0,0
NJ0093,HADDON HEIGHTS PUBLIC LIBRARY,Suburban,"7,495",1,0,0
NJ0094,OAKLYN MEMORIAL LIBRARY,Suburban,"3,930",1,0,0
NJ0095,PENNSAUKEN FREE PUBLIC LIBRARY,Suburban,"37,074",1,0,0
NJ0096,RUNNEMEDE PUBLIC LIBRARY,Suburban,"8,324",1,0,0
NJ0098,STRATFORD PUBLIC LIBRARY,Suburban,"6,981",1,0,0
NJ0099,WATERFORD TOWNSHIP PUBLIC LIBRARY,Suburban,"10,421",1,0,0
NJ0100,CAPE MAY COUNTY LIBRARY,Suburban,"82,791",1,7,1
NJ0102,OCEAN CITY FREE PUBLIC LIBRARY,City,"11,229",1,0,1
NJ0104,CUMBERLAND COUNTY LIBRARY,Town,"66,109",1,0,0
NJ0105,BRIDGETON FREE PUBLIC LIBRARY,Town,"27,263",1,0,0
NJ0108,MILLVILLE PUBLIC LIBRARY,Suburban,"27,491",1,0,0
NJ0109,VINELAND PUBLIC LIBRARY,City,"60,780",1,0,0
NJ0110,BELLEVILLE PUBLIC LIBRARY,Suburban,"38,222",1,0,0
NJ0111,BLOOMFIELD PUBLIC LIBRARY,Suburban,"53,105",1,0,0
NJ0112,CALDWELL FREE PUBLIC LIBRARY,Suburban,"9,027",1,0,0
NJ0113,CEDAR GROVE FREE PUBLIC LIBRARY,Suburban,"12,980",1,0,0
NJ0114,EAST ORANGE PUBLIC LIBRARY,Suburban,"69,612",1,3,0
NJ0115,ANTHONY PIO COSTA MEMORIAL LIBRARY,Suburban,"7,872",1,0,0
NJ0116,GLEN RIDGE FREE PUBLIC LIBRARY,Suburban,"7,802",1,0,0
NJ0117,IRVINGTON PUBLIC LIBRARY,Suburban,"61,176",1,0,0
NJ0118,RUTH L. ROCKWOOD MEMORIAL LIBRARY,Suburban,"31,330",1,0,0
NJ0119,MAPLEWOOD MEMORIAL LIBRARY,Suburban,"25,684",1,1,0
NJ0120,MILLBURN FREE PUBLIC LIBRARY,Suburban,"21,710",1,0,0
NJ0121,MONTCLAIR PUBLIC LIBRARY,Suburban,"40,921",1,1,1
NJ0122,NEWARK PUBLIC LIBRARY,City,"311,549",1,6,0
NJ0123,NUTLEY FREE PUBLIC LIBRARY,Suburban,"30,143",1,0,0
NJ0124,THE ORANGE PUBLIC LIBRARY,Suburban,"34,447",1,0,0
NJ0125,ROSELAND FREE PUBLIC LIBRARY,Suburban,"6,299",1,0,0
NJ0126,SOUTH ORANGE PUBLIC LIBRARY,Suburban,"18,484",1,0,0
NJ0127,VERONA FREE PUBLIC LIBRARY,Suburban,"14,572",1,0,0
NJ0128,WEST CALDWELL PUBLIC LIBRARY,Suburban,"11,012",1,0,0
NJ0129,WEST ORANGE FREE PUBLIC LIBRARY,Suburban,"48,843",1,0,0
NJ0130,GLOUCESTER COUNTY LIBRARY,Suburban,"114,460",1,4,0
NJ0131,JAMES H. JOHNSON MEMORIAL LIBRARY,Suburban,"31,977",1,0,0
NJ0133,FRANKLIN TWP PUBLIC LIBRARY/GLOUCESTER,Suburban,"16,380",1,0,0
NJ0136,MONROE TWP PUBLIC LIBRARY/GLOUCESTER,Suburban,"37,117",1,0,0
NJ0137,NEWFIELD PUBLIC LIBRARY,Suburban,"1,774",1,0,0
