FSCS Key,Library Name,Locale,Suppression Note,Service Area Population,Internet Computers,Computer Uses,Wireless Sessions
NC0045,CHARLOTTE MECKLENBURG LIBRARY,City,,"1,121,482",725,"146,921",
NC0045,CHARLOTTE MECKLENBURG LIBRARY,City,Data Note: Missing,"1,121,482",,,-1
NC0046,BRASWELL MEMORIAL PUBLIC LIBRARY,City,,"89,736",86,"25,327",
NC0046,BRASWELL MEMORIAL PUBLIC LIBRARY,City,Data Note: Missing,"89,736",,,-1
NC0047,NEW HANOVER COUNTY PUBLIC LIBRARY,City,,"229,943",78,"36,910",
NC0047,NEW HANOVER COUNTY PUBLIC LIBRARY,City,Data Note: Missing,"229,943",,,-1
NC0048,ONSLOW COUNTY PUBLIC LIBRARY,City,,"206,530",107,"32,215",
NC0048,ONSLOW COUNTY PUBLIC LIBRARY,City,Data Note: Missing,"206,530",,,-1
NC0049,PENDER COUNTY PUBLIC LIBRARY,Town,,"62,978",27,"5,543","41,561"
NC0050,SHEPPARD MEMORIAL LIBRARY,City,,"167,584",48,"22,712",
NC0050,SHEPPARD MEMORIAL LIBRARY,City,Data Note: Missing,"167,584",,,-1
NC0051,POLK COUNTY PUBLIC LIBRARIES,Rural,,"19,559",23,"7,596","44,144"
NC0052,RANDOLPH PUBLIC LIBRARY,Town,,"145,036",105,"17,753","17,796"
NC0053,ROBESON COUNTY PUBLIC LIBRARY,Town,,"116,485",66,"9,888","20,646"
NC0054,ROCKINGHAM COUNTY PUBLIC LIBRARY,Town,,"91,706",71,"32,432","40,048"
NC0055,ROWAN PUBLIC LIBRARY,Suburban,,"147,799",95,"19,716","42,024"
NC0056,RUTHERFORD COUNTY LIBRARY,Town,,"64,263",24,"6,143","19,380"
NC0057,SAMPSON-CLINTON PUBLIC LIBRARY,Town,,"59,019",19,"4,086",
NC0057,SAMPSON-CLINTON PUBLIC LIBRARY,Town,Data Note: Missing,"59,019",,,-1
NC0058,SCOTLAND COUNTY MEMORIAL LIBRARY,Town,,"33,292",14,"5,374",
NC0058,SCOTLAND COUNTY MEMORIAL LIBRARY,Town,Data Note: Missing,"33,292",,,-1
NC0059,STANLY COUNTY PUBLIC LIBRARY,Town,,"62,659",42,"7,717","8,447"
NC0060,TRANSYLVANIA COUNTY LIBRARY,Town,,"33,361",35,"10,826","25,577"
NC0061,UNION COUNTY PUBLIC LIBRARY,Suburban,,"242,948",161,"20,600","47,813"
NC0062,H. LESLIE PERRY MEMORIAL LIBRARY,Town,,"42,270",35,"4,979","2,154"
NC0063,WAKE COUNTY PUBLIC LIBRARIES,City,,"1,150,722",470,"150,313","272,366"
NC0065,WAYNE COUNTY PUBLIC LIBRARY,City,,"117,662",121,"24,028","54,380"
NC0066,WILSON COUNTY PUBLIC LIBRARY,Town,,"78,559",69,"14,605","27,811"
NC0071,CHAPEL HILL PUBLIC LIBRARY,City,,"61,789",58,"12,902",
NC0071,CHAPEL HILL PUBLIC LIBRARY,City,Data Note: Missing,"61,789",,,-1
NC0075,FARMVILLE PUBLIC LIBRARY,Town,,"4,430",20,"4,976","8,637"
NC0079,HICKORY PUBLIC LIBRARY,City,,"44,073",44,"12,037",
NC0079,HICKORY PUBLIC LIBRARY,City,Data Note: Missing,"44,073",,,-1
NC0080,HIGH POINT PUBLIC LIBRARY,City,,"114,594",139,"12,933","15,034"
NC0083,MOORESVILLE PUBLIC LIBRARY,Suburban,,"52,545",50,"10,640","24,831"
NC0088,ROANOKE RAPIDS PUBLIC LIBRARY,Town,,"15,097",13,"2,208",615
NC0093,SOUTHERN PINES PUBLIC LIBRARY,Town,,"15,961",11,"2,351","4,309"
NC0099,GEORGE H. AND LAURA E. BROWN PUBLIC LIBRARY,Town,,"9,793",27,908,"16,258"
NC0100,JACOB MAUNEY MEMORIAL LIBRARY,Suburban,,"11,420",29,"5,443","27,500"
NC0101,WARREN COUNTY MEMORIAL LIBRARY,Rural,,"18,850",22,"3,080",
NC0101,WARREN COUNTY MEMORIAL LIBRARY,Rural,Data Note: Missing,"18,850",,,-1
NC0102,HAROLD D. COOLEY LIBRARY,Suburban,,"5,729",8,"3,144","4,177"
NC0103,ALAMANCE COUNTY PUBLIC LIBRARIES,City,,"169,813",85,"33,051","25,677"
NC0104,CHATHAM COUNTY PUBLIC LIBRARIES,Rural,,"77,420",59,"6,772",
NC0104,CHATHAM COUNTY PUBLIC LIBRARIES,Rural,Data Note: Missing,"77,420",,,-1
NC0105,GASTON COUNTY PUBLIC LIBRARY,City,,"231,656",117,"39,762","37,573"
NC0106,LINCOLN COUNTY PUBLIC LIBRARY,Town,,"89,556",56,"14,404","8,726"
NC0107,CASWELL COUNTY PUBLIC LIBRARY,Rural,,"22,402",21,"33,177",
NC0107,CASWELL COUNTY PUBLIC LIBRARY,Rural,Data Note: Missing,"22,402",,,-1
NC0108,ORANGE COUNTY PUBLIC LIBRARY,Suburban,,"89,293",15,"5,995","28,438"
NC0109,PERSON COUNTY PUBLIC LIBRARY,Town,,"39,486",12,"4,327",
NC0109,PERSON COUNTY PUBLIC LIBRARY,Town,Data Note: Missing,"39,486",,,-1
NC0110,HOCUTT ELLINGTON MEMORIAL LIBRARY,Suburban,,"28,188",7,"2,330","74,048"
NC0111,GIBSONVILLE PUBLIC LIBRARY,Suburban,,"9,117",16,"4,294","1,988"
NC0112,GIVENS MEMORIAL LIBRARY & TUFTS ARCHIVE,Town,,"18,074",2,210,
NC0112,GIVENS MEMORIAL LIBRARY & TUFTS ARCHIVE,Town,Data Note: Missing,"18,074",,,-1
NC0113,CARTERET COUNTY PUBLIC LIBRARY SYSTEM,Town,,"68,284",26,"14,977","5,360"
ND0001,ADAMS COUNTY LIBRARY,Rural,,"2,200",10,583,"19,122"
ND0002,JAMES RIVER VALLEY LIBRARY SYSTEM,Town,,"21,593",15,"6,482","16,873"
ND0005,ASHLEY PUBLIC LIBRARY,Rural,,613,1,14,14
ND0006,BEULAH PUBLIC LIBRARY,Town,,"3,058",4,"1,895","21,182"
ND0007,BISMARCK VETERANS MEMORIAL PUBLIC LIBRARY,City,,"98,458",49,"43,956","56,168"
ND0008,BOTTINEAU COUNTY PUBLIC LIBRARY,Rural,,"6,379",5,"1,875","6,548"
ND0010,CANDO COMMUNITY LIBRARY,Rural,,"1,117",3,97,422
ND0011,LAKE REGION PUBLIC LIBRARY,Town,,"11,605",8,"3,269",
ND0011,LAKE REGION PUBLIC LIBRARY,Town,Data Note: Missing,"11,605",,,-1
ND0012,CARNEGIE REGIONAL LIBRARY,Town,,"10,563",4,"3,455","13,030"
ND0013,CARRINGTON CITY LIBRARY,Rural,,"2,080",2,215,"6,080"
ND0014,CASSELTON PUBLIC LIBRARY,Rural,,"2,479",4,322,"3,149"
ND0015,CAVALIER COUNTY LIBRARY,Rural,,"3,704",4,487,"3,426"
ND0016,CAVALIER PUBLIC LIBRARY,Rural,,"5,439",6,300,"6,377"
ND0017,BOWMAN REGIONAL PUBLIC LIBRARY,Rural,,"2,993",15,"1,238","31,291"
ND0018,DICKINSON AREA PUBLIC LIBRARY,Town,,"35,297",23,"10,412","73,046"
ND0019,DIVIDE COUNTY PUBLIC LIBRARY,Rural,,"2,195",7,487,"21,536"
ND0021,EDGELEY PUBLIC LIBRARY,Rural,,"5,969",3,50,"11,471"
ND0022,EDNA RALSTON PUBLIC LIBRARY,Rural,,"1,260",6,158,"4,215"
ND0024,ELLENDALE PUBLIC LIBRARY,Rural,,"1,125",6,248,"7,271"
ND0025,ENDERLIN MUNICIPAL LIBRARY,Rural,,881,5,780,"14,140"
ND0026,FARGO PUBLIC LIBRARY,City,,"125,990",88,"52,976","91,120"
ND0029,FORMAN PUBLIC LIBRARY,Rural,,509,4,84,"2,407"
ND0031,GARRISON PUBLIC LIBRARY,Rural,,"1,462",5,358,"9,941"
ND0033,GOLDEN VALLEY COUNTY LIBRARY,Rural,,"1,736",2,930,"25,975"
ND0035,GRAND FORKS PUBLIC LIBRARY,City,,"73,170",42,"19,535","86,936"
ND0036,GRIGGS COUNTY LIBRARY,Rural,,"2,306",5,628,"16,435"
ND0038,HARRY L. PETRIE PUBLIC LIBRARY,Rural,,"1,071",3,95,160
ND0039,HARVEY PUBLIC LIBRARY,Rural,,"1,650",4,"1,159","3,730"
ND0040,HAZEN PUBLIC LIBRARY,Rural,,"2,281",4,691,"111,704"
ND0041,HEART OF AMERICA LIBRARY,Town,,"3,990",13,884,"4,366"
ND0042,HEBRON PUBLIC LIBRARY,Rural,,794,3,47,"28,230"
ND0045,KIDDER COUNTY PUBLIC LIBRARY,Rural,,"2,394",1,46,"7,800"
ND0046,KILLDEER PUBLIC LIBRARY,Rural,,939,,611,
ND0046,KILLDEER PUBLIC LIBRARY,Rural,Data Note: Missing,939,-1,,-1
ND0047,LAKOTA CITY LIBRARY,Rural,,"2,623",1,120,"1,200"
ND0048,LAMOURE PUBLIC & SCHOOL LIBRARY,Rural,,764,,497,
ND0048,LAMOURE PUBLIC & SCHOOL LIBRARY,Rural,Data Note: Missing,764,-1,,-1
ND0049,LEACH PUBLIC LIBRARY,Town,,"8,007",14,"1,680","21,667"
ND0050,LEEDS PUBLIC LIBRARY,Rural,,442,1,28,540
ND0051,LIDGERWOOD CITY LIBRARY,Rural,,600,3,95,375
ND0052,STANLEY PUBLIC LIBRARY,Rural,,"2,321",8,288,"3,337"
ND0053,LISBON PUBLIC LIBRARY,Rural,,"2,204",6,"4,035","16,598"
ND0054,MADDOCK COMMUNITY LIBRARY,Rural,,402,3,57,"37,123"
ND0056,MAX COMMUNITY LIBRARY,Rural,,331,3,49,"21,040"
ND0057,MAYVILLE PUBLIC LIBRARY,Rural,,"1,854",,"1,283",
ND0057,MAYVILLE PUBLIC LIBRARY,Rural,Data Note: Missing,"1,854",-1,,-1
ND0058,MCKENZIE COUNTY PUBLIC LIBRARY,Rural,,"14,704",11,"2,515","15,601"
ND0059,MCLEAN-MERCER REGIONAL LIBRARY,Rural,,"7,995",3,116,"9,537"
ND0062,MINOT PUBLIC LIBRARY,Town,,"48,377",30,"11,316","38,180"
ND0063,MOHALL PUBLIC LIBRARY,Rural,,694,2,52,"87,031"
ND0064,MORTON MANDAN PUBLIC LIBRARY,Suburban,,"33,291",4,686,"81,530"
ND0065,MOTT PUBLIC LIBRARY,Rural,,653,14,291,"14,642"
ND0066,NEW ENGLAND PUBLIC LIBRARY,Rural,,683,1,2,"2,455"
ND0067,EDDY - NEW ROCKFORD PUBLIC LIBRARY,Rural,,"2,347",2,"1,450","10,657"
ND0068,NEW TOWN PUBLIC LIBRARY,Rural,,"2,764",12,"1,249","3,027"
ND0070,OAKES SCHOOL & PUBLIC LIBRARY,Rural,,"1,798",19,"1,250",
ND0070,OAKES SCHOOL & PUBLIC LIBRARY,Rural,Data Note: Missing,"1,798",,,-1
ND0071,PARK RIVER SCHOOL & PUBLIC LIBRARY,Rural,,"1,424",4,150,
ND0071,PARK RIVER SCHOOL & PUBLIC LIBRARY,Rural,Data Note: Missing,"1,424",,,-1
ND0072,PARSHALL PUBLIC LIBRARY,Rural,,949,3,87,
ND0072,PARSHALL PUBLIC LIBRARY,Rural,Data Note: Missing,949,,,-1
ND0073,PEMBINA SCHOOL & CITY LIBRARY,Rural,,512,,454,
ND0073,PEMBINA SCHOOL & CITY LIBRARY,Rural,Data Note: Missing,512,-1,,-1
ND0075,ROLLA PUBLIC LIBRARY,Rural,,"1,223",8,250,"1,242"
ND0076,SATRE MEMORIAL MILNOR SCHOOL LIBRARY,Rural,,624,1,5,"14,495"
ND0082,TURTLE LAKE PUBLIC LIBRARY,Rural,,542,3,139,"32,947"
ND0083,UNDERWOOD PUBLIC LIBRARY,Rural,,784,2,121,"5,483"
ND0084,VALLEY CITY BARNES COUNTY PUBLIC LIBRARY,Town,,"10,583",4,"2,243","18,432"
ND0085,VELVA PUBLIC & SCHOOL LIBRARY,Rural,,"1,086",39,"1,200",510
ND0086,WALHALLA PUBLIC LIBRARY,Rural,,893,5,624,"4,028"
ND0087,WARD COUNTY PUBLIC LIBRARY,Town,,"31,351",13,"2,443","35,286"
ND0088,WASHBURN PUBLIC LIBRARY,Rural,,"1,300",2,167,"7,090"
ND0091,WEST FARGO PUBLIC LIBRARY,Suburban,,"40,601",12,"6,601","418,232"
ND0092,WILLISTON COMMUNITY LIBRARY,Town,,"38,748",10,"10,421","4,057"
ND0093,WISHEK SCHOOL & PUBLIC LIBRARY,Rural,,864,5,52,0
ND0094,STANTON PUBLIC LIBRARY,Rural,,368,4,260,"9,992"
ND0098,MARGARET FRAASE PUBLIC LIBRARY,Rural,,195,,173,
ND0098,MARGARET FRAASE PUBLIC LIBRARY,Rural,Data Note: Missing,195,-1,,-1
ND0099,KINDRED PUBLIC LIBRARY,Rural,,889,2,137,11
ND0101,ROLETTE CITY LIBRARY,Rural,,484,,429,
ND0101,ROLETTE CITY LIBRARY,Rural,Data Note: Missing,484,-1,,-1
ND0102,BOWBELLS PUBLIC LIBRARY,Rural,,301,,267,
ND0102,BOWBELLS PUBLIC LIBRARY,Rural,Data Note: Missing,301,-1,,-1
ND0103,ELGIN PUBLIC LIBRARY,Rural,,543,4,"1,099","5,488"
ND0104,GLEN ULLIN PUBLIC LIBRARY,Rural,,732,0,0,406
ND0107,SHERWOOD PUBLIC LIBRARY,Rural,,194,,172,
ND0107,SHERWOOD PUBLIC LIBRARY,Rural,Data Note: Missing,194,-1,,-1
ND0108,MCVILLE COMMUNITY LIBRARY,Rural,,392,3,31,"8,280"
ND0109,NORTHWOOD CITY CENTER LIBRARY,Rural,,982,1,19,
ND0109,NORTHWOOD CITY CENTER LIBRARY,Rural,Data Note: Missing,982,,,-1
ND0110,TIOGA COMMUNITY LIBRARY,Rural,,"2,202",,"1,279",
ND0110,TIOGA COMMUNITY LIBRARY,Rural,Data Note: Missing,"2,202",-1,,-1
NE0001,AINSWORTH PUBLIC LIBRARY,Rural,,"1,615",13,"1,025",
NE0001,AINSWORTH PUBLIC LIBRARY,Rural,Data Note: Missing,"1,615",,,-1
NE0002,ALBION PUBLIC LIBRARY,Rural,,"1,706",14,"1,481",
NE0002,ALBION PUBLIC LIBRARY,Rural,Data Note: Missing,"1,706",,,-1
NE0006,HOESCH MEMORIAL LIBRARY,Rural,,"1,022",5,602,
NE0006,HOESCH MEMORIAL LIBRARY,Rural,Data Note: Missing,"1,022",,,-1
NE0008,ANSLEY TOWNSHIP LIBRARY,Rural,,606,,538,
NE0008,ANSLEY TOWNSHIP LIBRARY,Rural,Data Note: Missing,606,-1,,-1
NE0009,ARAPAHOE PUBLIC LIBRARY,Rural,,982,2,156,
NE0009,ARAPAHOE PUBLIC LIBRARY,Rural,Data Note: Missing,982,,,-1
NE0010,ARCADIA TOWNSHIP LIBRARY,Rural,,384,5,95,
NE0010,ARCADIA TOWNSHIP LIBRARY,Rural,Data Note: Missing,384,,,-1
NE0011,ARLINGTON PUBLIC LIBRARY,Rural,,"1,309",3,240,
NE0011,ARLINGTON PUBLIC LIBRARY,Rural,Data Note: Missing,"1,309",,,-1
NE0013,ARTHUR COUNTY LIBRARY,Rural,,439,3,90,
NE0013,ARTHUR COUNTY LIBRARY,Rural,Data Note: Missing,439,,,-1
NE0014,ASHLAND PUBLIC LIBRARY,Town,,"3,191",18,"3,657","17,472"
NE0015,ATKINSON PUBLIC LIBRARY,Rural,,"1,298",24,"3,861","3,861"
NE0016,AUBURN MEMORIAL LIBRARY,Town,,"3,478",3,650,
NE0016,AUBURN MEMORIAL LIBRARY,Town,Data Note: Missing,"3,478",,,-1
NE0017,ALICE M FARR LIBRARY,Town,,"4,646",6,"4,600",
NE0017,ALICE M FARR LIBRARY,Town,Data Note: Missing,"4,646",,,-1
NE0018,AXTELL PUBLIC LIBRARY,Rural,,893,5,"1,384",
NE0018,AXTELL PUBLIC LIBRARY,Rural,Data Note: Missing,893,,,-1
NE0019,BANCROFT PUBLIC LIBRARY,Rural,,492,4,293,
NE0019,BANCROFT PUBLIC LIBRARY,Rural,Data Note: Missing,492,,,-1
NE0020,BARTLEY PUBLIC LIBRARY,Rural,,266,3,28,
NE0020,BARTLEY PUBLIC LIBRARY,Rural,Data Note: Missing,266,,,-1
NE0021,ROCK COUNTY PUBLIC LIBRARY,Rural,,"1,264",5,368,
NE0021,ROCK COUNTY PUBLIC LIBRARY,Rural,Data Note: Missing,"1,264",,,-1
NE0022,LIED BATTLE CREEK PUBLIC LIBRARY,Rural,,"1,168",16,"1,000",
NE0022,LIED BATTLE CREEK PUBLIC LIBRARY,Rural,Data Note: Missing,"1,168",,,-1
NE0023,BAYARD PUBLIC LIBRARY,Rural,,"1,131",6,520,
NE0023,BAYARD PUBLIC LIBRARY,Rural,Data Note: Missing,"1,131",,,-1
NE0024,BEATRICE PUBLIC LIBRARY,Town,,"12,209",8,"4,108","6,673"
NE0025,BEAVER CITY PUBLIC LIBRARY,Rural,,522,6,645,
NE0025,BEAVER CITY PUBLIC LIBRARY,Rural,Data Note: Missing,522,,,-1
NE0026,BEAVER CROSSING COMMUNITY LIBRARY,Rural,,370,1,1,
NE0026,BEAVER CROSSING COMMUNITY LIBRARY,Rural,Data Note: Missing,370,,,-1
NE0027,KARLEN MEMORIAL LIBRARY,Rural,,631,9,201,
NE0027,KARLEN MEMORIAL LIBRARY,Rural,Data Note: Missing,631,,,-1
NE0028,BELLEVUE PUBLIC LIBRARY,Suburban,,"63,737",12,"5,561","25,185"
NE0030,BENNINGTON PUBLIC LIBRARY,Suburban,,"4,243",8,942,"8,316"
NE0031,BLAIR PUBLIC LIBRARY & TECHNOLOGY CENTER,Town,,"7,812",29,"5,300",
NE0031,BLAIR PUBLIC LIBRARY & TECHNOLOGY CENTER,Town,Data Note: Missing,"7,812",,,-1
NE0032,BLOOMFIELD PUBLIC LIBRARY,Rural,,987,18,"8,456",
NE0032,BLOOMFIELD PUBLIC LIBRARY,Rural,Data Note: Missing,987,,,-1
NE0033,BLUE HILL PUBLIC LIBRARY,Rural,,830,2,50,
NE0033,BLUE HILL PUBLIC LIBRARY,Rural,Data Note: Missing,830,,,-1
NE0034,BRIDGEPORT PUBLIC LIBRARY,Rural,,"1,463",12,"1,647",
NE0034,BRIDGEPORT PUBLIC LIBRARY,Rural,Data Note: Missing,"1,463",,,-1
NE0035,BROADWATER PUBLIC LIBRARY,Rural,,99,3,193,
NE0035,BROADWATER PUBLIC LIBRARY,Rural,Data Note: Missing,99,,,-1
NE0036,BROKEN BOW PUBLIC LIBRARY,Town,,"3,466",8,"1,587",
NE0036,BROKEN BOW PUBLIC LIBRARY,Town,Data Note: Missing,"3,466",,,-1
NE0037,BRUNING PUBLIC LIBRARY,Rural,,278,1,22,
NE0037,BRUNING PUBLIC LIBRARY,Rural,Data Note: Missing,278,,,-1
NE0039,GARFIELD COUNTY LIBRARY,Rural,,"1,839",12,"2,250",
NE0039,GARFIELD COUNTY LIBRARY,Rural,Data Note: Missing,"1,839",,,-1
NE0041,BYRON PUBLIC LIBRARY,Rural,,83,2,805,
NE0041,BYRON PUBLIC LIBRARY,Rural,Data Note: Missing,83,,,-1
NE0042,NIGEL SPROUSE MEMORIAL LIBRARY,Rural,,"1,155",7,500,
NE0042,NIGEL SPROUSE MEMORIAL LIBRARY,Rural,Data Note: Missing,"1,155",,,-1
NE0043,BUTLER MEMORIAL LIBRARY,Rural,,"1,080",4,520,360
NE0045,LIED CARROLL PUBLIC LIBRARY,Rural,,194,,172,
NE0045,LIED CARROLL PUBLIC LIBRARY,Rural,Data Note: Missing,194,-1,,-1
NE0046,CEDAR RAPIDS PUBLIC LIBRARY,Rural,,382,2,326,
NE0046,CEDAR RAPIDS PUBLIC LIBRARY,Rural,Data Note: Missing,382,,,-1
NE0048,CENTRAL CITY PUBLIC LIBRARY,Town,,"3,032",16,"17,682","7,245"
NE0049,CERESCO COMMUNITY LIBRARY,Rural,,932,3,392,
NE0049,CERESCO COMMUNITY LIBRARY,Rural,Data Note: Missing,932,,,-1
NE0050,CHADRON PUBLIC LIBRARY,Town,,"5,229",16,"4,134",
NE0050,CHADRON PUBLIC LIBRARY,Town,Data Note: Missing,"5,229",,,-1
NE0051,CHAPPELL MEMORIAL LIBRARY & ART GALLERY,Rural,,853,3,181,42
NE0053,CLARKS PUBLIC LIBRARY,Rural,,344,,305,
NE0053,CLARKS PUBLIC LIBRARY,Rural,Data Note: Missing,344,-1,,-1
NE0054,CLARKSON PUBLIC LIBRARY,Rural,,625,15,"1,614",309
NE0055,CLAY CENTER PUBLIC LIBRARY,Rural,,721,9,651,"2,901"
NE0056,CLEARWATER PUBLIC LIBRARY,Rural,,320,7,158,158
NE0057,COLUMBUS PUBLIC LIBRARY,Town,,"24,123",18,"8,623","33,930"
NE0059,WILSON PUBLIC LIBRARY,Town,,"3,915",25,"1,874",
NE0059,WILSON PUBLIC LIBRARY,Town,Data Note: Missing,"3,915",,,-1
NE0061,CRAWFORD PUBLIC LIBRARY,Rural,,822,4,365,365
NE0062,CREIGHTON PUBLIC LIBRARY,Rural,,"1,154",8,"1,429",
NE0062,CREIGHTON PUBLIC LIBRARY,Rural,Data Note: Missing,"1,154",,,-1
NE0063,CRETE PUBLIC LIBRARY,Town,,"7,179",5,"1,608",
NE0063,CRETE PUBLIC LIBRARY,Town,Data Note: Missing,"7,179",,,-1
NE0064,EASTERN TOWNSHIP LIBRARY,Rural,,766,6,501,
NE0064,EASTERN TOWNSHIP LIBRARY,Rural,Data Note: Missing,766,,,-1
NE0065,CULBERTSON PUBLIC LIBRARY,Rural,,529,9,38,
NE0065,CULBERTSON PUBLIC LIBRARY,Rural,Data Note: Missing,529,,,-1
NE0066,KLYTE BURT MEMORIAL LIBRARY,Rural,,805,3,185,83
NE0067,DAKOTA CITY PUBLIC LIBRARY,Suburban,,"2,058",6,764,
NE0067,DAKOTA CITY PUBLIC LIBRARY,Suburban,Data Note: Missing,"2,058",,,-1
NE0069,DAVENPORT PUBLIC LIBRARY,Rural,,313,2,104,
NE0069,DAVENPORT PUBLIC LIBRARY,Rural,Data Note: Missing,313,,,-1
NE0071,DAYKIN PUBLIC LIBRARY,Rural,,157,,139,
NE0071,DAYKIN PUBLIC LIBRARY,Rural,Data Note: Missing,157,-1,,-1
NE0072,JENNIFER REINKE PUBLIC LIBRARY,Rural,,723,4,264,
NE0072,JENNIFER REINKE PUBLIC LIBRARY,Rural,Data Note: Missing,723,,,-1
NE0074,JOHN ROGERS MEMORIAL LIBRARY,Rural,,599,6,632,
NE0074,JOHN ROGERS MEMORIAL LIBRARY,Rural,Data Note: Missing,599,,,-1
NE0075,DORCHESTER PUBLIC LIBRARY,Rural,,588,,522,
NE0075,DORCHESTER PUBLIC LIBRARY,Rural,Data Note: Missing,588,-1,,-1
NE0076,ELGIN PUBLIC LIBRARY,Rural,,712,2,379,
NE0076,ELGIN PUBLIC LIBRARY,Rural,Data Note: Missing,712,,,-1
NE0078,ELM CREEK PUBLIC LIBRARY,Rural,,986,3,372,
NE0078,ELM CREEK PUBLIC LIBRARY,Rural,Data Note: Missing,986,,,-1
NE0079,ELMWOOD PUBLIC LIBRARY,Rural,,660,3,100,
NE0079,ELMWOOD PUBLIC LIBRARY,Rural,Data Note: Missing,660,,,-1
NE0080,ELWOOD PUBLIC LIBRARY,Rural,,629,3,124,124
NE0081,EMERSON PUBLIC LIBRARY,Rural,,824,11,68,
NE0081,EMERSON PUBLIC LIBRARY,Rural,Data Note: Missing,824,,,-1
NE0082,EUSTIS PUBLIC LIBRARY,Rural,,397,1,1,0
NE0083,EXETER PUBLIC LIBRARY,Rural,,514,1,144,
NE0083,EXETER PUBLIC LIBRARY,Rural,Data Note: Missing,514,,,-1
NE0084,FAIRBURY PUBLIC LIBRARY,Town,,"3,904",19,"3,120","3,704"
NE0085,FAIRFIELD PUBLIC LIBRARY,Rural,,329,5,17,
NE0085,FAIRFIELD PUBLIC LIBRARY,Rural,Data Note: Missing,329,,,-1
NE0086,FAIRMONT PUBLIC LIBRARY,Rural,,601,6,202,100
NE0087,FALLS CITY LIBRARY & ARTS CENTER,Town,,"4,074",23,"1,865","7,053"
NE0088,FARNAM PUBLIC LIBRARY,Rural,,179,,159,
NE0088,FARNAM PUBLIC LIBRARY,Rural,Data Note: Missing,179,-1,,-1
NE0089,FRANKLIN PUBLIC LIBRARY,Rural,,931,8,"1,689",
NE0089,FRANKLIN PUBLIC LIBRARY,Rural,Data Note: Missing,931,,,-1
NE0090,KEENE MEMORIAL LIBRARY,Town,,"27,743",9,"4,442","38,911"
NE0091,GILBERT PUBLIC LIBRARY,Rural,,908,5,625,
NE0091,GILBERT PUBLIC LIBRARY,Rural,Data Note: Missing,908,,,-1
NE0092,FULLERTON PUBLIC LIBRARY,Rural,,"1,257",4,251,
NE0092,FULLERTON PUBLIC LIBRARY,Rural,Data Note: Missing,"1,257",,,-1
NE0093,GENEVA PUBLIC LIBRARY,Rural,,"2,146",11,"3,682","17,040"
NE0094,GENOA PUBLIC LIBRARY,Rural,,898,7,525,
NE0094,GENOA PUBLIC LIBRARY,Rural,Data Note: Missing,898,,,-1
NE0095,GERING PUBLIC LIBRARY,Town,,"8,435",13,"4,041",
NE0095,GERING PUBLIC LIBRARY,Town,Data Note: Missing,"8,435",,,-1
NE0097,GORDON CITY LIBRARY,Rural,,"1,498",4,"1,531",
NE0097,GORDON CITY LIBRARY,Rural,Data Note: Missing,"1,498",,,-1
NE0098,GOTHENBURG PUBLIC LIBRARY,Town,,"3,421",13,"1,698",
NE0098,GOTHENBURG PUBLIC LIBRARY,Town,Data Note: Missing,"3,421",,,-1
NE0099,GRAND ISLAND PUBLIC LIBRARY,City,,"52,335",54,"16,903","44,000"
NE0100,HASTINGS MEMORIAL LIBRARY,Rural,,"1,181",17,304,
NE0100,HASTINGS MEMORIAL LIBRARY,Rural,Data Note: Missing,"1,181",,,-1
NE0102,GREENWOOD PUBLIC LIBRARY,Rural,,604,2,508,
NE0102,GREENWOOD PUBLIC LIBRARY,Rural,Data Note: Missing,604,,,-1
NE0104,GRETNA PUBLIC LIBRARY,Suburban,,"5,088",6,479,"13,168"
NE0106,HARTINGTON PUBLIC LIBRARY,Rural,,"1,506",16,"14,551",
NE0106,HARTINGTON PUBLIC LIBRARY,Rural,Data Note: Missing,"1,506",,,-1
NE0107,HARVARD PUBLIC LIBRARY,Rural,,939,,611,
NE0107,HARVARD PUBLIC LIBRARY,Rural,Data Note: Missing,939,-1,,-1
NE0108,HASTINGS PUBLIC LIBRARY,Town,,"31,027",30,"9,694","37,787"
NE0109,CRAVATH MEMORIAL LIBRARY,Rural,,584,2,274,
NE0109,CRAVATH MEMORIAL LIBRARY,Rural,Data Note: Missing,584,,,-1
NE0110,HAYES CENTER PUBLIC LIBRARY,Rural,,223,2,21,
NE0110,HAYES CENTER PUBLIC LIBRARY,Rural,Data Note: Missing,223,,,-1
NE0111,HEBRON SECREST LIBRARY,Rural,,"1,408",5,"1,040",
NE0111,HEBRON SECREST LIBRARY,Rural,Data Note: Missing,"1,408",,,-1
NE0112,HEMINGFORD PUBLIC LIBRARY,Rural,,767,5,242,
NE0112,HEMINGFORD PUBLIC LIBRARY,Rural,Data Note: Missing,767,,,-1
NE0113,HILDRETH PUBLIC LIBRARY,Rural,,381,16,"6,240",
NE0113,HILDRETH PUBLIC LIBRARY,Rural,Data Note: Missing,381,,,-1
NE0114,HOLDREGE AREA PUBLIC LIBRARY,Town,,"8,937",20,"7,073",
NE0114,HOLDREGE AREA PUBLIC LIBRARY,Town,Data Note: Missing,"8,937",,,-1
NE0116,HOWELLS PUBLIC LIBRARY,Rural,,552,6,471,
NE0116,HOWELLS PUBLIC LIBRARY,Rural,Data Note: Missing,552,,,-1
NE0117,BRUUN MEMORIAL LIBRARY,Rural,,788,5,"1,160",
